hasPeak.An_kdmB_48h_HA_1	hasPeak.An_sntB_48h_HA_1	hasPeak.An_ecoA_48h_HA_1	hasPeak.An_rpdA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
FALSE	FALSE	FALSE	TRUE	1	GO:0019222	regulation of metabolic process	106	106/810	AN4932/AN4892/AN4891/AN4785/AN4719/AN4571/AN4536/AN4493/AN4407/AN8858/AN8847/AN8796/AN8770/AN7923/AN7994/AN8257/AN10526/AN4166/AN4163/AN4096/AN4015/AN4014/AN10491/AN10489/AN3768/AN3761/AN3669/AN3619/AN3598/AN7296/AN10910/AN10970/AN7681/AN11003/AN7695/AN7723/AN7746/AN7753/AN7820/AN6283/AN6223/AN10788/AN6147/AN6082/AN5996/AN5814/AN5808/AN10832/AN12122/AN6568/AN6569/AN6632/AN6715/AN9399/AN1400/AN1370/AN1368/AN1345/AN1255/AN1237/AN1205/AN1162/AN1028/AN0999/AN0937/AN0910/AN0872/AN0770/AN0658/AN10105/AN10083/AN0349/AN0327/AN0297/AN0256/AN0235/AN0191/AN0167/AN1491/AN1521/AN1545/AN1560/AN1929/AN2172/AN2214/AN2278/AN2285/AN2296/AN2304/AN2437/AN2481/AN11169/AN3450/AN3420/AN3108/AN2763/AN2751/AN10635/AN10638/AN5786/AN5726/AN5694/AN5494/AN5299/AN11950/AN11228
FALSE	FALSE	FALSE	TRUE	1	GO:0019748	secondary metabolic process	9	9/810	AN8770/AN8106/AN4054/AN7818/AN7820/AN5820/AN9399/AN0256/AN11188
FALSE	FALSE	FALSE	TRUE	1	GO:0032259	methylation	9	9/810	AN4493/AN10526/AN10489/AN7723/AN6162/AN6147/AN9399/AN9406/AN1255
FALSE	FALSE	FALSE	TRUE	1	GO:0042440	pigment metabolic process	3	3/810	AN3624/AN7752/AN1722
FALSE	FALSE	FALSE	TRUE	1	GO:0044237	cellular metabolic process	359	359/810	AN5014/AN4993/AN4992/AN4940/AN4932/AN4892/AN4891/AN4874/AN9446/AN4785/AN10584/AN4727/AN4719/AN4687/AN4594/AN4571/AN4555/AN4536/AN4523/AN4522/AN4505/AN4493/AN4492/AN4457/AN4415/AN4414/AN4407/AN8858/AN8857/AN8848/AN8847/AN8844/AN8796/AN8782/AN8770/AN8755/AN11124/AN8748/AN8712/AN8709/AN8705/AN8702/AN11102/AN7923/AN7994/AN9467/AN11032/AN8041/AN8061/AN8106/AN8192/AN8203/AN8204/AN8216/AN11054/AN8236/AN8257/AN4258/AN10526/AN4226/AN10523/AN4202/AN4166/AN4163/AN4096/AN4093/AN4087/AN4086/AN4082/AN4054/AN4015/AN4014/AN3947/AN3946/AN10491/AN3909/AN10489/AN3897/AN3846/AN3841/AN3830/AN3823/AN3814/AN3768/AN3761/AN3756/AN3708/AN3702/AN3669/AN11721/AN3639/AN3638/AN3619/AN3598/AN3581/AN7385/AN7349/AN7325/AN7296/AN10910/AN12151/AN7180/AN7152/AN7434/AN7435/AN7436/AN7439/AN10943/AN10944/AN10970/AN7505/AN7608/AN7632/AN7681/AN11003/AN7695/AN11004/AN7722/AN7723/AN7745/AN7746/AN7752/AN7753/AN11015/AN7818/AN7820/AN6354/AN6283/AN6231/AN6223/AN10791/AN6202/AN10788/AN6181/AN6171/AN6162/AN6147/AN6146/AN6083/AN6082/AN6045/AN6044/AN5996/AN9469/AN9468/AN5957/AN10755/AN5919/AN5917/AN5906/AN5902/AN5901/AN5884/AN5883/AN5868/AN5867/AN5824/AN5820/AN5815/AN5814/AN5808/AN6500/AN12121/AN10832/AN12122/AN6536/AN6556/AN6568/AN6569/AN6589/AN12011/AN6629/AN6632/AN6681/AN6682/AN6715/AN10855/AN6913/AN9276/AN9398/AN9399/AN9406/AN1400/AN9465/AN1370/AN1369/AN1368/AN1367/AN1345/AN1315/AN1292/AN1263/AN1255/AN1237/AN1228/AN1222/AN1207/AN1205/AN1166/AN1162/AN1138/AN1137/AN1136/AN1135/AN1115/AN1084/AN1080/AN1063/AN1050/AN1028/AN0999/AN0937/AN0910/AN0909/AN0893/AN0879/AN0872/AN0827/AN0824/AN0818/AN0814/AN0770/AN0752/AN0713/AN0687/AN0658/AN10105/AN10083/AN0490/AN0452/AN0451/AN0433/AN0385/AN0349/AN0327/AN0312/AN0305/AN0304/AN0297/AN0278/AN10032/AN0257/AN0256/AN0235/AN0192/AN0191/AN0189/AN0167/AN0153/AN0116/AN0094/AN11145/AN8881/AN11146/AN8878/AN1434/AN1446/AN1467/AN1468/AN1491/AN1511/AN10213/AN1521/AN1522/AN1542/AN1545/AN1560/AN1619/AN1683/AN1708/AN1722/AN1810/AN1811/AN1850/AN1883/AN1929/AN1949/AN1964/AN1965/AN1973/AN2116/AN2119/AN2133/AN2172/AN2214/AN2272/AN2278/AN2280/AN2281/AN2285/AN2296/AN2298/AN2304/AN2326/AN2414/AN2415/AN2437/AN2440/AN2450/AN2451/AN2481/AN2491/AN11188/AN11169/AN9125/AN9117/AN3464/AN3455/AN3450/AN10414/AN10416/AN3420/AN3402/AN3290/AN3173/AN3172/AN10367/AN3111/AN3110/AN3108/AN3077/AN2992/AN10362/AN10349/AN2867/AN2814/AN2764/AN2763/AN2752/AN2751/AN12256/AN5105/AN10635/AN10637/AN10638/AN10642/AN5235/AN5793/AN5786/AN5785/AN5779/AN5732/AN5731/AN5726/AN5701/AN5694/AN5668/AN10731/AN5662/AN10712/AN5658/AN5586/AN5571/AN5495/AN5494/AN5328/AN5299/AN11950/AN11228
FALSE	FALSE	FALSE	TRUE	1	GO:0044238	primary metabolic process	348	348/810	AN5014/AN4993/AN4992/AN4940/AN4932/AN4892/AN4891/AN4874/AN9446/AN4785/AN4727/AN4719/AN4687/AN4594/AN4571/AN4555/AN4536/AN4523/AN4522/AN4505/AN4493/AN4492/AN4457/AN4415/AN4414/AN4407/AN8858/AN8857/AN8848/AN8847/AN8844/AN8796/AN8783/AN8770/AN8755/AN11124/AN8748/AN8712/AN8709/AN8705/AN8702/AN11102/AN7864/AN7865/AN7923/AN7994/AN9467/AN11032/AN8041/AN8061/AN8192/AN8203/AN8204/AN8216/AN11054/AN8236/AN11063/AN4258/AN10526/AN4226/AN10523/AN4202/AN10522/AN4166/AN4163/AN4096/AN4093/AN4087/AN4086/AN4082/AN4054/AN4015/AN3947/AN3946/AN10491/AN3909/AN10489/AN3897/AN3846/AN3841/AN3830/AN3823/AN3814/AN3768/AN3761/AN3756/AN3708/AN3702/AN3669/AN11721/AN3638/AN3619/AN3598/AN3581/AN7385/AN7349/AN7325/AN7296/AN10919/AN10910/AN12151/AN7180/AN7152/AN7121/AN7434/AN7435/AN7436/AN7439/AN10943/AN10944/AN10970/AN7505/AN7608/AN7632/AN7681/AN11003/AN7695/AN11004/AN7722/AN7723/AN7745/AN7746/AN7753/AN7820/AN6354/AN6283/AN6231/AN6223/AN10791/AN6202/AN10788/AN6181/AN6171/AN6162/AN6147/AN6146/AN6128/AN6083/AN6082/AN6044/AN5996/AN9469/AN9468/AN5957/AN10755/AN5919/AN5917/AN5906/AN5902/AN5901/AN5884/AN5883/AN5868/AN5867/AN5824/AN5820/AN5815/AN5814/AN5808/AN6500/AN12121/AN10832/AN12122/AN6536/AN6556/AN6568/AN6569/AN6589/AN12011/AN6629/AN6632/AN6681/AN6682/AN6715/AN6786/AN10855/AN6913/AN9276/AN9398/AN9399/AN9406/AN1400/AN9465/AN1369/AN1368/AN1367/AN1345/AN1320/AN1315/AN1292/AN1263/AN1255/AN1237/AN1228/AN1222/AN1207/AN1205/AN1166/AN1162/AN1137/AN1136/AN1135/AN1115/AN1084/AN1080/AN1050/AN1028/AN0999/AN0937/AN0910/AN0909/AN0893/AN0879/AN0872/AN0827/AN0824/AN0818/AN0814/AN0770/AN0752/AN0687/AN0658/AN10105/AN10083/AN0490/AN0452/AN0451/AN0433/AN0385/AN0349/AN0327/AN0312/AN0305/AN0304/AN0297/AN0278/AN10032/AN0257/AN0256/AN0235/AN0192/AN0191/AN0189/AN0167/AN0153/AN0116/AN0094/AN8891/AN11145/AN8881/AN11146/AN8878/AN1434/AN1446/AN1467/AN1468/AN1491/AN1511/AN10213/AN1521/AN1522/AN1542/AN1545/AN1560/AN1619/AN1683/AN1708/AN1810/AN1811/AN1850/AN1870/AN1883/AN1929/AN1949/AN1963/AN1964/AN1965/AN2119/AN2133/AN2172/AN2214/AN2272/AN2278/AN2281/AN2285/AN2296/AN2298/AN2304/AN2326/AN2334/AN2415/AN2437/AN2440/AN2450/AN2451/AN2481/AN2491/AN11169/AN9125/AN9117/AN3464/AN3455/AN3450/AN10414/AN10416/AN3420/AN3402/AN3290/AN3173/AN3172/AN10367/AN3111/AN3110/AN3108/AN3077/AN2992/AN10362/AN10349/AN2867/AN2764/AN2763/AN2752/AN2751/AN12256/AN5105/AN10635/AN10638/AN5235/AN5793/AN5786/AN5785/AN5779/AN5732/AN5731/AN5726/AN5701/AN5694/AN5668/AN10731/AN5662/AN10712/AN5586/AN5571/AN5495/AN5494/AN5299/AN11950/AN11228
FALSE	FALSE	FALSE	TRUE	1	GO:0044281	small molecule metabolic process	84	84/810	AN9446/AN4785/AN4727/AN4687/AN4536/AN8782/AN8770/AN8755/AN11124/AN8709/AN8041/AN8106/AN8203/AN8204/AN8216/AN4258/AN4163/AN4086/AN4054/AN3897/AN3846/AN3830/AN3708/AN3702/AN3638/AN3598/AN7152/AN7436/AN7632/AN7695/AN7722/AN11015/AN7820/AN6231/AN5957/AN5884/AN5883/AN5867/AN5820/AN6536/AN1263/AN1222/AN1138/AN1137/AN1136/AN1135/AN1115/AN1050/AN0999/AN0893/AN0824/AN0687/AN0490/AN0451/AN0385/AN10032/AN0257/AN0256/AN0235/AN8881/AN11146/AN8878/AN1446/AN1511/AN1619/AN1810/AN1883/AN1965/AN2133/AN2272/AN2281/AN2440/AN11188/AN3077/AN2867/AN2814/AN12256/AN10637/AN10642/AN5731/AN5701/AN5662/AN5586/AN5571
FALSE	FALSE	FALSE	TRUE	1	GO:0070085	glycosylation	9	9/810	AN4727/AN8848/AN5902/AN8878/AN1683/AN10367/AN2752/AN5105/AN5586
FALSE	FALSE	FALSE	TRUE	1	GO:0071704	organic substance metabolic process	365	365/810	AN5014/AN4993/AN4992/AN4978/AN4940/AN4932/AN4892/AN4891/AN4874/AN9446/AN4785/AN4727/AN4719/AN4687/AN4594/AN4571/AN4555/AN4536/AN4523/AN4522/AN4505/AN4493/AN4492/AN4457/AN4415/AN4414/AN4407/AN8858/AN8857/AN8848/AN8847/AN8844/AN8796/AN8783/AN8782/AN8770/AN8755/AN11124/AN8748/AN8712/AN8709/AN8705/AN8702/AN11102/AN7864/AN7865/AN7923/AN7994/AN9467/AN11032/AN8041/AN8061/AN8106/AN8192/AN8203/AN8204/AN8216/AN11054/AN8236/AN11063/AN4258/AN10526/AN4226/AN10523/AN4202/AN10522/AN4166/AN4163/AN4096/AN4093/AN4087/AN4086/AN4082/AN4054/AN4053/AN4015/AN3947/AN3946/AN10491/AN3909/AN10489/AN3897/AN3846/AN3841/AN3830/AN3823/AN3814/AN3768/AN3761/AN3756/AN3708/AN3702/AN3669/AN11721/AN3639/AN3638/AN3619/AN3598/AN3581/AN7385/AN7349/AN7325/AN7296/AN10919/AN10910/AN12151/AN7180/AN7152/AN7121/AN7434/AN7435/AN7436/AN7439/AN10943/AN10944/AN10970/AN7505/AN7608/AN7632/AN7641/AN7681/AN11003/AN7695/AN11004/AN7722/AN7723/AN7745/AN7746/AN7752/AN7753/AN11015/AN7818/AN7820/AN6354/AN6283/AN6231/AN6223/AN10791/AN6202/AN10788/AN6181/AN6171/AN6162/AN6147/AN6146/AN6128/AN6083/AN6082/AN6044/AN5996/AN9469/AN9468/AN5957/AN10755/AN5919/AN5917/AN5906/AN5902/AN5901/AN5884/AN5883/AN5868/AN5867/AN5824/AN5820/AN5815/AN5814/AN5808/AN6500/AN12121/AN10832/AN12122/AN6536/AN6556/AN6568/AN6569/AN6589/AN12011/AN6629/AN6632/AN6681/AN6682/AN6715/AN6786/AN10855/AN6913/AN9276/AN9398/AN9399/AN9406/AN1400/AN9465/AN1369/AN1368/AN1367/AN1345/AN1320/AN1315/AN1292/AN1263/AN1255/AN1237/AN1228/AN1222/AN1207/AN1205/AN1166/AN1162/AN1138/AN1137/AN1136/AN1135/AN1115/AN1084/AN1080/AN1050/AN1028/AN0999/AN0937/AN0910/AN0909/AN0893/AN0879/AN0872/AN0827/AN0824/AN0818/AN0814/AN0770/AN0752/AN0713/AN0687/AN0658/AN10105/AN10083/AN0490/AN0452/AN0451/AN0433/AN0385/AN0349/AN0327/AN0312/AN0305/AN0304/AN0297/AN0278/AN10032/AN0257/AN0256/AN0235/AN0192/AN0191/AN0189/AN0167/AN0153/AN0116/AN0094/AN8891/AN11145/AN8881/AN11146/AN8878/AN1434/AN1446/AN1467/AN1468/AN1491/AN1511/AN10213/AN1521/AN1522/AN1542/AN1545/AN1560/AN1619/AN1683/AN1708/AN1722/AN1810/AN1811/AN1850/AN1870/AN1883/AN1929/AN1949/AN1963/AN1964/AN1965/AN2119/AN2133/AN2172/AN2214/AN2272/AN2278/AN2281/AN2285/AN2296/AN2298/AN2304/AN2326/AN2334/AN2415/AN2437/AN2440/AN2450/AN2451/AN2481/AN2491/AN11188/AN11169/AN9125/AN9117/AN3464/AN3455/AN3450/AN10414/AN10416/AN3420/AN3402/AN3290/AN3173/AN3172/AN10367/AN3111/AN3110/AN3108/AN3077/AN2992/AN10362/AN10349/AN2867/AN2814/AN2764/AN2763/AN2752/AN2751/AN12256/AN5105/AN10635/AN10637/AN10638/AN10642/AN5235/AN5793/AN5786/AN5785/AN5779/AN5732/AN5731/AN5726/AN5701/AN5694/AN5668/AN10731/AN5662/AN10712/AN5658/AN5586/AN5571/AN5495/AN5494/AN5299/AN11950/AN11228
FALSE	FALSE	FALSE	TRUE	1	GO:0002682	regulation of immune system process	1	1/810	AN11054
FALSE	FALSE	FALSE	TRUE	1	GO:0002684	positive regulation of immune system process	1	1/810	AN11054
FALSE	FALSE	FALSE	TRUE	1	GO:0006955	immune response	1	1/810	AN11054
FALSE	FALSE	FALSE	TRUE	1	GO:0016049	cell growth	5	5/810	AN4719/AN8862/AN8216/AN7695/AN5726
FALSE	FALSE	FALSE	TRUE	1	GO:0007117	budding cell bud growth	1	1/810	AN8862
FALSE	FALSE	FALSE	TRUE	1	GO:0030447	filamentous growth	42	42/810	AN4905/AN4632/AN4469/AN8862/AN8848/AN11032/AN8216/AN11054/AN11063/AN4202/AN4096/AN4014/AN3841/AN7695/AN6225/AN10791/AN5814/AN6510/AN12121/AN6533/AN12122/AN9398/AN1370/AN1237/AN1166/AN0910/AN10064/AN0305/AN0290/AN0256/AN1462/AN1545/AN1560/AN1797/AN2278/AN2281/AN3110/AN2763/AN2752/AN5105/AN10638/AN5778
FALSE	FALSE	FALSE	TRUE	1	GO:0040008	regulation of growth	13	13/810	AN4905/AN4719/AN8862/AN4163/AN10489/AN7695/AN10791/AN5814/AN6589/AN1237/AN1491/AN2278/AN2763
FALSE	FALSE	FALSE	TRUE	1	GO:0045926	negative regulation of growth	1	1/810	AN1237
FALSE	FALSE	FALSE	TRUE	1	GO:0045927	positive regulation of growth	6	6/810	AN4905/AN4719/AN7695/AN10791/AN2278/AN2763
FALSE	FALSE	FALSE	TRUE	1	GO:0048589	developmental growth	3	3/810	AN4719/AN8862/AN5726
FALSE	FALSE	FALSE	TRUE	1	GO:0007059	chromosome segregation	19	19/810	AN4996/AN9467/AN3946/AN7296/AN7499/AN6364/AN5899/AN5815/AN1223/AN1182/AN0814/AN0166/AN1560/AN2285/AN3451/AN3363/AN3111/AN10635/AN5495
FALSE	FALSE	FALSE	TRUE	1	GO:0007017	microtubule-based process	8	8/810	AN8862/AN8783/AN7570/AN6197/AN6863/AN1182/AN1560/AN3363
FALSE	FALSE	FALSE	TRUE	1	GO:0000075	cell cycle checkpoint	13	13/810	AN4571/AN9467/AN3946/AN3737/AN3619/AN6147/AN6044/AN5815/AN1207/AN0872/AN3450/AN5495/AN5494
FALSE	FALSE	FALSE	TRUE	1	GO:0000920	cell separation after cytokinesis	3	3/810	AN7349/AN8879/AN1521
FALSE	FALSE	FALSE	TRUE	1	GO:0006457	protein folding	9	9/810	AN8847/AN8061/AN10489/AN3814/AN3598/AN7436/AN1205/AN0349/AN9124
FALSE	FALSE	FALSE	TRUE	1	GO:0007165	signal transduction	32	32/810	AN4782/AN4719/AN4571/AN4536/AN8796/AN9467/AN11032/AN4085/AN3946/AN3842/AN3622/AN3598/AN11994/AN7695/AN5824/AN5814/AN6590/AN1345/AN0999/AN0872/AN0770/AN0634/AN0235/AN1545/AN1560/AN1797/AN1850/AN11188/AN3450/AN3092/AN5105/AN5494
FALSE	FALSE	FALSE	TRUE	1	GO:0006928	movement of cell or subcellular component	5	5/810	AN8862/AN6197/AN6863/AN1182/AN3363
FALSE	FALSE	FALSE	TRUE	1	GO:0006949	syncytium formation	1	1/810	AN4632
FALSE	FALSE	FALSE	TRUE	1	GO:0007049	cell cycle	69	69/810	AN4996/AN4961/AN4940/AN4632/AN4571/AN4555/AN4493/AN9435/AN4453/AN4407/AN8862/AN8844/AN8783/AN7993/AN7994/AN9467/AN11032/AN8236/AN8244/AN4288/AN4163/AN4085/AN3946/AN3737/AN11721/AN3622/AN3619/AN7325/AN7296/AN7439/AN7499/AN7570/AN7723/AN6364/AN6197/AN6147/AN6044/AN10755/AN5899/AN5820/AN5815/AN6590/AN1237/AN1223/AN1222/AN1207/AN1182/AN0872/AN0814/AN0290/AN0166/AN1545/AN1560/AN10229/AN1797/AN1965/AN2172/AN2419/AN2484/AN2491/AN3451/AN3450/AN3363/AN3111/AN2764/AN10635/AN5778/AN5495/AN5494
FALSE	FALSE	FALSE	TRUE	1	GO:0007154	cell communication	50	50/810	AN4785/AN4782/AN4719/AN4571/AN11913/AN4536/AN4469/AN8796/AN9467/AN11032/AN4202/AN4166/AN4163/AN4085/AN4014/AN3946/AN3842/AN3622/AN3598/AN11994/AN7695/AN5824/AN5815/AN5814/AN6590/AN9398/AN1345/AN1166/AN0999/AN0910/AN0872/AN0770/AN0634/AN10064/AN0305/AN0235/AN0167/AN1545/AN1560/AN1797/AN1850/AN2172/AN2285/AN11188/AN3450/AN3110/AN3092/AN5105/AN5778/AN5494
