hasPeak.An_rpdA_20h_HA_1	hasPeak.An_rpdA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0044281	small molecule metabolic process	432	432/3573	AN5068/AN5028/AN4987/AN10610/AN4957/AN4956/AN4923/AN4859/AN4830/AN4829/AN10599/AN4785/AN4769/AN10586/AN4743/AN4727/AN4691/AN4690/AN4603/AN4569/AN4525/AN4500/AN4464/AN4462/AN4443/AN4439/AN4430/AN4401/AN4389/AN4388/AN4384/AN4376/AN4361/AN4353/AN10550/AN4329/AN4323/AN4310/AN12152/AN8867/AN8866/AN8861/AN8859/AN8843/AN8837/AN11125/AN8815/AN8800/AN8797/AN8793/AN8790/AN8782/AN8777/AN8770/AN8755/AN11124/AN8749/AN8741/AN8707/AN8689/AN8677/AN8667/AN11098/AN7873/AN7878/AN7880/AN8009/AN11045/AN8041/AN8060/AN8075/AN8078/AN8099/AN8117/AN8118/AN8121/AN8168/AN8169/AN8188/AN8203/AN8204/AN8231/AN8251/AN8275/AN8277/AN8280/AN4258/AN4208/AN4182/AN10512/AN4163/AN4159/AN4086/AN4081/AN4071/AN4056/AN4054/AN4042/AN10495/AN3954/AN3928/AN3901/AN3894/AN3881/AN10472/AN3869/AN3846/AN3830/AN3829/AN3824/AN12478/AN3817/AN3748/AN3738/AN3719/AN3708/AN3702/AN3675/AN3641/AN3638/AN3634/AN3626/AN3607/AN3593/AN3586/AN3547/AN3506/AN7388/AN7387/AN7331/AN7193/AN7146/AN10901/AN7111/AN7050/AN7028/AN7008/AN6985/AN6973/AN7436/AN7451/AN7468/AN7469/AN7479/AN7513/AN7564/AN7588/AN7600/AN7610/AN7632/AN10981/AN7661/AN10991/AN7722/AN7725/AN11008/AN6368/AN6346/AN6338/AN6279/AN6251/AN6236/AN6231/AN6209/AN6195/AN6182/AN6168/AN6126/AN12017/AN6064/AN6048/AN6037/AN6032/AN6014/AN5999/AN5991/AN5990/AN5986/AN5985/AN5975/AN5959/AN5957/AN5953/AN5952/AN5939/AN5918/AN5916/AN5909/AN5886/AN5867/AN10745/AN5823/AN5820/AN6499/AN6505/AN6506/AN10824/AN6521/AN6525/AN6536/AN6541/AN6542/AN6555/AN10841/AN6639/AN6643/AN6650/AN6653/AN10844/AN6731/AN6752/AN6824/AN6840/AN10854/AN6933/AN9339/AN9407/AN9408/AN1396/AN1342/AN1339/AN1334/AN1277/AN1274/AN1263/AN1246/AN1226/AN1222/AN1202/AN1198/AN1148/AN1140/AN1132/AN1071/AN1059/AN1052/AN1039/AN1037/AN1035/AN1017/AN1003/AN0999/AN10131/AN0936/AN0919/AN0918/AN0912/AN0893/AN0891/AN0840/AN10124/AN0807/AN0797/AN0787/AN0780/AN0689/AN0688/AN0687/AN0667/AN0651/AN0640/AN0609/AN0608/AN0607/AN0593/AN0565/AN0554/AN0495/AN0490/AN10081/AN0451/AN0423/AN0357/AN0351/AN0314/AN0285/AN10032/AN0271/AN0270/AN0259/AN0252/AN0240/AN0235/AN0232/AN0202/AN0182/AN0174/AN0170/AN0148/AN0106/AN0092/AN0067/AN0057/AN0034/AN9008/AN8978/AN9426/AN8886/AN8881/AN8878/AN1414/AN1425/AN1446/AN10197/AN11252/AN1511/AN10215/AN1523/AN1547/AN1624/AN1639/AN1731/AN1745/AN1761/AN1769/AN1778/AN1844/AN1868/AN1895/AN1896/AN1897/AN1898/AN1899/AN1918/AN1921/AN1923/AN1989/AN1990/AN1993/AN1999/AN2069/AN2144/AN2243/AN2248/AN2281/AN2311/AN2332/AN2335/AN10299/AN2421/AN2435/AN2436/AN2440/AN2493/AN2506/AN2508/AN2509/AN2526/AN9157/AN9148/AN9116/AN9094/AN9090/AN9083/AN9064/AN3466/AN3456/AN3432/AN3431/AN3412/AN3396/AN10396/AN3313/AN3223/AN3222/AN3184/AN3132/AN3096/AN3058/AN3031/AN2999/AN2998/AN2981/AN2944/AN2936/AN2925/AN2916/AN2914/AN2900/AN2875/AN2873/AN2867/AN2855/AN2829/AN2815/AN2793/AN2742/AN2723/AN2666/AN2623/AN8323/AN8388/AN8457/AN8524/AN8545/AN8553/AN8565/AN5134/AN10637/AN5144/AN10642/AN5162/AN5200/AN5206/AN5210/AN5218/AN5226/AN5237/AN5746/AN5731/AN5701/AN5698/AN5669/AN5662/AN5655/AN5651/AN5646/AN5644/AN5634/AN5626/AN5613/AN5604/AN5589/AN5586/AN5566/AN5563/AN5525/AN5492/AN5447/AN5415/AN5356/AN10663
TRUE	TRUE	4	GO:0070085	glycosylation	23	23/3573	AN4864/AN4727/AN4716/AN8848/AN8226/AN4071/AN6182/AN5888/AN6610/AN6857/AN0787/AN0667/AN0210/AN0086/AN8878/AN1683/AN9148/AN10367/AN2761/AN10709/AN5725/AN5682/AN5586
TRUE	TRUE	4	GO:0070988	demethylation	1	1/3573	AN1060
TRUE	TRUE	4	GO:0071704	organic substance metabolic process	1349	1349/3573	AN12280/AN12279/AN5076/AN5068/AN5057/AN5055/AN5028/AN5014/AN11778/AN5011/AN11776/AN10621/AN11773/AN4993/AN4992/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4965/AN4957/AN4956/AN4940/AN4936/AN4935/AN4925/AN4923/AN10614/AN4900/AN4896/AN4892/AN4891/AN4878/AN4874/AN4872/AN4871/AN4864/AN4859/AN4843/AN4830/AN4829/AN10599/AN4818/AN4794/AN4785/AN4783/AN4778/AN4769/AN4760/AN10586/AN4744/AN4743/AN4742/AN4741/AN4727/AN4716/AN4707/AN4702/AN4700/AN4697/AN4691/AN4690/AN4668/AN4667/AN4655/AN4652/AN4603/AN4581/AN4571/AN4570/AN4569/AN4566/AN4563/AN4558/AN4552/AN4546/AN4544/AN4532/AN4525/AN4523/AN4522/AN4521/AN4515/AN11910/AN4501/AN4500/AN4493/AN4492/AN4483/AN4479/AN4475/AN4471/AN4468/AN4467/AN10557/AN4464/AN4462/AN4460/AN4452/AN4447/AN4443/AN4439/AN4430/AN4422/AN4419/AN4415/AN4414/AN4401/AN4389/AN4388/AN4384/AN4376/AN4365/AN4361/AN4353/AN10548/AN4335/AN10550/AN4332/AN4329/AN10541/AN4324/AN4323/AN4322/AN4315/AN4310/AN12152/AN4303/AN4295/AN4293/AN8870/AN11131/AN8869/AN8867/AN8866/AN8861/AN8859/AN8858/AN8856/AN8848/AN8847/AN8844/AN8843/AN8842/AN11126/AN8837/AN11125/AN8834/AN8832/AN8830/AN8827/AN8825/AN8824/AN8815/AN8800/AN8799/AN8797/AN8794/AN8793/AN8790/AN8783/AN8782/AN8777/AN8770/AN11112/AN8755/AN11124/AN8753/AN8749/AN8741/AN9504/AN8712/AN8707/AN8705/AN8694/AN8689/AN8677/AN9500/AN8667/AN8666/AN8655/AN8643/AN8639/AN8636/AN8615/AN8605/AN11099/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN7896/AN7923/AN7950/AN7951/AN7971/AN7994/AN8009/AN8010/AN11045/AN11032/AN8035/AN8039/AN8040/AN8041/AN8060/AN8061/AN8066/AN8073/AN8074/AN8075/AN8078/AN8079/AN8099/AN8102/AN8117/AN8118/AN8121/AN8129/AN8168/AN8169/AN8170/AN11052/AN8186/AN8188/AN8190/AN8191/AN8192/AN9461/AN8203/AN8204/AN8211/AN8226/AN8231/AN8234/AN8236/AN11063/AN8251/AN8269/AN8275/AN8276/AN8277/AN8280/AN8282/AN8288/AN4289/AN4286/AN4283/AN4282/AN4269/AN10533/AN4258/AN4255/AN4247/AN4244/AN4243/AN10526/AN4234/AN4226/AN4222/AN10523/AN4219/AN4218/AN4210/AN4208/AN4202/AN4196/AN10515/AN4189/AN10513/AN4182/AN10512/AN4175/AN4163/AN4159/AN4102/AN4096/AN4093/AN4087/AN4086/AN4081/AN4080/AN4071/AN4057/AN4056/AN4054/AN4053/AN10497/AN4042/AN4034/AN4015/AN10495/AN3954/AN3947/AN3946/AN3943/AN3941/AN3933/AN3928/AN3925/AN3919/AN3918/AN3914/AN10491/AN3911/AN3909/AN10489/AN3901/AN3894/AN3881/AN3879/AN10472/AN3869/AN11419/AN3846/AN3841/AN3835/AN3830/AN3829/AN3824/AN3823/AN12478/AN3817/AN3814/AN3793/AN3787/AN3785/AN10467/AN10444/AN3761/AN3756/AN3755/AN3753/AN3748/AN3747/AN3745/AN3738/AN3730/AN3729/AN3725/AN3719/AN11411/AN3708/AN3702/AN3690/AN10459/AN3688/AN3684/AN3683/AN3675/AN3663/AN10434/AN3649/AN3644/AN3641/AN3639/AN3638/AN3637/AN3636/AN3634/AN11406/AN3626/AN3607/AN3593/AN3587/AN3586/AN3583/AN3581/AN3547/AN10420/AN3515/AN3506/AN7388/AN7387/AN7375/AN7342/AN7332/AN7331/AN7325/AN7303/AN7297/AN7296/AN7274/AN7269/AN9492/AN10910/AN10912/AN10911/AN7193/AN7190/AN7185/AN7169/AN7159/AN7158/AN7146/AN10901/AN7123/AN7118/AN7111/AN7103/AN7050/AN7032/AN7030/AN7029/AN7028/AN7014/AN7012/AN7008/AN7007/AN7003/AN10872/AN6985/AN6982/AN6973/AN7422/AN7423/AN7424/AN7434/AN7435/AN7436/AN7439/AN7451/AN7465/AN7468/AN7469/AN7475/AN7479/AN10943/AN10944/AN10956/AN10970/AN7505/AN7507/AN7511/AN7513/AN7526/AN7533/AN7537/AN11753/AN7542/AN7545/AN7563/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7608/AN7610/AN7621/AN7632/AN7657/AN7659/AN10981/AN7661/AN7681/AN11003/AN10991/AN7704/AN7709/AN7711/AN11004/AN7722/AN7723/AN7725/AN7729/AN7742/AN11008/AN7752/AN7753/AN7847/AN6430/AN6405/AN6396/AN6392/AN6374/AN6368/AN6367/AN6347/AN6346/AN6338/AN6330/AN6329/AN6318/AN6317/AN6300/AN6286/AN6283/AN6280/AN6279/AN6251/AN6250/AN6243/AN6236/AN6231/AN6223/AN10791/AN6221/AN6211/AN6209/AN6202/AN6195/AN6182/AN6171/AN6168/AN6160/AN6159/AN6149/AN6147/AN6146/AN6129/AN6128/AN6126/AN6119/AN6110/AN6091/AN6083/AN6082/AN6070/AN12017/AN6067/AN6064/AN6062/AN6060/AN6048/AN6044/AN6037/AN6035/AN6032/AN6014/AN6013/AN6010/AN5999/AN5992/AN5991/AN5990/AN5986/AN5985/AN5976/AN5975/AN10763/AN5973/AN9469/AN9468/AN5960/AN5959/AN5957/AN5956/AN5955/AN5953/AN5952/AN10761/AN5939/AN5934/AN10755/AN5924/AN5918/AN5916/AN5909/AN5907/AN5906/AN5898/AN5897/AN5893/AN5888/AN5886/AN5885/AN5871/AN5870/AN5868/AN5867/AN5865/AN5859/AN5849/AN5836/AN10747/AN10745/AN5824/AN5823/AN5822/AN5820/AN5815/AN5814/AN6487/AN6499/AN6500/AN6505/AN6506/AN6508/AN10824/AN6517/AN6518/AN6521/AN6525/AN6534/AN6536/AN6540/AN6541/AN6542/AN6543/AN6555/AN6556/AN6558/AN6561/AN6567/AN6568/AN6569/AN6570/AN6577/AN6585/AN6589/AN12011/AN10841/AN6604/AN6610/AN6629/AN6632/AN6639/AN6643/AN6650/AN6651/AN6653/AN6664/AN6675/AN6679/AN6684/AN6694/AN6696/AN6697/AN6712/AN6713/AN6715/AN10844/AN6731/AN6733/AN6741/AN6752/AN6768/AN6787/AN6790/AN6824/AN6828/AN6840/AN6849/AN10854/AN10855/AN6857/AN6858/AN6892/AN6893/AN12491/AN6920/AN6921/AN6933/AN6948/AN9249/AN9293/AN9339/AN9340/AN9380/AN9395/AN9397/AN9398/AN9399/AN9407/AN9408/AN1403/AN1402/AN1400/AN1396/AN1379/AN1376/AN9465/AN1369/AN1368/AN1367/AN1358/AN1357/AN1345/AN1342/AN1339/AN1334/AN1330/AN1319/AN1315/AN1277/AN1274/AN1272/AN1265/AN1263/AN1246/AN1245/AN1232/AN1228/AN1227/AN1226/AN1222/AN1217/AN1202/AN1198/AN1183/AN1175/AN1172/AN1171/AN1168/AN1166/AN1165/AN1162/AN1148/AN10156/AN1140/AN1132/AN1102/AN1097/AN1096/AN1095/AN10164/AN1080/AN1071/AN1069/AN1068/AN1060/AN1059/AN1052/AN1039/AN1037/AN1035/AN1028/AN1017/AN1015/AN1003/AN0999/AN0988/AN0978/AN0974/AN0963/AN10131/AN11891/AN0937/AN0936/AN0933/AN0931/AN0929/AN0928/AN0927/AN0919/AN0918/AN0914/AN0912/AN0902/AN0893/AN0891/AN0889/AN0885/AN0879/AN10128/AN0872/AN0863/AN0858/AN0843/AN0840/AN0839/AN0827/AN0818/AN0817/AN0814/AN10127/AN10124/AN0809/AN0808/AN0807/AN0802/AN0797/AN0787/AN0780/AN0779/AN10120/AN0767/AN0766/AN0764/AN0757/AN0745/AN0742/AN0734/AN0733/AN0716/AN0713/AN0689/AN0688/AN0687/AN0680/AN0667/AN0664/AN0660/AN0654/AN0651/AN0640/AN0636/AN0609/AN0608/AN0607/AN0593/AN0585/AN0582/AN0570/AN0565/AN0558/AN0554/AN0533/AN0495/AN0494/AN0490/AN10081/AN0486/AN0465/AN10080/AN0452/AN0451/AN0445/AN0440/AN0433/AN0423/AN0421/AN0410/AN0408/AN10059/AN0369/AN0367/AN0364/AN0363/AN0357/AN10060/AN0351/AN0349/AN10066/AN0333/AN0321/AN0314/AN0305/AN0304/AN0299/AN0298/AN0297/AN0295/AN10063/AN0285/AN0279/AN0278/AN10032/AN0271/AN0270/AN0263/AN0260/AN0259/AN0253/AN0252/AN0247/AN0241/AN0240/AN10030/AN0235/AN0232/AN0228/AN0226/AN0224/AN0210/AN0202/AN0182/AN0176/AN0174/AN0170/AN0162/AN0153/AN0148/AN0134/AN0133/AN0129/AN0128/AN0127/AN0122/AN0121/AN10019/AN0106/AN0105/AN0098/AN0096/AN0094/AN0092/AN0091/AN0086/AN0082/AN0081/AN0067/AN0065/AN0057/AN0056/AN10007/AN0034/AN9025/AN9008/AN8978/AN8953/AN11152/AN9426/AN11143/AN8899/AN8894/AN8886/AN8885/AN8883/AN11145/AN8881/AN8878/AN9420/AN9424/AN12473/AN1406/AN1414/AN1416/AN1418/AN1425/AN1426/AN1428/AN1429/AN1434/AN10191/AN1446/AN10197/AN1469/AN11252/AN10193/AN1491/AN1508/AN1511/AN10215/AN1518/AN1519/AN1521/AN1522/AN1523/AN1536/AN1538/AN1539/AN1546/AN1547/AN1551/AN1555/AN1560/AN1573/AN1624/AN1632/AN1638/AN1639/AN1675/AN1678/AN1683/AN1713/AN1720/AN1722/AN1731/AN1745/AN1761/AN1769/AN1778/AN1780/AN1794/AN1799/AN1800/AN1802/AN1812/AN11793/AN1844/AN1848/AN1855/AN1867/AN1868/AN1874/AN1879/AN1893/AN1895/AN1896/AN1897/AN1898/AN1899/AN1918/AN1921/AN1923/AN1924/AN1948/AN1949/AN1950/AN1963/AN1964/AN10237/AN1984/AN1989/AN1990/AN1993/AN1999/AN2001/AN2002/AN2009/AN2016/AN2017/AN10256/AN2036/AN2046/AN2062/AN2067/AN2069/AN2071/AN2072/AN2119/AN2129/AN2135/AN2141/AN2144/AN2147/AN2148/AN2157/AN2163/AN2172/AN10274/AN2235/AN2237/AN2240/AN2243/AN2246/AN10281/AN10280/AN2248/AN12476/AN2256/AN2265/AN2268/AN2269/AN2270/AN2276/AN2278/AN2281/AN2284/AN2285/AN2290/AN2296/AN2298/AN2302/AN2303/AN2304/AN2311/AN2314/AN2331/AN2332/AN2335/AN10299/AN2366/AN2375/AN2385/AN2395/AN12120/AN2415/AN2421/AN2435/AN2436/AN2437/AN2440/AN2446/AN2451/AN2463/AN2464/AN2489/AN2491/AN2493/AN2500/AN2503/AN2506/AN2508/AN2509/AN2523/AN2526/AN11961/AN2532/AN2572/AN2581/AN2582/AN2597/AN9157/AN11169/AN9148/AN11932/AN9141/AN9125/AN9116/AN9113/AN11165/AN9102/AN9095/AN9094/AN9090/AN9083/AN9064/AN11183/AN3470/AN3468/AN3466/AN3464/AN3462/AN3456/AN3455/AN3450/AN10414/AN10416/AN3441/AN3433/AN3432/AN3431/AN3423/AN3422/AN3413/AN3412/AN3396/AN10396/AN3369/AN3368/AN3356/AN3318/AN3313/AN3308/AN3294/AN3280/AN3255/AN3250/AN3224/AN3223/AN3222/AN3216/AN3214/AN10378/AN3188/AN3184/AN3181/AN3177/AN3176/AN3173/AN3172/AN3153/AN3152/AN3150/AN3149/AN10367/AN3132/AN3120/AN3116/AN3113/AN3108/AN3102/AN3101/AN3096/AN3095/AN3090/AN3075/AN3071/AN3067/AN3058/AN3053/AN3050/AN3048/AN3044/AN3033/AN3031/AN3001/AN2999/AN2998/AN2997/AN2996/AN2992/AN2984/AN2981/AN2980/AN2967/AN10351/AN2965/AN2946/AN2944/AN2943/AN2936/AN2932/AN2927/AN2925/AN2919/AN2916/AN2914/AN2911/AN2905/AN2903/AN2902/AN2900/AN2885/AN2875/AN2873/AN2867/AN2855/AN2852/AN2850/AN2848/AN2846/AN2829/AN2815/AN2810/AN2793/AN2766/AN2764/AN2763/AN2761/AN2759/AN2742/AN2740/AN2737/AN2731/AN2723/AN2670/AN2666/AN2661/AN10329/AN2623/AN8323/AN8347/AN8388/AN8414/AN8431/AN8457/AN11080/AN8491/AN8506/AN8524/AN8545/AN8553/AN8565/AN8566/AN8576/AN5114/AN5119/AN5129/AN5130/AN5133/AN5134/AN10635/AN10637/AN5144/AN10642/AN5156/AN5159/AN5162/AN5170/AN5199/AN5200/AN5203/AN5206/AN5210/AN5218/AN5226/AN5237/AN10719/AN10709/AN5777/AN5775/AN5759/AN5757/AN5752/AN5747/AN5746/AN5740/AN5732/AN5731/AN5728/AN5726/AN5725/AN5722/AN5721/AN5719/AN5716/AN5715/AN5712/AN5701/AN5698/AN5694/AN5682/AN5681/AN5676/AN5675/AN5674/AN5672/AN5669/AN5668/AN10731/AN5662/AN10712/AN5660/AN5658/AN5655/AN5651/AN5646/AN5644/AN5643/AN5635/AN5634/AN5631/AN5626/AN5619/AN5613/AN5607/AN5604/AN5599/AN5589/AN5588/AN5586/AN5585/AN5574/AN5566/AN5563/AN5558/AN5525/AN5523/AN5517/AN5494/AN5492/AN5452/AN5451/AN5447/AN5442/AN5441/AN5415/AN5414/AN5408/AN5406/AN5356/AN5351/AN5349/AN10663/AN5296/AN11950/AN11228/AN5279/AN5278
TRUE	TRUE	4	GO:0031640	killing of cells of other organism	1	1/3573	AN3583
TRUE	TRUE	4	GO:0002252	immune effector process	1	1/3573	AN5558
TRUE	TRUE	4	GO:0002253	activation of immune response	1	1/3573	AN5558
TRUE	TRUE	4	GO:0002682	regulation of immune system process	2	2/3573	AN3583/AN5558
TRUE	TRUE	4	GO:0002684	positive regulation of immune system process	2	2/3573	AN3583/AN5558
TRUE	TRUE	4	GO:0006955	immune response	2	2/3573	AN3583/AN5558
TRUE	TRUE	4	GO:0006792	regulation of sulfur utilization	2	2/3573	AN4361/AN5218
TRUE	TRUE	4	GO:0045883	positive regulation of sulfur utilization	2	2/3573	AN4361/AN5218
TRUE	TRUE	4	GO:0016049	cell growth	34	34/3573	AN5020/AN4896/AN4743/AN4501/AN4439/AN4332/AN8862/AN8842/AN10516/AN4171/AN4071/AN6318/AN6317/AN6037/AN5803/AN5802/AN6570/AN1324/AN10171/AN1171/AN1168/AN1025/AN0410/AN0182/AN0106/AN1558/AN2067/AN2269/AN2464/AN3422/AN2871/AN5162/AN5726/AN5686
TRUE	TRUE	4	GO:0007117	budding cell bud growth	8	8/3573	AN4496/AN8862/AN4182/AN5934/AN1324/AN1025/AN1875/AN5740
TRUE	TRUE	4	GO:0030447	filamentous growth	204	204/3573	AN5057/AN5020/AN5010/AN4990/AN4987/AN4935/AN4923/AN4915/AN4896/AN4745/AN4743/AN4716/AN4702/AN4685/AN4667/AN12465/AN4570/AN4566/AN4515/AN4501/AN4479/AN4439/AN4419/AN4416/AN4390/AN4376/AN4332/AN4310/AN8863/AN8862/AN8848/AN8842/AN8831/AN11098/AN8009/AN11032/AN8226/AN11063/AN8269/AN4202/AN10516/AN10515/AN4189/AN4182/AN4167/AN4096/AN4080/AN4071/AN4042/AN4014/AN3841/AN12478/AN3795/AN3787/AN3735/AN3730/AN3719/AN3688/AN3683/AN10434/AN3642/AN3636/AN3583/AN10420/AN9492/AN7185/AN7041/AN7032/AN7030/AN7464/AN7468/AN10956/AN7572/AN7576/AN7687/AN7698/AN11008/AN6341/AN6330/AN6318/AN6317/AN6243/AN6225/AN10791/AN6195/AN6129/AN6064/AN6058/AN6037/AN10763/AN5918/AN5857/AN5836/AN5832/AN5814/AN5803/AN5802/AN6487/AN6505/AN6506/AN6510/AN6541/AN6542/AN6566/AN6570/AN10841/AN6685/AN6688/AN6697/AN6731/AN10854/AN6892/AN6893/AN6920/AN9398/AN1370/AN1324/AN10171/AN1226/AN1171/AN1168/AN1166/AN1126/AN1069/AN1025/AN1017/AN0931/AN0891/AN0863/AN0689/AN0667/AN0664/AN0651/AN0640/AN0410/AN0305/AN9450/AN0268/AN0253/AN0241/AN0182/AN0170/AN0163/AN0118/AN0098/AN0081/AN12473/AN1416/AN1418/AN1428/AN10191/AN1536/AN1539/AN1546/AN1555/AN1560/AN1573/AN1628/AN1661/AN10227/AN1797/AN1800/AN11793/AN1844/AN1848/AN2009/AN2067/AN2129/AN2130/AN2246/AN2269/AN2278/AN2281/AN2464/AN2489/AN2509/AN2516/AN2523/AN3441/AN3422/AN3416/AN3188/AN3113/AN3095/AN3085/AN3026/AN2852/AN2763/AN2701/AN8414/AN5134/AN5162/AN5200/AN5210/AN10709/AN5746/AN5740/AN5686/AN5660/AN5651/AN5632/AN5517/AN5457/AN5296
TRUE	TRUE	4	GO:0040008	regulation of growth	64	64/3573	AN5021/AN5020/AN4987/AN4783/AN4745/AN4501/AN4479/AN4419/AN4310/AN8862/AN8842/AN8825/AN8269/AN4182/AN4171/AN4167/AN4163/AN10489/AN3719/AN3688/AN7464/AN7649/AN7698/AN11008/AN10791/AN6195/AN5814/AN6505/AN6570/AN6589/AN1226/AN1171/AN1069/AN1017/AN0891/AN0689/AN0651/AN0636/AN0182/AN0170/AN0163/AN0118/AN0098/AN1416/AN10191/AN1491/AN1539/AN10227/AN1800/AN11793/AN1844/AN2067/AN2129/AN2278/AN2290/AN2489/AN3422/AN2855/AN2852/AN2763/AN8414/AN5757/AN5588/AN5341
TRUE	TRUE	4	GO:0044110	growth involved in symbiotic interaction	2	2/3573	AN5885/AN8414
TRUE	TRUE	4	GO:0045926	negative regulation of growth	11	11/3573	AN4987/AN4745/AN4310/AN8269/AN6505/AN1226/AN1069/AN1017/AN0689/AN0170/AN2489
TRUE	TRUE	4	GO:0045927	positive regulation of growth	21	21/3573	AN5020/AN4501/AN4479/AN4419/AN3719/AN3688/AN7698/AN10791/AN6570/AN0182/AN0098/AN1416/AN10191/AN1800/AN11793/AN1844/AN2067/AN2278/AN3422/AN2763/AN8414
TRUE	TRUE	4	GO:0048589	developmental growth	14	14/3573	AN5020/AN4783/AN4743/AN4332/AN8862/AN8842/AN6318/AN6317/AN1168/AN0106/AN1558/AN2129/AN2464/AN5726
TRUE	TRUE	4	GO:0043610	regulation of carbohydrate utilization	1	1/3573	AN1416
TRUE	TRUE	4	GO:0007059	chromosome segregation	51	51/3573	AN5057/AN4996/AN4969/AN4597/AN4563/AN4360/AN9504/AN8187/AN8282/AN4265/AN4182/AN3946/AN3735/AN3710/AN7296/AN7465/AN7499/AN6364/AN6340/AN5899/AN5815/AN6508/AN1399/AN1333/AN1223/AN1182/AN0814/AN0410/AN0253/AN0118/AN0065/AN1560/AN1922/AN2128/AN2141/AN2143/AN10280/AN2285/AN11344/AN3468/AN3451/AN3363/AN3124/AN3067/AN2886/AN2862/AN2761/AN5133/AN10635/AN5631/AN5406
TRUE	TRUE	4	GO:0007017	microtubule-based process	37	37/3573	AN5057/AN4969/AN4706/AN4417/AN8862/AN8783/AN9504/AN4182/AN3710/AN3589/AN7570/AN7757/AN6340/AN6197/AN5934/AN6838/AN6863/AN6875/AN1333/AN1324/AN1182/AN0651/AN0420/AN0410/AN0316/AN0295/AN0118/AN1475/AN1560/AN2067/AN2128/AN11344/AN3363/AN3124/AN3062/AN2862/AN2686
TRUE	TRUE	4	GO:0000075	cell cycle checkpoint	24	24/3573	AN5057/AN4969/AN4571/AN4501/AN4360/AN3946/AN3941/AN3735/AN7007/AN7563/AN6147/AN6044/AN5822/AN5815/AN0872/AN0410/AN0091/AN2128/AN2246/AN3450/AN3067/AN2862/AN5676/AN5494
TRUE	TRUE	4	GO:0000920	septum digestion after cytokinesis	8	8/3573	AN5057/AN4496/AN0988/AN10061/AN0118/AN8879/AN1521/AN3095
TRUE	TRUE	4	GO:0006457	protein folding	26	26/3573	AN4467/AN8847/AN8605/AN8061/AN8269/AN10489/AN3814/AN3592/AN7436/AN6010/AN6921/AN1069/AN0858/AN0349/AN9420/AN12473/AN1469/AN1950/AN2051/AN2238/AN9124/AN9095/AN10351/AN2731/AN5129/AN5588
TRUE	TRUE	4	GO:0007165	signal transduction	137	137/3573	AN5057/AN5020/AN4987/AN4935/AN4915/AN10614/AN4818/AN4782/AN4745/AN4743/AN4733/AN4702/AN4685/AN4668/AN4571/AN4546/AN4501/AN4479/AN4447/AN4419/AN4369/AN4322/AN8842/AN8831/AN9504/AN11032/AN8234/AN8269/AN4189/AN4182/AN4171/AN4167/AN4085/AN3946/AN3941/AN3934/AN3842/AN10442/AN3735/AN3719/AN3688/AN3622/AN3607/AN7252/AN7030/AN7028/AN6982/AN7506/AN7513/AN7572/AN7576/AN11994/AN7661/AN7698/AN7743/AN6249/AN6210/AN6120/AN12017/AN5973/AN5893/AN5832/AN5824/AN5822/AN5814/AN6487/AN6566/AN6570/AN6590/AN6892/AN9397/AN1377/AN1358/AN1345/AN1334/AN10171/AN1283/AN1168/AN1126/AN1025/AN1017/AN0999/AN0931/AN0872/AN0664/AN0655/AN0651/AN0634/AN0449/AN0411/AN0235/AN0182/AN0163/AN0113/AN0112/AN0106/AN0081/AN9008/AN1560/AN1573/AN1661/AN10227/AN1797/AN1800/AN1989/AN2005/AN2062/AN2067/AN2130/AN2246/AN2269/AN2430/AN2474/AN2581/AN3450/AN3438/AN3422/AN3214/AN3102/AN3101/AN3095/AN3092/AN3090/AN2911/AN2761/AN2742/AN2740/AN5787/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5494/AN5341/AN5296
TRUE	TRUE	4	GO:0006903	vesicle targeting	2	2/3573	AN6033/AN0411
TRUE	TRUE	4	GO:0006276	plasmid maintenance	3	3/3573	AN0802/AN2303/AN2862
TRUE	TRUE	4	GO:0006928	movement of cell or subcellular component	18	18/3573	AN4706/AN8862/AN3710/AN6340/AN6197/AN6863/AN6875/AN1333/AN1182/AN0651/AN0420/AN0316/AN0118/AN1475/AN2128/AN3363/AN3124/AN2862
TRUE	TRUE	4	GO:0006949	syncytium formation	19	19/3573	AN4743/AN4702/AN8831/AN4264/AN4189/AN3719/AN7297/AN6190/AN6125/AN1848/AN10261/AN2269/AN3422/AN2701/AN5131/AN5169/AN5776/AN5458/AN5457
