hasPeak.An_ecoA_20h_HA_1	hasPeak.An_ecoA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
FALSE	TRUE	2	GO:0051234	establishment of localization	165	165/1280	AN11774/AN10622/AN4963/AN11770/AN4904/AN4743/AN4664/AN4590/AN4517/AN4481/AN4478/AN4477/AN4417/AN4416/AN8864/AN11138/AN8814/AN8813/AN8791/AN8768/AN8762/AN8751/AN8737/AN7898/AN7972/AN9460/AN4277/AN4218/AN4207/AN4180/AN4101/AN4068/AN4019/AN3915/AN10468/AN3696/AN7351/AN7344/AN7297/AN7295/AN7272/AN7173/AN7149/AN7027/AN12060/AN7487/AN7510/AN7547/AN10949/AN7648/AN10999/AN10982/AN7757/AN6443/AN6429/AN6344/AN6254/AN6238/AN6237/AN6127/AN6107/AN5803/AN6581/AN6642/AN10845/AN6757/AN6769/AN6778/AN6782/AN6783/AN6848/AN11250/AN6940/AN6960/AN11209/AN11821/AN9392/AN1401/AN10186/AN1339/AN10178/AN1290/AN1170/AN1168/AN1110/AN1109/AN1089/AN1085/AN1017/AN0777/AN0739/AN0651/AN0568/AN0559/AN0429/AN0404/AN10075/AN0253/AN0252/AN0225/AN0218/AN0112/AN9010/AN8962/AN8955/AN8912/AN8877/AN12473/AN1475/AN1481/AN1788/AN2011/AN2043/AN2048/AN2062/AN2071/AN2072/AN2076/AN2164/AN10267/AN2344/AN2349/AN10305/AN2465/AN2474/AN2475/AN2477/AN2516/AN9107/AN3470/AN3413/AN3204/AN3195/AN3026/AN2958/AN2875/AN9456/AN2746/AN2737/AN8344/AN8365/AN8366/AN8467/AN8507/AN8534/AN8540/AN5100/AN5224/AN5236/AN5776/AN5763/AN5743/AN5742/AN5734/AN5724/AN5717/AN5636/AN5551/AN5404/AN5378/AN5356/AN10662/AN5347/AN5341/AN5302
FALSE	TRUE	2	GO:0051235	maintenance of location	6	6/1280	AN4963/AN4685/AN4528/AN8751/AN7698/AN7757
FALSE	TRUE	2	GO:0051641	cellular localization	56	56/1280	AN11773/AN4963/AN4743/AN4685/AN4664/AN4528/AN4417/AN4416/AN8751/AN9460/AN4218/AN4207/AN9463/AN7487/AN7547/AN7698/AN7757/AN5803/AN6892/AN11250/AN1401/AN10186/AN1339/AN1170/AN1168/AN1089/AN1017/AN0777/AN0651/AN0559/AN0429/AN0253/AN0112/AN12473/AN1475/AN2011/AN2048/AN2062/AN2071/AN2143/AN2164/AN10280/AN2474/AN2516/AN3470/AN3413/AN3026/AN2903/AN2737/AN5100/AN5776/AN5724/AN5717/AN5631/AN5404/AN5341
FALSE	TRUE	2	GO:0061842	microtubule organizing center localization	2	2/1280	AN4417/AN5404
FALSE	TRUE	2	GO:0051707	response to other organism	5	5/1280	AN3583/AN1131/AN12473/AN11793/AN2875
FALSE	TRUE	2	GO:0044419	interspecies interaction between organisms	27	27/1280	AN4685/AN4218/AN3583/AN7050/AN7032/AN7487/AN6293/AN10763/AN5885/AN5803/AN6892/AN1242/AN1131/AN1085/AN1017/AN0797/AN0253/AN12473/AN1418/AN1502/AN11793/AN1844/AN2067/AN2516/AN3387/AN2875/AN8414
FALSE	TRUE	2	GO:0051703	intraspecies interaction between organisms	2	2/1280	AN7346/AN0806
FALSE	TRUE	2	GO:0050789	regulation of biological process	178	178/1280	AN5052/AN11773/AN4965/AN4963/AN4953/AN4933/AN10606/AN4795/AN4743/AN4685/AN12465/AN4570/AN4558/AN4521/AN11910/AN4447/AN10548/AN8825/AN11112/AN8751/AN8671/AN8655/AN8645/AN11099/AN7951/AN8071/AN8111/AN8164/AN8170/AN8234/AN8262/AN4263/AN4189/AN4034/AN3973/AN3941/AN3933/AN3868/AN9463/AN3769/AN10444/AN10442/AN3739/AN3725/AN3684/AN3683/AN3675/AN3637/AN3583/AN7346/AN7332/AN7297/AN10911/AN7190/AN7149/AN7103/AN7072/AN7050/AN7028/AN7475/AN7487/AN10999/AN7698/AN7819/AN6430/AN6392/AN6293/AN6091/AN6070/AN10763/AN5973/AN5898/AN5803/AN6685/AN6747/AN6749/AN6832/AN10854/AN6889/AN6892/AN6893/AN11250/AN9293/AN9395/AN1404/AN1339/AN1324/AN10171/AN1171/AN1170/AN1168/AN10164/AN1089/AN1025/AN1017/AN0978/AN0974/AN0835/AN0817/AN0748/AN0738/AN0651/AN0636/AN0568/AN0559/AN0449/AN0440/AN10059/AN0253/AN0239/AN0162/AN0129/AN10019/AN0113/AN0112/AN0082/AN8894/AN9424/AN12473/AN1406/AN1408/AN10192/AN1475/AN10193/AN1485/AN1539/AN1573/AN1678/AN11793/AN1844/AN1867/AN1922/AN2001/AN2011/AN2020/AN2025/AN2062/AN2067/AN2072/AN2143/AN2180/AN10280/AN2306/AN12120/AN2426/AN2430/AN2474/AN11344/AN2489/AN2516/AN9120/AN9116/AN11165/AN11175/AN9095/AN3413/AN3387/AN3385/AN3369/AN3129/AN3095/AN3090/AN3048/AN2947/AN2905/AN2901/AN2875/AN2761/AN10336/AN8345/AN8414/AN8473/AN8506/AN5787/AN5717/AN5691/AN5631/AN5341
FALSE	TRUE	2	GO:0065008	regulation of biological quality	51	51/1280	AN10622/AN4963/AN4953/AN4743/AN4685/AN12465/AN4528/AN11910/AN4478/AN8791/AN8751/AN8671/AN8078/AN3973/AN9463/AN10444/AN3753/AN7149/AN7487/AN10949/AN7698/AN7757/AN6293/AN6107/AN5803/AN6685/AN1342/AN1339/AN1324/AN1171/AN1168/AN10164/AN1017/AN0817/AN10019/AN12473/AN1475/AN1485/AN2011/AN2067/AN2072/AN2180/AN2477/AN2489/AN2516/AN3413/AN3084/AN5100/AN5583/AN5378/AN5341
FALSE	TRUE	2	GO:0065009	regulation of molecular function	16	16/1280	AN4953/AN8234/AN4189/AN3941/AN9463/AN3725/AN6070/AN5803/AN6892/AN1168/AN1017/AN0651/AN9424/AN1485/AN2143/AN3090
FALSE	TRUE	2	GO:0044085	cellular component biogenesis	76	76/1280	AN11773/AN10622/AN4963/AN4743/AN4716/AN4707/AN4601/AN4570/AN4460/AN4417/AN8863/AN8751/AN8671/AN8170/AN8293/AN4218/AN4034/AN9463/AN3696/AN3675/AN7032/AN7487/AN7526/AN7698/AN6297/AN6070/AN10763/AN5885/AN5803/AN6585/AN6893/AN11250/AN1339/AN1324/AN10178/AN10171/AN1175/AN10164/AN10139/AN0667/AN0636/AN0559/AN0247/AN0113/AN12473/AN1407/AN1408/AN1486/AN1554/AN1798/AN2062/AN2071/AN10261/AN10280/AN2303/AN2426/AN11344/AN2516/AN11175/AN9062/AN3470/AN3413/AN3176/AN3131/AN3096/AN2886/AN2759/AN2737/AN8491/AN5224/AN10719/AN5774/AN5724/AN5702/AN5619/AN5404
FALSE	TRUE	2	GO:0009407	toxin catabolic process	1	1/1280	AN8078
FALSE	TRUE	2	GO:0051410	detoxification of nitrogen compound	1	1/1280	AN5696
FALSE	TRUE	2	GO:0061687	detoxification of inorganic compound	1	1/1280	AN4517
TRUE	FALSE	3	GO:0019953	sexual reproduction	27	27/641	AN8672/AN7993/AN11055/AN10515/AN4182/AN4052/AN3813/AN7169/AN10902/AN6505/AN6542/AN1222/AN0098/AN0055/AN10223/AN2129/AN2130/AN2269/AN2412/AN2419/AN2555/AN3148/AN3036/AN2862/AN5195/AN5211/AN5579
TRUE	FALSE	3	GO:0019954	asexual reproduction	18	18/641	AN5021/AN10515/AN4182/AN7542/AN7687/AN7707/AN6589/AN6920/AN1370/AN0055/AN2129/AN2269/AN2412/AN3036/AN2687/AN5131/AN5195/AN5726
TRUE	FALSE	3	GO:0022414	reproductive process	39	39/641	AN4360/AN8672/AN7993/AN11055/AN10515/AN4182/AN4096/AN4052/AN3946/AN3813/AN7169/AN10902/AN7661/AN6150/AN6505/AN6542/AN1370/AN1222/AN0582/AN10063/AN0126/AN0098/AN0055/AN10223/AN2128/AN2129/AN2130/AN2269/AN2412/AN2419/AN2555/AN3148/AN3036/AN2862/AN2667/AN5195/AN5211/AN5579/AN5406
TRUE	FALSE	3	GO:0032505	reproduction of a single-celled organism	11	11/641	AN7993/AN11055/AN4182/AN10902/AN6542/AN2269/AN2412/AN2419/AN3148/AN5195/AN5579
TRUE	FALSE	3	GO:0055114	oxidation-reduction process	65	65/641	AN4888/AN4863/AN4792/AN4770/AN10586/AN4755/AN4592/AN8815/AN8689/AN8010/AN8041/AN11055/AN8283/AN10527/AN4182/AN4135/AN3958/AN3954/AN3829/AN12478/AN3813/AN3638/AN3591/AN3581/AN7169/AN6973/AN7661/AN11008/AN7832/AN6407/AN6390/AN6386/AN6246/AN10793/AN6168/AN6031/AN5846/AN6499/AN6506/AN10834/AN11981/AN1007/AN1006/AN0912/AN0357/AN0241/AN8907/AN1469/AN11252/AN1510/AN1541/AN10220/AN10223/AN2286/AN10290/AN2332/AN10296/AN2436/AN11347/AN2727/AN2648/AN5130/AN10642/AN5563/AN5300
TRUE	FALSE	3	GO:0006807	nitrogen compound metabolic process	198	198/641	AN10614/AN4889/AN4888/AN4864/AN4785/AN10593/AN4770/AN10586/AN4731/AN4730/AN4727/AN4668/AN4611/AN4592/AN4591/AN4546/AN4475/AN4464/AN4443/AN4332/AN10541/AN8870/AN11131/AN8861/AN8858/AN8815/AN8691/AN8689/AN8681/AN8680/AN8666/AN7896/AN7994/AN8009/AN8019/AN8041/AN11055/AN8231/AN8236/AN8241/AN10527/AN4222/AN10515/AN4182/AN4160/AN4096/AN3957/AN3954/AN3947/AN3946/AN3943/AN3919/AN3918/AN10475/AN3865/AN11419/AN3832/AN3829/AN3823/AN12478/AN10467/AN3755/AN3748/AN3708/AN3663/AN3644/AN3581/AN3499/AN7342/AN9492/AN7189/AN7159/AN6988/AN10877/AN7434/AN7435/AN7436/AN7508/AN7542/AN7661/AN10991/AN7704/AN7725/AN6390/AN6359/AN6338/AN6149/AN6089/AN6032/AN6010/AN9470/AN5953/AN5952/AN5867/AN5859/AN5820/AN6505/AN6521/AN6542/AN6589/AN6644/AN6645/AN6653/AN6684/AN6694/AN6790/AN6820/AN6828/AN6920/AN6921/AN1369/AN1303/AN1272/AN1265/AN1255/AN1227/AN1226/AN1222/AN1198/AN1166/AN1122/AN1095/AN1069/AN1007/AN1006/AN0929/AN0912/AN10127/AN10120/AN0745/AN0707/AN0582/AN0445/AN0357/AN0333/AN10063/AN0271/AN0241/AN0240/AN0235/AN0133/AN0128/AN0126/AN0122/AN0121/AN0098/AN0096/AN0094/AN0086/AN9024/AN9426/AN8899/AN1469/AN11252/AN1635/AN1720/AN1761/AN1879/AN1949/AN10237/AN1990/AN2046/AN2129/AN2269/AN2284/AN2286/AN10290/AN2412/AN2437/AN11347/AN2555/AN3464/AN10393/AN3321/AN3224/AN3223/AN3031/AN2996/AN2848/AN2725/AN2688/AN2667/AN5114/AN5130/AN5211/AN5220/AN5758/AN5747/AN5746/AN5732/AN5731/AN5726/AN5643/AN5588/AN5586/AN5574/AN5406/AN5299
TRUE	FALSE	3	GO:0009056	catabolic process	56	56/641	AN4785/AN4731/AN4591/AN4546/AN8861/AN8691/AN8689/AN8681/AN7950/AN8041/AN11055/AN8241/AN4182/AN3957/AN3954/AN3919/AN3918/AN3829/AN6988/AN10877/AN7436/AN7704/AN6390/AN6359/AN6338/AN6211/AN12017/AN9470/AN5952/AN6653/AN6920/AN1303/AN1226/AN1198/AN1126/AN0707/AN0445/AN0271/AN0235/AN8899/AN8874/AN10213/AN1760/AN1761/AN1879/AN2331/AN2437/AN2555/AN3388/AN3223/AN2688/AN5131/AN10637/AN5747/AN5746/AN5588
TRUE	FALSE	3	GO:0009058	biosynthetic process	156	156/641	AN5021/AN10614/AN4888/AN4864/AN4785/AN10593/AN4770/AN10586/AN4730/AN4727/AN4611/AN4592/AN4591/AN4475/AN4464/AN4443/AN4332/AN4329/AN10541/AN8870/AN11131/AN8861/AN8858/AN8689/AN8666/AN8639/AN7896/AN7994/AN8009/AN8010/AN8041/AN8231/AN8236/AN8283/AN10527/AN4222/AN4182/AN4160/AN4135/AN4096/AN3957/AN3954/AN3919/AN10475/AN3865/AN11419/AN3832/AN3823/AN12478/AN10467/AN3748/AN3663/AN3639/AN3638/AN7342/AN9492/AN7189/AN7169/AN6988/AN6973/AN7434/AN7508/AN7542/AN7661/AN10991/AN7725/AN11008/AN6359/AN6338/AN12017/AN6032/AN5953/AN5952/AN5867/AN5859/AN5820/AN5818/AN6505/AN6506/AN6521/AN6542/AN6589/AN6644/AN6645/AN6684/AN6694/AN6790/AN6820/AN6828/AN6921/AN1369/AN1357/AN1303/AN1272/AN1265/AN1255/AN1227/AN1226/AN1222/AN1166/AN1122/AN1095/AN1069/AN0929/AN0912/AN10120/AN0707/AN0582/AN0445/AN0333/AN10063/AN0271/AN0241/AN0128/AN0121/AN0098/AN0096/AN0094/AN0086/AN8907/AN11252/AN10213/AN1720/AN1761/AN1990/AN2046/AN2269/AN2284/AN2286/AN10290/AN2311/AN10393/AN3307/AN3224/AN3223/AN3031/AN2996/AN10340/AN2725/AN2688/AN2667/AN8369/AN5114/AN5130/AN10642/AN5220/AN5758/AN5747/AN5746/AN5731/AN5726/AN5643/AN5586/AN5574/AN10682/AN5299
TRUE	FALSE	3	GO:0009892	negative regulation of metabolic process	20	20/641	AN4546/AN8858/AN8691/AN7994/AN4182/AN3919/AN6505/AN1272/AN1255/AN1227/AN1226/AN0707/AN10063/AN0241/AN0235/AN1761/AN2437/AN5758/AN5747/AN5643
TRUE	FALSE	3	GO:0009893	positive regulation of metabolic process	23	23/641	AN4785/AN4546/AN11131/AN8858/AN7896/AN7994/AN4182/AN3919/AN6988/AN7661/AN6010/AN6505/AN6921/AN1303/AN1265/AN1227/AN0241/AN2269/AN3224/AN2996/AN5747/AN5726/AN10682
TRUE	FALSE	3	GO:0019222	regulation of metabolic process	68	68/641	AN10614/AN4785/AN4546/AN4443/AN4329/AN10541/AN11131/AN8858/AN8691/AN8666/AN7896/AN7994/AN4182/AN4160/AN4096/AN3919/AN10467/AN3755/AN9492/AN7189/AN6988/AN7508/AN7542/AN7661/AN6359/AN6010/AN5859/AN6505/AN6542/AN6684/AN6696/AN6790/AN6820/AN6828/AN6921/AN1370/AN1303/AN1272/AN1265/AN1255/AN1227/AN1226/AN10120/AN0707/AN10063/AN0241/AN0235/AN0098/AN0096/AN1720/AN1761/AN2046/AN2129/AN2269/AN2437/AN3224/AN2996/AN2848/AN2725/AN2667/AN5131/AN5220/AN5758/AN5747/AN5726/AN5643/AN10682/AN5299
TRUE	FALSE	3	GO:0019748	secondary metabolic process	9	9/641	AN4888/AN7896/AN7169/AN5820/AN6505/AN1226/AN2269/AN2565/AN3307
TRUE	FALSE	3	GO:0032259	methylation	5	5/641	AN4443/AN1255/AN0745/AN0128/AN2848
TRUE	FALSE	3	GO:0042440	pigment metabolic process	7	7/641	AN4443/AN3663/AN0241/AN0121/AN2284/AN3307/AN5130
TRUE	FALSE	3	GO:0044237	cellular metabolic process	241	241/641	AN10614/AN4889/AN4888/AN4864/AN4863/AN4785/AN10593/AN4770/AN10586/AN4755/AN4731/AN4730/AN4727/AN4668/AN4611/AN4592/AN4591/AN4546/AN4475/AN4464/AN4443/AN4332/AN4329/AN10541/AN8870/AN11131/AN8861/AN8858/AN8815/AN8691/AN8689/AN8681/AN8680/AN8666/AN8639/AN7896/AN7994/AN8009/AN8010/AN8019/AN8041/AN11055/AN8231/AN8236/AN8241/AN8283/AN10527/AN4222/AN10515/AN4182/AN4160/AN4135/AN4096/AN4052/AN3957/AN3954/AN3947/AN3946/AN3919/AN3918/AN10475/AN3865/AN11419/AN3832/AN3829/AN3823/AN12478/AN3813/AN10467/AN3755/AN3748/AN3708/AN3663/AN3644/AN3639/AN3638/AN3632/AN3581/AN7342/AN9492/AN7189/AN7169/AN6988/AN10877/AN6973/AN7434/AN7435/AN7436/AN7508/AN7542/AN7661/AN10991/AN7704/AN7725/AN11008/AN6390/AN6359/AN6338/AN6255/AN6246/AN6211/AN6168/AN6149/AN6089/AN12017/AN6032/AN6010/AN9470/AN5953/AN5952/AN5867/AN5859/AN5820/AN5818/AN6499/AN6505/AN6506/AN6521/AN6542/AN6589/AN6644/AN6645/AN6653/AN6684/AN6694/AN6790/AN6820/AN6828/AN6920/AN6921/AN9297/AN1370/AN1369/AN1357/AN1303/AN1272/AN1265/AN1255/AN1227/AN1226/AN1222/AN1198/AN1166/AN1126/AN1122/AN1095/AN1069/AN1007/AN1006/AN0929/AN0912/AN10127/AN10120/AN0745/AN0707/AN0582/AN0445/AN0357/AN0333/AN10063/AN0271/AN0241/AN0240/AN0235/AN0133/AN0128/AN0126/AN0121/AN0098/AN0096/AN0094/AN0086/AN9024/AN9426/AN9425/AN8907/AN8874/AN1469/AN11252/AN1511/AN10213/AN1547/AN1612/AN1635/AN1720/AN1760/AN1761/AN1879/AN1949/AN10237/AN1990/AN2046/AN2129/AN2269/AN2284/AN2286/AN10290/AN2311/AN2331/AN2332/AN2412/AN2436/AN2437/AN11347/AN2555/AN3464/AN3388/AN10393/AN3307/AN3224/AN3223/AN3031/AN2996/AN2951/AN2848/AN10340/AN2725/AN2688/AN2667/AN5114/AN5130/AN5131/AN10637/AN10642/AN5211/AN5220/AN5758/AN5747/AN5746/AN5732/AN5731/AN5726/AN5643/AN5588/AN5586/AN5574/AN5563/AN10682/AN5406/AN5300/AN5299
TRUE	FALSE	3	GO:0044238	primary metabolic process	220	220/641	AN10614/AN4889/AN4888/AN4864/AN4785/AN10593/AN4770/AN4731/AN4730/AN4727/AN4668/AN4611/AN4592/AN4591/AN4546/AN4475/AN4464/AN4443/AN4332/AN4329/AN10541/AN8870/AN11131/AN8861/AN8858/AN8815/AN8691/AN8689/AN8681/AN8680/AN8666/AN8639/AN7896/AN7950/AN7994/AN8010/AN8019/AN8041/AN11055/AN8231/AN8236/AN8241/AN8283/AN4222/AN10515/AN4182/AN4160/AN4135/AN4096/AN4052/AN3957/AN3954/AN3947/AN3946/AN3943/AN3919/AN3918/AN10475/AN3865/AN11419/AN3832/AN3829/AN3823/AN12478/AN10467/AN3755/AN3748/AN3708/AN3644/AN3638/AN3581/AN7342/AN9492/AN7189/AN7159/AN6988/AN10877/AN6973/AN7434/AN7435/AN7436/AN7508/AN7542/AN7661/AN7704/AN7725/AN11008/AN6407/AN6390/AN6359/AN6338/AN6211/AN6149/AN6089/AN6010/AN5976/AN9470/AN5953/AN5952/AN5907/AN5867/AN5859/AN5820/AN5818/AN6499/AN6505/AN6506/AN6521/AN6542/AN6589/AN6653/AN6684/AN6694/AN6790/AN6820/AN6828/AN6920/AN6921/AN9241/AN9297/AN1369/AN1357/AN1303/AN1272/AN1265/AN1255/AN1227/AN1226/AN1222/AN1198/AN1166/AN1122/AN1095/AN1069/AN0929/AN0912/AN10127/AN10120/AN0745/AN0707/AN0582/AN0445/AN0357/AN0333/AN10063/AN0271/AN0241/AN0240/AN0235/AN0133/AN0128/AN0126/AN0122/AN0121/AN0098/AN0096/AN0094/AN0086/AN0022/AN9024/AN8947/AN9426/AN8907/AN1469/AN11252/AN1511/AN10213/AN1547/AN1635/AN1720/AN1761/AN1949/AN10237/AN1990/AN2046/AN2129/AN2269/AN2286/AN2311/AN2331/AN2332/AN2412/AN2436/AN2437/AN11347/AN2555/AN3464/AN3388/AN10393/AN3321/AN3307/AN3224/AN3223/AN3031/AN2996/AN2951/AN2848/AN10340/AN2725/AN2688/AN2667/AN5114/AN5211/AN5220/AN5758/AN5747/AN5746/AN5732/AN5731/AN5726/AN5643/AN5588/AN5586/AN5574/AN5563/AN10682/AN5414/AN5406/AN5300/AN5299
TRUE	FALSE	3	GO:0044281	small molecule metabolic process	93	93/641	AN4888/AN4785/AN10593/AN4770/AN10586/AN4727/AN4592/AN4591/AN4464/AN4443/AN4329/AN8861/AN8815/AN8689/AN8009/AN8019/AN8041/AN8231/AN8283/AN4182/AN4135/AN3957/AN3954/AN10475/AN3865/AN3829/AN12478/AN3748/AN3708/AN3638/AN6973/AN7436/AN7661/AN10991/AN7725/AN11008/AN6390/AN6338/AN6168/AN12017/AN6032/AN9470/AN5953/AN5952/AN5867/AN5820/AN6499/AN6505/AN6506/AN6521/AN6542/AN6644/AN6645/AN6653/AN9297/AN1303/AN1226/AN1222/AN1198/AN1007/AN1006/AN0912/AN0357/AN0271/AN0240/AN0235/AN9426/AN8907/AN11252/AN1511/AN1547/AN1612/AN1761/AN1990/AN2286/AN10290/AN2311/AN2332/AN2436/AN11347/AN10393/AN3223/AN3031/AN2951/AN10340/AN2688/AN10637/AN10642/AN5746/AN5731/AN5586/AN5563/AN5300
TRUE	FALSE	3	GO:0070085	glycosylation	4	4/641	AN4864/AN4727/AN0086/AN5586
TRUE	FALSE	3	GO:0071704	organic substance metabolic process	246	246/641	AN10614/AN4889/AN4888/AN4864/AN4785/AN10593/AN4770/AN10586/AN4731/AN4730/AN4727/AN4668/AN4611/AN4592/AN4591/AN4546/AN4475/AN4464/AN4443/AN4332/AN4329/AN10541/AN8870/AN11131/AN8861/AN8858/AN8815/AN8691/AN8689/AN8681/AN8680/AN8666/AN8639/AN7896/AN7950/AN7994/AN8009/AN8010/AN8019/AN8041/AN11055/AN8231/AN8236/AN8241/AN8283/AN10527/AN4222/AN10515/AN4182/AN4160/AN4135/AN4096/AN4052/AN3957/AN3954/AN3947/AN3946/AN3943/AN3919/AN3918/AN10475/AN3865/AN11419/AN3832/AN3829/AN3823/AN12478/AN10467/AN3755/AN3748/AN3708/AN3663/AN3644/AN3639/AN3638/AN3581/AN3499/AN7342/AN9492/AN7189/AN7169/AN7159/AN6988/AN10877/AN6973/AN7434/AN7435/AN7436/AN7508/AN7542/AN7661/AN10991/AN7704/AN7725/AN11008/AN6407/AN6390/AN6359/AN6338/AN6211/AN6168/AN6149/AN6089/AN12017/AN6032/AN6010/AN5976/AN9470/AN5953/AN5952/AN5907/AN5867/AN5859/AN5820/AN5818/AN6499/AN6505/AN6506/AN6521/AN6542/AN6589/AN6644/AN6645/AN6653/AN6684/AN6694/AN6696/AN6790/AN6820/AN6828/AN6920/AN6921/AN9241/AN9297/AN1369/AN1357/AN1303/AN1272/AN1265/AN1255/AN1227/AN1226/AN1222/AN1198/AN1166/AN1122/AN1095/AN1069/AN1007/AN1006/AN0929/AN0912/AN10127/AN10120/AN0745/AN0707/AN0582/AN0445/AN0357/AN0333/AN10063/AN0271/AN0241/AN0240/AN0235/AN0133/AN0128/AN0126/AN0122/AN0121/AN0098/AN0096/AN0094/AN0086/AN0022/AN9024/AN8947/AN9426/AN8907/AN8899/AN1469/AN11252/AN1511/AN10213/AN1547/AN1612/AN1635/AN1720/AN1761/AN1879/AN1949/AN10237/AN1990/AN2046/AN2129/AN2269/AN2284/AN2286/AN10290/AN2311/AN2331/AN2332/AN2412/AN2436/AN2437/AN11347/AN2555/AN2565/AN3464/AN3388/AN10393/AN3321/AN3307/AN3224/AN3223/AN3031/AN2996/AN2951/AN2848/AN10340/AN2725/AN2688/AN2667/AN5114/AN5130/AN10637/AN10642/AN5211/AN5220/AN5758/AN5747/AN5746/AN5732/AN5731/AN5726/AN5643/AN5588/AN5586/AN5574/AN5563/AN10682/AN5482/AN5414/AN5406/AN5300/AN5299
TRUE	FALSE	3	GO:0016049	cell growth	4	4/641	AN4332/AN4171/AN2269/AN5726
TRUE	FALSE	3	GO:0007117	budding cell bud growth	1	1/641	AN4182
TRUE	FALSE	3	GO:0030447	filamentous growth	37	37/641	AN4745/AN4611/AN4332/AN8009/AN11055/AN10515/AN4182/AN4096/AN12478/AN3813/AN9492/AN7189/AN7687/AN7707/AN11008/AN6505/AN6506/AN6542/AN6886/AN6920/AN1370/AN1226/AN1181/AN1166/AN1126/AN1069/AN0463/AN0241/AN0098/AN8874/AN1612/AN2129/AN2130/AN2269/AN2412/AN5220/AN5746
TRUE	FALSE	3	GO:0040008	regulation of growth	15	15/641	AN5021/AN4745/AN4182/AN4171/AN7189/AN11008/AN6505/AN6589/AN1226/AN1069/AN0098/AN2129/AN2412/AN5220/AN5588
TRUE	FALSE	3	GO:0044110	growth involved in symbiotic interaction	1	1/641	AN3307
TRUE	FALSE	3	GO:0045926	negative regulation of growth	5	5/641	AN4745/AN6505/AN1226/AN1069/AN5220
TRUE	FALSE	3	GO:0045927	positive regulation of growth	1	1/641	AN0098
TRUE	FALSE	3	GO:0048589	developmental growth	3	3/641	AN4332/AN2129/AN5726
TRUE	FALSE	3	GO:0007059	chromosome segregation	12	12/641	AN4360/AN8187/AN11055/AN4182/AN3946/AN3710/AN3579/AN1223/AN2128/AN3363/AN2862/AN5406
TRUE	FALSE	3	GO:0007017	microtubule-based process	12	12/641	AN4867/AN4182/AN3721/AN3710/AN3579/AN6875/AN8874/AN2128/AN3363/AN3062/AN2862/AN2687
TRUE	FALSE	3	GO:0000075	cell cycle checkpoint	4	4/641	AN4360/AN3946/AN2128/AN2862
TRUE	FALSE	3	GO:0000920	cell separation after cytokinesis	1	1/641	AN10061
TRUE	FALSE	3	GO:0006457	protein folding	11	11/641	AN8680/AN7436/AN6089/AN6010/AN6921/AN1069/AN1469/AN1510/AN2051/AN5602/AN5588
TRUE	FALSE	3	GO:0007165	signal transduction	26	26/641	AN10614/AN4745/AN4668/AN4546/AN4182/AN4171/AN3946/AN3746/AN7506/AN11994/AN7661/AN6210/AN12017/AN6820/AN1283/AN1126/AN0235/AN1612/AN2130/AN2269/AN2555/AN3438/AN2687/AN5195/AN5211/AN5482
TRUE	FALSE	3	GO:0006903	vesicle targeting	1	1/641	AN6033
TRUE	FALSE	3	GO:0006276	plasmid maintenance	1	1/641	AN2862
TRUE	FALSE	3	GO:0006928	movement of cell or subcellular component	7	7/641	AN3721/AN3710/AN6875/AN8874/AN2128/AN3363/AN2862
TRUE	FALSE	3	GO:0006949	syncytium formation	3	3/641	AN6125/AN2269/AN5131
TRUE	FALSE	3	GO:0007049	cell cycle	41	41/641	AN4867/AN4360/AN7993/AN7994/AN8187/AN11055/AN8236/AN4182/AN3946/AN3755/AN3710/AN3579/AN7169/AN10902/AN7707/AN6359/AN6150/AN5820/AN6505/AN6542/AN1223/AN1222/AN0582/AN10063/AN0126/AN0098/AN0055/AN2128/AN2130/AN2269/AN2412/AN2419/AN3363/AN3148/AN2862/AN2687/AN5195/AN5579/AN5574/AN5482/AN5406
TRUE	FALSE	3	GO:0007154	cell communication	36	36/641	AN10614/AN4785/AN4745/AN4668/AN4611/AN4546/AN8681/AN4182/AN4171/AN3946/AN12478/AN3746/AN9492/AN7506/AN11994/AN7661/AN11008/AN6210/AN12017/AN6505/AN6820/AN1283/AN1166/AN1126/AN0463/AN0241/AN0235/AN1612/AN2130/AN2269/AN2555/AN3438/AN2687/AN5195/AN5211/AN5482
TRUE	FALSE	3	GO:0007163	establishment or maintenance of cell polarity	12	12/641	AN4867/AN4547/AN8672/AN4171/AN6542/AN1370/AN0821/AN0235/AN2130/AN3062/AN2862/AN5195
TRUE	FALSE	3	GO:0008219	cell death	4	4/641	AN10614/AN4402/AN8041/AN8241
