hasPeak.An_ecoA_20h_HA_1	hasPeak.An_ecoA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0006807	nitrogen compound metabolic process	430	430/1516	AN12279/AN5068/AN5055/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4956/AN4935/AN4900/AN4894/AN4871/AN4859/AN10599/AN4818/AN4794/AN4778/AN4769/AN4744/AN4742/AN4741/AN4702/AN4667/AN4655/AN4566/AN4563/AN4544/AN4515/AN4501/AN4500/AN4483/AN4479/AN4462/AN4439/AN4419/AN4389/AN4388/AN4376/AN4361/AN4335/AN10550/AN4324/AN4323/AN4322/AN4315/AN4295/AN8869/AN8859/AN11125/AN8834/AN8832/AN8830/AN8785/AN8777/AN8741/AN9504/AN8694/AN9500/AN8667/AN8643/AN8636/AN8605/AN11098/AN8590/AN7872/AN7878/AN8039/AN8040/AN8066/AN8075/AN8079/AN8102/AN8117/AN8118/AN8121/AN8129/AN8168/AN11052/AN8186/AN8188/AN9461/AN8211/AN8226/AN8251/AN8269/AN8277/AN8282/AN4289/AN4255/AN4247/AN4219/AN4210/AN4196/AN10513/AN4175/AN4159/AN4081/AN4080/AN4071/AN4018/AN3913/AN3911/AN3835/AN3817/AN3793/AN3787/AN3785/AN3747/AN3730/AN3719/AN3690/AN10459/AN3688/AN3649/AN3641/AN3607/AN3587/AN3547/AN3506/AN7387/AN7303/AN7269/AN10912/AN10906/AN7030/AN7012/AN10872/AN6982/AN7451/AN7468/AN7507/AN7513/AN11753/AN7545/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7610/AN7659/AN7709/AN7729/AN7742/AN6405/AN6330/AN6318/AN6317/AN6280/AN6279/AN6243/AN6195/AN6160/AN6129/AN6067/AN6062/AN6060/AN6048/AN5999/AN5992/AN5956/AN5955/AN10761/AN5939/AN5934/AN5924/AN5918/AN5893/AN5886/AN5871/AN5870/AN5849/AN5836/AN10745/AN5823/AN5822/AN6487/AN6508/AN6534/AN6540/AN6541/AN6558/AN6567/AN6643/AN6679/AN6733/AN10846/AN6824/AN6849/AN6857/AN6858/AN9339/AN9397/AN1402/AN1358/AN1319/AN1217/AN1202/AN1183/AN1097/AN1096/AN1060/AN1052/AN0988/AN11891/AN0936/AN0928/AN0927/AN0919/AN0918/AN0914/AN0902/AN0889/AN0885/AN10128/AN0863/AN0858/AN0807/AN0787/AN0780/AN0767/AN0766/AN0742/AN0734/AN0733/AN0689/AN0688/AN0680/AN0660/AN0640/AN0609/AN0608/AN0607/AN0570/AN0565/AN0554/AN0495/AN10081/AN10080/AN0410/AN0376/AN0364/AN0351/AN10066/AN0298/AN0295/AN0285/AN0279/AN0270/AN0263/AN10030/AN0232/AN0228/AN0224/AN0210/AN0182/AN0176/AN0170/AN0148/AN0134/AN0067/AN0065/AN0057/AN0056/AN9025/AN9008/AN8978/AN8886/AN8885/AN8883/AN1414/AN1416/AN1425/AN1429/AN10191/AN1518/AN1519/AN1536/AN1555/AN1624/AN1632/AN1675/AN1778/AN1780/AN1800/AN1812/AN1848/AN1893/AN1918/AN1923/AN1924/AN1948/AN1950/AN1984/AN1989/AN1993/AN2002/AN2009/AN2016/AN10256/AN2036/AN12489/AN2135/AN2141/AN2147/AN2148/AN2237/AN2243/AN2248/AN12476/AN2265/AN2268/AN2270/AN2290/AN2366/AN2375/AN2421/AN2493/AN2500/AN2506/AN2508/AN2509/AN2523/AN2526/AN11961/AN2532/AN2572/AN2581/AN2597/AN9148/AN11932/AN9141/AN9096/AN9090/AN9083/AN9064/AN3468/AN3433/AN3280/AN3216/AN3214/AN10378/AN3181/AN3153/AN3152/AN3150/AN3149/AN3102/AN3075/AN3071/AN3067/AN3050/AN3001/AN2998/AN2997/AN2984/AN2980/AN10351/AN2965/AN2944/AN2943/AN2932/AN2927/AN2919/AN2914/AN2911/AN2902/AN2885/AN2855/AN2852/AN2810/AN2793/AN2742/AN2740/AN2731/AN2670/AN10329/AN8445/AN8524/AN8553/AN8565/AN8576/AN5119/AN5129/AN5133/AN5134/AN5156/AN5170/AN5199/AN5200/AN5203/AN5210/AN5218/AN10709/AN5775/AN5759/AN5757/AN5752/AN5740/AN5728/AN5716/AN5715/AN5712/AN5682/AN5681/AN5660/AN5655/AN5651/AN5626/AN5607/AN5604/AN5566/AN5558/AN5517/AN5492/AN5452/AN5451/AN5447/AN5441/AN5415/AN5351/AN5349/AN5296/AN5279/AN5278
TRUE	TRUE	4	GO:0009056	catabolic process	121	121/1516	AN12279/AN5076/AN5068/AN10610/AN4957/AN4915/AN4871/AN4843/AN10599/AN4700/AN4666/AN4532/AN4462/AN4439/AN4419/AN10550/AN4323/AN8777/AN8667/AN8039/AN11052/AN10512/AN4102/AN4081/AN4071/AN3913/AN3787/AN3641/AN3587/AN10420/AN3515/AN7111/AN10872/AN7428/AN7533/AN7564/AN7572/AN7610/AN6405/AN6279/AN6239/AN5939/AN5918/AN5893/AN6540/AN10841/AN6650/AN6664/AN6697/AN6840/AN9339/AN9340/AN1334/AN1277/AN1202/AN1015/AN0927/AN0914/AN0787/AN0780/AN0767/AN0689/AN0660/AN0565/AN0554/AN0494/AN10081/AN0351/AN0295/AN10030/AN0232/AN0182/AN0170/AN0034/AN8978/AN1425/AN1428/AN1429/AN1551/AN1632/AN1675/AN1799/AN1918/AN1923/AN2017/AN2148/AN2243/AN2248/AN2270/AN2385/AN2509/AN2582/AN11932/AN9090/AN9086/AN9064/AN3368/AN3308/AN3294/AN3044/AN2965/AN2944/AN2731/AN8347/AN5129/AN5133/AN5210/AN5226/AN5712/AN5672/AN5669/AN5655/AN5651/AN5634/AN5626/AN5607/AN5604/AN5558/AN5517/AN5451/AN5447
TRUE	TRUE	4	GO:0009058	biosynthetic process	337	337/1516	AN5028/AN11776/AN4991/AN4987/AN4985/AN4976/AN10610/AN4956/AN4935/AN4923/AN4900/AN4878/AN4859/AN4818/AN4794/AN4778/AN4744/AN4742/AN4741/AN4566/AN4501/AN4479/AN4462/AN4439/AN4389/AN4376/AN4361/AN4335/AN10550/AN4324/AN4323/AN4315/AN4295/AN8869/AN8859/AN11125/AN8832/AN8797/AN8785/AN8777/AN8741/AN8694/AN8677/AN8667/AN8643/AN8636/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN8039/AN8066/AN8075/AN8079/AN8117/AN8121/AN8129/AN8168/AN8186/AN8188/AN8211/AN8226/AN8251/AN8277/AN8282/AN10533/AN4247/AN4243/AN4219/AN4210/AN4175/AN4159/AN4080/AN4071/AN4042/AN3913/AN3911/AN3869/AN3835/AN3817/AN3785/AN3738/AN3730/AN3729/AN3719/AN10459/AN3688/AN3649/AN3641/AN3607/AN3587/AN3586/AN3506/AN7387/AN7375/AN7303/AN7269/AN10912/AN10906/AN7146/AN7012/AN6982/AN7468/AN7507/AN7513/AN11753/AN7545/AN7564/AN7572/AN7576/AN7592/AN7600/AN7610/AN7657/AN7659/AN7742/AN6330/AN6318/AN6317/AN6243/AN6195/AN6129/AN6126/AN6067/AN6062/AN6048/AN5992/AN5975/AN5955/AN10761/AN5939/AN5924/AN5918/AN5893/AN5886/AN5870/AN5849/AN5836/AN10745/AN5823/AN6534/AN6541/AN6555/AN6558/AN6643/AN6650/AN6679/AN6731/AN6733/AN10846/AN6824/AN6849/AN6857/AN6858/AN9397/AN9407/AN9408/AN1402/AN1334/AN1217/AN1202/AN1183/AN10156/AN1060/AN1052/AN1037/AN0988/AN11891/AN0936/AN0928/AN0919/AN0918/AN0902/AN0889/AN0885/AN10128/AN0863/AN10124/AN0807/AN0802/AN0787/AN0780/AN0766/AN0742/AN0734/AN0733/AN0689/AN0680/AN0654/AN0640/AN0609/AN0608/AN0607/AN0570/AN0565/AN0554/AN0495/AN10081/AN10080/AN0410/AN0376/AN0364/AN0363/AN0351/AN0295/AN0279/AN0270/AN0263/AN0228/AN0210/AN0186/AN0182/AN0176/AN0170/AN0148/AN0067/AN0065/AN0057/AN9025/AN9008/AN8978/AN8945/AN8886/AN8885/AN8883/AN1414/AN1416/AN1425/AN10191/AN10197/AN1518/AN1536/AN1555/AN1624/AN1778/AN1800/AN1812/AN1848/AN1893/AN1918/AN1923/AN1924/AN1950/AN1984/AN1993/AN2009/AN2016/AN10256/AN2036/AN12489/AN2135/AN2141/AN2148/AN2243/AN12476/AN2268/AN2270/AN2290/AN2375/AN2421/AN2493/AN2500/AN2509/AN2523/AN2526/AN11961/AN2581/AN2597/AN9148/AN9141/AN9096/AN9083/AN9064/AN3468/AN3433/AN3396/AN3280/AN3216/AN3214/AN10378/AN3152/AN3150/AN3113/AN3102/AN3075/AN3071/AN3067/AN3050/AN2998/AN2997/AN2984/AN2980/AN2944/AN2932/AN2919/AN2914/AN2911/AN2902/AN2885/AN2855/AN2852/AN2793/AN2742/AN2670/AN8413/AN8553/AN8565/AN8576/AN5119/AN5129/AN5134/AN5170/AN5200/AN5203/AN5210/AN5218/AN10709/AN5775/AN5752/AN5740/AN5715/AN5682/AN5655/AN5651/AN5626/AN5604/AN5566/AN5523/AN5492/AN5441/AN5415/AN5351/AN5349/AN5296/AN5279
TRUE	TRUE	4	GO:0009892	negative regulation of metabolic process	46	46/1516	AN4987/AN10610/AN4935/AN4501/AN4500/AN4295/AN8797/AN8039/AN8168/AN11052/AN9461/AN8211/AN8251/AN8282/AN3913/AN3730/AN3587/AN3506/AN7303/AN6982/AN7468/AN7513/AN7545/AN6195/AN6067/AN6733/AN1358/AN1052/AN0988/AN0767/AN0410/AN0295/AN10191/AN1519/AN1800/AN1984/AN2141/AN2290/AN2500/AN9090/AN3468/AN3071/AN3067/AN2911/AN5451/AN5351
TRUE	TRUE	4	GO:0009893	positive regulation of metabolic process	53	53/1516	AN4987/AN4667/AN4563/AN4419/AN10550/AN8741/AN8282/AN3719/AN3688/AN3607/AN3506/AN7468/AN7567/AN7572/AN7610/AN7742/AN6330/AN6243/AN5893/AN6540/AN6733/AN9397/AN1052/AN0988/AN0914/AN0807/AN0689/AN0554/AN0410/AN0363/AN0186/AN0182/AN0148/AN0056/AN9008/AN8978/AN8945/AN1425/AN10191/AN1518/AN9090/AN3468/AN3102/AN2965/AN2944/AN2911/AN2852/AN2742/AN5752/AN5740/AN5660/AN5651/AN5351
TRUE	TRUE	4	GO:0019222	regulation of metabolic process	198	198/1516	AN5028/AN4987/AN4985/AN4984/AN4976/AN10610/AN4935/AN4900/AN4818/AN4744/AN4741/AN4702/AN4667/AN4563/AN4501/AN4500/AN4479/AN4419/AN4361/AN4335/AN10550/AN4324/AN4315/AN4295/AN8797/AN8777/AN8741/AN8694/AN9500/AN8667/AN8643/AN8636/AN11098/AN8590/AN7872/AN8039/AN8079/AN8129/AN8168/AN11052/AN8186/AN9461/AN8211/AN8251/AN8282/AN4255/AN4247/AN4210/AN4175/AN3913/AN3911/AN3835/AN3785/AN3730/AN3719/AN3688/AN3607/AN3587/AN3506/AN7303/AN10912/AN7030/AN7012/AN6982/AN7468/AN7507/AN7513/AN11753/AN7545/AN7567/AN7572/AN7576/AN7592/AN7610/AN7742/AN6330/AN6243/AN6195/AN6129/AN6067/AN6062/AN5955/AN10761/AN5924/AN5893/AN5870/AN5849/AN5836/AN5822/AN6540/AN6733/AN6849/AN6858/AN9397/AN1402/AN1358/AN1217/AN1183/AN1096/AN1094/AN1060/AN1052/AN0988/AN11891/AN0928/AN0914/AN0902/AN0885/AN10128/AN0863/AN0807/AN0767/AN0766/AN0742/AN0733/AN0689/AN0680/AN0554/AN0410/AN0364/AN0363/AN0295/AN0279/AN0263/AN0186/AN0182/AN0176/AN0148/AN0056/AN9025/AN9008/AN8978/AN8945/AN8885/AN1414/AN1416/AN1425/AN10191/AN1518/AN1519/AN1536/AN1800/AN1812/AN1848/AN1893/AN1924/AN1984/AN2009/AN2016/AN2036/AN2141/AN2270/AN2290/AN2375/AN2421/AN2500/AN11961/AN2581/AN2597/AN9141/AN9096/AN9090/AN3468/AN3433/AN3280/AN3216/AN3214/AN10378/AN3152/AN3102/AN3075/AN3071/AN3067/AN3050/AN2984/AN2965/AN2944/AN2911/AN2902/AN2855/AN2852/AN2742/AN5119/AN5156/AN5170/AN5218/AN5775/AN5757/AN5752/AN5740/AN5660/AN5651/AN5607/AN5451/AN5351/AN5349/AN5296/AN5279
TRUE	TRUE	4	GO:0019748	secondary metabolic process	42	42/1516	AN5028/AN8797/AN8741/AN7913/AN7914/AN8251/AN3817/AN3719/AN3607/AN7269/AN7513/AN7600/AN6243/AN6239/AN5918/AN5893/AN5823/AN6650/AN1202/AN1052/AN0807/AN0609/AN0608/AN0607/AN0554/AN10080/AN0363/AN0186/AN0148/AN9008/AN8945/AN2036/AN12476/AN2290/AN3396/AN3150/AN2919/AN2855/AN2742/AN8413/AN8553/AN5415
TRUE	TRUE	4	GO:0032259	methylation	11	11/1516	AN8066/AN8211/AN8282/AN5871/AN0733/AN0410/AN0134/AN0065/AN1948/AN2500/AN5119
TRUE	TRUE	4	GO:0042440	pigment metabolic process	4	4/1516	AN4878/AN6541/AN9083/AN2998
TRUE	TRUE	4	GO:0044237	cellular metabolic process	508	508/1516	AN12279/AN5076/AN5068/AN5028/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4957/AN4956/AN4935/AN4923/AN4920/AN4915/AN4900/AN4894/AN4878/AN4871/AN4859/AN4843/AN4829/AN10599/AN4818/AN4794/AN4778/AN4769/AN4744/AN4742/AN4741/AN4702/AN4667/AN4666/AN4655/AN4566/AN4563/AN4544/AN4532/AN4515/AN4501/AN4500/AN4483/AN4479/AN4462/AN4439/AN4419/AN4389/AN4388/AN4376/AN4361/AN4335/AN10550/AN4324/AN4323/AN4322/AN4315/AN4310/AN4295/AN8869/AN8859/AN11125/AN8834/AN8832/AN8830/AN8797/AN8785/AN8777/AN8764/AN8741/AN9504/AN8707/AN8694/AN9500/AN8667/AN8643/AN8636/AN8605/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN8039/AN8066/AN8075/AN8079/AN8117/AN8118/AN8121/AN8129/AN8168/AN11052/AN8186/AN8188/AN9461/AN8211/AN8226/AN8251/AN8269/AN8277/AN8282/AN4289/AN10533/AN4247/AN4219/AN4210/AN4196/AN10512/AN4175/AN4159/AN4102/AN4081/AN4080/AN4071/AN4042/AN3913/AN3911/AN3901/AN3869/AN3835/AN3817/AN3793/AN3787/AN3785/AN3747/AN3738/AN3730/AN3729/AN3719/AN3690/AN10459/AN3688/AN3649/AN3641/AN3607/AN3587/AN3586/AN3547/AN10420/AN3515/AN3506/AN7387/AN7303/AN7269/AN10912/AN10906/AN7146/AN7111/AN7030/AN7012/AN10872/AN6985/AN6982/AN7428/AN7451/AN7468/AN7507/AN7513/AN11753/AN7545/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7610/AN7657/AN7659/AN7709/AN7729/AN7742/AN6405/AN6330/AN6318/AN6317/AN6280/AN6279/AN6243/AN6239/AN6207/AN6195/AN6160/AN6159/AN6129/AN6126/AN6067/AN6062/AN6060/AN6048/AN6014/AN5999/AN5992/AN5991/AN5975/AN5956/AN5955/AN10761/AN5939/AN5934/AN5924/AN5918/AN5893/AN5886/AN5871/AN5870/AN5849/AN5836/AN10745/AN5823/AN5822/AN6508/AN6534/AN6540/AN6541/AN6555/AN6558/AN6567/AN10841/AN6643/AN6650/AN6664/AN6679/AN6697/AN10844/AN6731/AN6733/AN10846/AN6824/AN6840/AN6849/AN6857/AN6858/AN9339/AN9340/AN9397/AN9407/AN9408/AN1402/AN1358/AN1334/AN1319/AN1277/AN1217/AN1202/AN1189/AN1183/AN10156/AN1097/AN1096/AN1094/AN1060/AN1052/AN1037/AN1015/AN0988/AN11891/AN0936/AN0928/AN0927/AN0919/AN0918/AN0914/AN0902/AN0889/AN0885/AN10128/AN0863/AN10124/AN0807/AN0802/AN0787/AN0780/AN0767/AN0766/AN0764/AN0742/AN0734/AN0733/AN0689/AN0688/AN0680/AN0664/AN0660/AN0654/AN0640/AN0609/AN0608/AN0607/AN0570/AN0565/AN0554/AN0495/AN0494/AN10081/AN10080/AN0410/AN0408/AN0376/AN0364/AN0363/AN0351/AN10066/AN0298/AN0295/AN0285/AN0279/AN0270/AN0263/AN10030/AN0232/AN0228/AN0210/AN0182/AN0176/AN0170/AN0148/AN0134/AN0067/AN0065/AN0057/AN0056/AN0034/AN9025/AN9008/AN8978/AN8886/AN8885/AN8883/AN1414/AN1416/AN1425/AN1429/AN10191/AN10197/AN1518/AN1519/AN1536/AN1555/AN1624/AN1628/AN1632/AN1675/AN1752/AN1778/AN1800/AN1812/AN1848/AN1893/AN1918/AN1923/AN1924/AN1948/AN1950/AN1984/AN1989/AN1993/AN2002/AN2009/AN2016/AN2017/AN10256/AN2036/AN2099/AN12489/AN2135/AN2141/AN2147/AN2148/AN2243/AN2248/AN12476/AN2265/AN2268/AN2270/AN2290/AN2375/AN2421/AN2435/AN2493/AN2500/AN2506/AN2508/AN2509/AN2523/AN2526/AN11961/AN2581/AN2582/AN2597/AN9148/AN11932/AN9141/AN9096/AN9090/AN9086/AN9083/AN9064/AN3468/AN3433/AN3396/AN3368/AN3294/AN3280/AN3216/AN3214/AN10378/AN3181/AN3153/AN3152/AN3150/AN3149/AN3113/AN3102/AN3075/AN3071/AN3068/AN3067/AN3050/AN3044/AN3001/AN2998/AN2997/AN2984/AN2980/AN2965/AN2944/AN2943/AN2932/AN2927/AN2919/AN2916/AN2914/AN2911/AN2902/AN2885/AN2855/AN2852/AN2815/AN2793/AN2742/AN2740/AN2731/AN2730/AN2670/AN10329/AN8347/AN8485/AN8524/AN8553/AN8565/AN8566/AN8576/AN5119/AN5129/AN5133/AN5134/AN5144/AN5156/AN5170/AN5200/AN5203/AN5210/AN5218/AN5226/AN10709/AN5775/AN5759/AN5757/AN5752/AN5740/AN5728/AN5716/AN5715/AN5712/AN5682/AN5681/AN5672/AN5669/AN5660/AN5655/AN5651/AN5634/AN5626/AN5607/AN5604/AN5589/AN5566/AN5558/AN5525/AN5523/AN5517/AN5492/AN5457/AN5452/AN5447/AN5441/AN5415/AN5351/AN5349/AN5296/AN5295/AN5279/AN5278
TRUE	TRUE	4	GO:0044238	primary metabolic process	497	497/1516	AN12279/AN5068/AN5055/AN5028/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4957/AN4956/AN4935/AN4923/AN4900/AN4894/AN4878/AN4871/AN4859/AN4843/AN4829/AN10599/AN4818/AN4794/AN4778/AN4769/AN4744/AN4742/AN4741/AN4702/AN4700/AN4667/AN4655/AN4566/AN4563/AN4544/AN4515/AN4501/AN4500/AN4483/AN4479/AN4462/AN4439/AN4419/AN4389/AN4388/AN4376/AN4361/AN4335/AN10550/AN4324/AN4323/AN4322/AN4315/AN4310/AN4295/AN8869/AN8859/AN11125/AN8834/AN8832/AN8830/AN8777/AN9504/AN8707/AN8694/AN8677/AN9500/AN8667/AN8643/AN8636/AN8615/AN8605/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN8039/AN8040/AN8066/AN8075/AN8079/AN8102/AN8117/AN8118/AN8121/AN8129/AN8168/AN11052/AN8186/AN9461/AN8211/AN8226/AN8251/AN8269/AN8277/AN8282/AN4289/AN10533/AN4255/AN4247/AN4243/AN4219/AN4210/AN4196/AN10513/AN10512/AN4175/AN4159/AN4102/AN4081/AN4080/AN4071/AN4042/AN4018/AN3925/AN3914/AN3913/AN3911/AN3869/AN3835/AN3817/AN3793/AN3787/AN3785/AN3747/AN3730/AN3729/AN3719/AN3690/AN10459/AN3688/AN3649/AN3641/AN3607/AN3587/AN3547/AN10420/AN3515/AN3506/AN7387/AN7375/AN7303/AN10912/AN10906/AN7158/AN7146/AN7111/AN7030/AN7012/AN10872/AN6985/AN6982/AN7451/AN7468/AN7507/AN7511/AN7513/AN7533/AN11753/AN7545/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7610/AN7657/AN7659/AN7709/AN7742/AN6405/AN6330/AN6318/AN6280/AN6279/AN6243/AN6195/AN6160/AN6159/AN6129/AN6126/AN6067/AN6062/AN6060/AN6048/AN6014/AN5999/AN5992/AN5991/AN5975/AN5956/AN5955/AN10761/AN5939/AN5934/AN5924/AN5918/AN5893/AN5886/AN5871/AN5870/AN5849/AN5836/AN10745/AN5823/AN5822/AN6487/AN6508/AN6534/AN6540/AN6541/AN6555/AN6558/AN6567/AN10841/AN6650/AN6679/AN6697/AN10844/AN6731/AN6733/AN6787/AN10846/AN6824/AN6849/AN6857/AN6858/AN9339/AN9340/AN9380/AN9397/AN9407/AN9408/AN1402/AN1358/AN1330/AN1319/AN1277/AN1217/AN1202/AN1183/AN10156/AN1097/AN1096/AN1060/AN1037/AN1015/AN0988/AN11891/AN0936/AN0933/AN0928/AN0927/AN0919/AN0918/AN0914/AN0902/AN0889/AN0885/AN10128/AN0863/AN0858/AN10124/AN0802/AN0787/AN0780/AN0767/AN0766/AN0742/AN0734/AN0733/AN0689/AN0688/AN0680/AN0664/AN0654/AN0640/AN0609/AN0608/AN0570/AN0565/AN0554/AN0495/AN0494/AN10081/AN0410/AN0408/AN0376/AN0367/AN0364/AN0363/AN0351/AN10066/AN0298/AN0295/AN0285/AN0279/AN0263/AN10030/AN0228/AN0224/AN0210/AN0182/AN0176/AN0170/AN0148/AN0134/AN0067/AN0065/AN0057/AN0056/AN0034/AN9025/AN9008/AN8978/AN11152/AN8886/AN8885/AN8883/AN1414/AN1416/AN1425/AN10191/AN1518/AN1519/AN1536/AN1551/AN1555/AN1624/AN1632/AN1675/AN1780/AN1794/AN1799/AN1800/AN1812/AN1848/AN1855/AN1893/AN1918/AN1923/AN1924/AN1948/AN1950/AN1984/AN1989/AN1993/AN2002/AN2009/AN2016/AN2017/AN10256/AN2036/AN12489/AN2135/AN2141/AN2147/AN2148/AN2237/AN2243/AN2248/AN2265/AN2268/AN2270/AN2290/AN2366/AN2375/AN2385/AN2395/AN2421/AN2435/AN2493/AN2500/AN2506/AN2508/AN2509/AN2526/AN11961/AN2572/AN2581/AN2597/AN9148/AN11932/AN9141/AN9096/AN9090/AN9083/AN9064/AN3468/AN3433/AN3368/AN3318/AN3308/AN3294/AN3280/AN3216/AN3214/AN10378/AN3181/AN3153/AN3152/AN3149/AN3113/AN3102/AN3075/AN3071/AN3067/AN3053/AN3050/AN3044/AN3001/AN2998/AN2997/AN2984/AN2980/AN10351/AN2965/AN2944/AN2943/AN2932/AN2927/AN2919/AN2916/AN2914/AN2911/AN2902/AN2885/AN2855/AN2852/AN2815/AN2810/AN2793/AN2742/AN2740/AN2731/AN2670/AN10329/AN8347/AN8445/AN8524/AN8553/AN8565/AN8576/AN5119/AN5129/AN5133/AN5134/AN5144/AN5156/AN5170/AN5199/AN5200/AN5203/AN5210/AN5218/AN10709/AN5775/AN5759/AN5757/AN5752/AN5740/AN5728/AN5716/AN5715/AN5712/AN5682/AN5681/AN5672/AN5660/AN5655/AN5651/AN5634/AN5626/AN5607/AN5604/AN5589/AN5566/AN5558/AN5525/AN5523/AN5517/AN5492/AN5452/AN5451/AN5447/AN5441/AN5351/AN5349/AN5296/AN5279/AN5278
TRUE	TRUE	4	GO:0044281	small molecule metabolic process	180	180/1516	AN5068/AN5028/AN4987/AN10610/AN4957/AN4956/AN4923/AN4859/AN4829/AN10599/AN4769/AN4500/AN4462/AN4439/AN4389/AN4388/AN4376/AN4361/AN10550/AN4323/AN4310/AN8859/AN11125/AN8797/AN8777/AN8741/AN8707/AN8677/AN8667/AN11098/AN7873/AN7878/AN7880/AN8075/AN8117/AN8118/AN8121/AN8168/AN8188/AN8251/AN8277/AN10512/AN4159/AN4081/AN4071/AN4042/AN3913/AN3901/AN3869/AN3817/AN3738/AN3719/AN3641/AN3607/AN3586/AN3547/AN3506/AN7387/AN7146/AN7111/AN6985/AN7451/AN7468/AN7513/AN7564/AN7588/AN7600/AN7610/AN6279/AN6195/AN6126/AN6048/AN6014/AN5999/AN5991/AN5975/AN5939/AN5918/AN5886/AN10745/AN5823/AN6541/AN6555/AN10841/AN6643/AN6650/AN10844/AN6731/AN6824/AN6840/AN9339/AN9407/AN9408/AN1334/AN1277/AN1202/AN1052/AN1037/AN0936/AN0919/AN0918/AN10124/AN0807/AN0787/AN0780/AN0689/AN0688/AN0640/AN0609/AN0608/AN0607/AN0565/AN0554/AN0495/AN10081/AN0351/AN0285/AN0270/AN0232/AN0182/AN0170/AN0148/AN0067/AN0057/AN0034/AN9008/AN8978/AN8886/AN1414/AN1425/AN10197/AN1624/AN1778/AN1918/AN1923/AN1989/AN1993/AN2243/AN2248/AN2421/AN2435/AN2493/AN2506/AN2508/AN2509/AN2526/AN9148/AN9090/AN9083/AN9064/AN3396/AN2998/AN2944/AN2916/AN2914/AN2855/AN2815/AN2793/AN2742/AN8524/AN8553/AN8565/AN5134/AN5144/AN5200/AN5210/AN5218/AN5226/AN5669/AN5655/AN5651/AN5634/AN5626/AN5604/AN5589/AN5566/AN5525/AN5492/AN5447/AN5415
TRUE	TRUE	4	GO:0070085	glycosylation	8	8/1516	AN8226/AN4071/AN6857/AN0787/AN0210/AN9148/AN10709/AN5682
TRUE	TRUE	4	GO:0070988	demethylation	1	1/1516	AN1060
