hasPeak.An_sntB_20h_HA_1	hasPeak.An_sntB_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0030447	filamentous growth	122	122/2199	AN5020/AN4990/AN4987/AN4935/AN4915/AN4896/AN4745/AN4702/AN4667/AN4566/AN4515/AN4501/AN4479/AN4439/AN4419/AN4390/AN4376/AN4332/AN4310/AN8863/AN8842/AN8831/AN11098/AN8009/AN8269/AN10515/AN4189/AN4182/AN4080/AN4071/AN4042/AN3813/AN3795/AN3787/AN3735/AN3730/AN3719/AN3688/AN3642/AN10420/AN9492/AN7185/AN7077/AN7041/AN7030/AN7468/AN7572/AN7576/AN6330/AN6318/AN6317/AN6243/AN6195/AN6129/AN6064/AN10763/AN5918/AN5857/AN5836/AN5832/AN5803/AN6487/AN6505/AN6506/AN6541/AN6542/AN6566/AN6570/AN10841/AN6685/AN6688/AN6697/AN6731/AN10171/AN1226/AN1126/AN1069/AN1017/AN0863/AN0689/AN0664/AN0651/AN0640/AN0410/AN9450/AN0241/AN0170/AN0098/AN1416/AN1428/AN10191/AN1536/AN1539/AN1555/AN1628/AN10227/AN1800/AN1848/AN2009/AN2067/AN2130/AN2269/AN2523/AN3422/AN3416/AN3188/AN3113/AN3085/AN2852/AN2701/AN8414/AN5134/AN5200/AN5210/AN10709/AN5746/AN5740/AN5660/AN5651/AN5517/AN5457/AN5296
TRUE	TRUE	4	GO:0040008	regulation of growth	38	38/2199	AN5021/AN5020/AN4987/AN4745/AN4501/AN4479/AN4419/AN4310/AN8842/AN8269/AN4182/AN4171/AN3719/AN3688/AN7649/AN6195/AN6505/AN6570/AN1226/AN1069/AN1017/AN0689/AN0651/AN0170/AN0098/AN1416/AN10191/AN1539/AN10227/AN1800/AN2067/AN2290/AN3422/AN2855/AN2852/AN8414/AN5757/AN5341
TRUE	TRUE	4	GO:0044110	growth involved in symbiotic interaction	1	1/2199	AN8414
TRUE	TRUE	4	GO:0045926	negative regulation of growth	10	10/2199	AN4987/AN4745/AN4310/AN8269/AN6505/AN1226/AN1069/AN1017/AN0689/AN0170
TRUE	TRUE	4	GO:0045927	positive regulation of growth	14	14/2199	AN5020/AN4501/AN4479/AN4419/AN3719/AN3688/AN6570/AN0098/AN1416/AN10191/AN1800/AN2067/AN3422/AN8414
TRUE	TRUE	4	GO:0048589	developmental growth	5	5/2199	AN5020/AN4332/AN8842/AN6318/AN6317
TRUE	TRUE	4	GO:0043610	regulation of carbohydrate utilization	1	1/2199	AN1416
TRUE	TRUE	4	GO:0007059	chromosome segregation	19	19/2199	AN4969/AN4563/AN4360/AN9504/AN8187/AN4265/AN4182/AN3735/AN6508/AN1333/AN0410/AN0065/AN2141/AN11344/AN3468/AN3124/AN3067/AN2761/AN5406
TRUE	TRUE	4	GO:0007017	microtubule-based process	18	18/2199	AN4969/AN9504/AN4182/AN3589/AN7757/AN5934/AN6838/AN6875/AN1333/AN0651/AN0410/AN1475/AN2067/AN11344/AN3124/AN3062/AN2686/AN5116
TRUE	TRUE	4	GO:0000075	cell cycle checkpoint	10	10/2199	AN4969/AN4501/AN4360/AN3941/AN3735/AN7563/AN5822/AN0410/AN3067/AN5676
TRUE	TRUE	4	GO:0000920	septum digestion after cytokinesis	3	3/2199	AN4496/AN0988/AN10061
TRUE	TRUE	4	GO:0006457	protein folding	12	12/2199	AN4467/AN8605/AN8269/AN6089/AN6010/AN1069/AN0858/AN1950/AN2238/AN9095/AN2731/AN5129
TRUE	TRUE	4	GO:0007165	signal transduction	87	87/2199	AN5020/AN4987/AN4935/AN4915/AN10614/AN4745/AN4733/AN4702/AN4668/AN4501/AN4479/AN4447/AN4419/AN4369/AN4322/AN8842/AN8831/AN9504/AN8234/AN8269/AN4189/AN4182/AN4171/AN4113/AN3941/AN10442/AN3735/AN3719/AN3688/AN3607/AN7252/AN7030/AN6982/AN7513/AN7572/AN7576/AN7661/AN6249/AN6210/AN12017/AN5973/AN5893/AN5832/AN5822/AN6487/AN6566/AN6570/AN9397/AN1358/AN1334/AN10171/AN1283/AN1126/AN1017/AN0664/AN0655/AN0651/AN0449/AN0411/AN9008/AN10227/AN1800/AN1989/AN2005/AN2062/AN2067/AN2130/AN2269/AN2430/AN2555/AN2581/AN3422/AN3214/AN3102/AN2911/AN2761/AN2742/AN2740/AN5195/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5341/AN5296
TRUE	TRUE	4	GO:0006903	vesicle targeting	2	2/2199	AN6033/AN0411
TRUE	TRUE	4	GO:0006276	plasmid maintenance	2	2/2199	AN0802/AN2303
TRUE	TRUE	4	GO:0006928	movement of cell or subcellular component	5	5/2199	AN6875/AN1333/AN0651/AN1475/AN3124
TRUE	TRUE	4	GO:0006949	syncytium formation	16	16/2199	AN4702/AN8831/AN4264/AN4189/AN3719/AN7297/AN6125/AN1848/AN2269/AN3422/AN2701/AN5131/AN5169/AN5776/AN5458/AN5457
TRUE	TRUE	4	GO:0007049	cell cycle	116	116/2199	AN5028/AN4987/AN4984/AN4969/AN10610/AN4935/AN4896/AN10595/AN4667/AN4615/AN4566/AN4563/AN4501/AN4483/AN4419/AN4390/AN4365/AN4360/AN8831/AN9504/AN9500/AN8605/AN8187/AN8262/AN8270/AN4265/AN4182/AN4169/AN3941/AN3785/AN3739/AN3735/AN3729/AN3719/AN3607/AN7185/AN7077/AN6982/AN7513/AN7563/AN7572/AN7576/AN7657/AN6359/AN6243/AN6150/AN6070/AN10763/AN5836/AN5822/AN6505/AN6508/AN6542/AN6685/AN6688/AN9380/AN1333/AN10171/AN1096/AN1052/AN1017/AN0988/AN11891/AN0807/AN0733/AN0655/AN0651/AN0640/AN0582/AN0410/AN0363/AN0228/AN0226/AN0135/AN0098/AN0078/AN0065/AN10193/AN1536/AN1555/AN1848/AN2059/AN2067/AN2071/AN2126/AN2130/AN2141/AN2148/AN2269/AN2302/AN10306/AN11344/AN2505/AN9121/AN9113/AN3468/AN3422/AN3152/AN3148/AN3124/AN3067/AN2965/AN2919/AN2911/AN2761/AN2686/AN5156/AN5170/AN5195/AN5759/AN5740/AN5676/AN5579/AN5523/AN5517/AN5406
TRUE	TRUE	4	GO:0007154	cell communication	127	127/2199	AN5020/AN4987/AN4935/AN4915/AN10614/AN4745/AN4733/AN4702/AN4668/AN4501/AN4479/AN4462/AN4447/AN4419/AN4390/AN4369/AN4322/AN8842/AN8831/AN9504/AN8168/AN8234/AN8251/AN8262/AN8269/AN4255/AN4189/AN4182/AN4171/AN4113/AN4080/AN4042/AN3941/AN10442/AN3735/AN3719/AN3688/AN3675/AN3642/AN3607/AN3587/AN10420/AN7388/AN7252/AN9492/AN7030/AN6982/AN7468/AN7485/AN7513/AN7572/AN7576/AN7661/AN6400/AN6249/AN6210/AN6195/AN12017/AN6064/AN5973/AN5918/AN5893/AN5860/AN5832/AN5822/AN6487/AN6505/AN6566/AN6570/AN6731/AN9340/AN9397/AN1358/AN1334/AN10171/AN1283/AN1126/AN1017/AN0988/AN0664/AN0655/AN0651/AN0607/AN0554/AN0449/AN0411/AN0279/AN0241/AN10030/AN9008/AN1428/AN9515/AN10227/AN1800/AN1812/AN1989/AN2005/AN2062/AN2067/AN2130/AN2269/AN2430/AN2555/AN2581/AN3422/AN3214/AN3102/AN3085/AN10350/AN2944/AN2911/AN2903/AN2761/AN2742/AN2740/AN5195/AN5200/AN5210/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5604/AN5341/AN5296
TRUE	TRUE	4	GO:0007163	establishment or maintenance of cell polarity	36	36/2199	AN5020/AN4991/AN4987/AN4460/AN4171/AN3817/AN3787/AN3735/AN3675/AN7030/AN7576/AN5973/AN6542/AN6685/AN1334/AN1099/AN1017/AN0988/AN0821/AN0411/AN0410/AN0134/AN0078/AN1475/AN2067/AN2130/AN10396/AN3062/AN2968/AN2936/AN5116/AN5129/AN5195/AN10709/AN5740/AN5677
TRUE	TRUE	4	GO:0008219	cell death	11	11/2199	AN10614/AN4871/AN4758/AN4501/AN8269/AN4064/AN7513/AN6243/AN0394/AN8485/AN5712
TRUE	TRUE	4	GO:0019835	cytolysis	2	2/2199	AN10610/AN4695
TRUE	TRUE	4	GO:0016043	cellular component organization	246	246/2199	AN5020/AN11776/AN4987/AN4976/AN4969/AN10610/AN4915/AN10614/AN4899/AN4872/AN9526/AN4777/AN4742/AN4707/AN4697/AN4667/AN4655/AN4615/AN4566/AN4563/AN4552/AN4515/AN11910/AN4501/AN4475/AN4471/AN4419/AN4390/AN4388/AN4365/AN4360/AN4332/AN4295/AN8863/AN8856/AN8842/AN8834/AN8831/AN8824/AN8769/AN9504/AN8667/AN8605/AN8039/AN8170/AN8187/AN8211/AN8269/AN8274/AN4265/AN4218/AN4214/AN10515/AN4189/AN4182/AN4171/AN4034/AN3941/AN3914/AN3803/AN3785/AN3758/AN3735/AN3730/AN3729/AN3719/AN3688/AN3675/AN3644/AN3632/AN3587/AN7303/AN7297/AN7256/AN7250/AN7185/AN7103/AN7077/AN7030/AN7475/AN7511/AN7533/AN7567/AN7576/AN10949/AN7649/AN7657/AN7659/AN7729/AN7742/AN7757/AN6318/AN6317/AN6280/AN6243/AN6210/AN6195/AN6150/AN6149/AN6125/AN6089/AN6070/AN12017/AN6067/AN6034/AN6033/AN6010/AN5991/AN5981/AN10763/AN5960/AN5953/AN5934/AN5857/AN5822/AN5803/AN6487/AN6505/AN6508/AN6542/AN6554/AN6566/AN6567/AN6570/AN6685/AN6733/AN6838/AN9380/AN1358/AN1339/AN1334/AN1333/AN10171/AN1227/AN1226/AN1189/AN1085/AN1060/AN1017/AN0933/AN0821/AN0802/AN0771/AN0745/AN0734/AN0733/AN0697/AN0664/AN0655/AN0651/AN0643/AN0582/AN0411/AN0410/AN0351/AN0241/AN0239/AN10030/AN0228/AN0170/AN0135/AN0134/AN0133/AN0127/AN0098/AN0065/AN0056/AN8978/AN11152/AN10191/AN1475/AN10193/AN1555/AN1632/AN1760/AN1778/AN10237/AN1984/AN2011/AN2062/AN2067/AN2071/AN2072/AN2126/AN2141/AN2266/AN2302/AN10311/AN11344/AN2500/AN2508/AN2526/AN9113/AN9100/AN3470/AN3469/AN3468/AN3423/AN3422/AN3176/AN3152/AN3149/AN3148/AN3147/AN3124/AN3113/AN3071/AN3068/AN3067/AN3062/AN2995/AN11694/AN2965/AN2911/AN2885/AN2761/AN2731/AN2686/AN8485/AN5099/AN5116/AN5129/AN5131/AN5132/AN10634/AN10637/AN5768/AN5757/AN5752/AN5747/AN5746/AN5740/AN5724/AN5715/AN5681/AN5677/AN5651/AN5626/AN5607/AN5579/AN5525/AN5443/AN5406/AN5404/AN5351/AN5278
TRUE	TRUE	4	GO:0016458	gene silencing	18	18/2199	AN8039/AN8211/AN3730/AN7303/AN10763/AN6505/AN1226/AN0410/AN10191/AN1519/AN1984/AN2500/AN3468/AN3423/AN3071/AN3067/AN5747/AN5351
TRUE	TRUE	4	GO:0019725	cellular homeostasis	56	56/2199	AN4990/AN4987/AN4920/AN4814/AN4655/AN4332/AN8842/AN8830/AN8689/AN8029/AN8251/AN8271/AN4255/AN3681/AN3644/AN3607/AN3587/AN3581/AN7250/AN7185/AN7468/AN7567/AN10949/AN7661/AN7729/AN5856/AN6541/AN6566/AN1339/AN1189/AN1052/AN1017/AN0607/AN0471/AN0410/AN0351/AN0241/AN0176/AN0170/AN10019/AN1628/AN1950/AN2072/AN2130/AN2302/AN2508/AN2919/AN2911/AN2846/AN5132/AN5156/AN5757/AN5583/AN5563/AN5378/AN5341
TRUE	TRUE	4	GO:0022402	cell cycle process	106	106/2199	AN5028/AN4969/AN10610/AN4935/AN4896/AN4667/AN4615/AN4566/AN4563/AN4501/AN4483/AN4419/AN4390/AN4365/AN4360/AN8831/AN9504/AN8605/AN8187/AN8262/AN4265/AN4182/AN4169/AN3941/AN3785/AN3735/AN3729/AN3719/AN3607/AN7185/AN7077/AN6982/AN7513/AN7572/AN7576/AN7657/AN6359/AN6243/AN6150/AN6070/AN10763/AN5836/AN5822/AN6505/AN6508/AN6542/AN6685/AN6688/AN9380/AN1333/AN1052/AN1017/AN0988/AN11891/AN0807/AN0733/AN0655/AN0651/AN0640/AN0582/AN0410/AN0363/AN0228/AN0226/AN0135/AN0098/AN0078/AN0065/AN10193/AN1536/AN1555/AN1848/AN2059/AN2067/AN2071/AN2126/AN2130/AN2141/AN2148/AN2269/AN2302/AN10306/AN11344/AN2505/AN9121/AN9113/AN3468/AN3422/AN3152/AN3148/AN3124/AN3067/AN2965/AN2919/AN2911/AN2761/AN2686/AN5170/AN5195/AN5759/AN5740/AN5676/AN5579/AN5523/AN5517/AN5406
TRUE	TRUE	4	GO:0022406	membrane docking	4	4/2199	AN6210/AN0821/AN10061/AN9149
TRUE	TRUE	4	GO:0030029	actin filament-based process	25	25/2199	AN4501/AN8831/AN9504/AN4218/AN10515/AN4182/AN4171/AN3735/AN7567/AN7576/AN5981/AN5803/AN6542/AN6685/AN1339/AN0697/AN0655/AN0410/AN0135/AN2067/AN2126/AN2995/AN5768/AN5740/AN5677
TRUE	TRUE	4	GO:0032196	transposition	11	11/2199	AN4976/AN4335/AN8186/AN5956/AN10127/AN10066/AN0263/AN2269/AN3422/AN3048/AN10329
TRUE	TRUE	4	GO:0032940	secretion by cell	11	11/2199	AN4987/AN8769/AN6210/AN6195/AN6542/AN10061/AN1632/AN1950/AN2076/AN3470/AN5131
TRUE	TRUE	4	GO:0036166	phenotypic switching	3	3/2199	AN6505/AN1226/AN5740
TRUE	TRUE	4	GO:0043335	protein unfolding	2	2/2199	AN6010/AN0858
TRUE	TRUE	4	GO:0044764	multi-organism cellular process	37	37/2199	AN4935/AN4501/AN4483/AN4390/AN4182/AN3719/AN3688/AN7252/AN7041/AN7030/AN7533/AN6279/AN6129/AN10763/AN5973/AN5893/AN6487/AN6505/AN1339/AN1333/AN1017/AN0651/AN10030/AN0098/AN1475/AN10227/AN2011/AN2017/AN2062/AN2067/AN2130/AN2269/AN2430/AN2555/AN3422/AN2944/AN5517
TRUE	TRUE	4	GO:0048522	positive regulation of cellular process	126	126/2199	AN5028/AN5020/AN4987/AN4969/AN4935/AN4896/AN4667/AN4563/AN4558/AN11910/AN4501/AN4483/AN4419/AN10550/AN8741/AN9504/AN8605/AN8170/AN4189/AN4182/AN4080/AN3941/AN3919/AN3739/AN3729/AN3719/AN3688/AN3675/AN3607/AN3506/AN7252/AN7185/AN7077/AN7050/AN7030/AN7468/AN7542/AN7567/AN7572/AN7610/AN7661/AN7742/AN6330/AN6243/AN6230/AN6129/AN6010/AN5981/AN10763/AN5973/AN5893/AN5836/AN5803/AN6487/AN6505/AN6540/AN6566/AN6570/AN6685/AN6733/AN9397/AN1339/AN1303/AN10171/AN1283/AN1227/AN1052/AN1017/AN0988/AN0807/AN0689/AN0655/AN0651/AN0554/AN0410/AN0394/AN0363/AN0279/AN0241/AN0186/AN0170/AN0127/AN0056/AN9008/AN8978/AN8945/AN1425/AN10191/AN1518/AN1652/AN10227/AN1984/AN2011/AN2067/AN2126/AN2130/AN2269/AN2430/AN11344/AN2555/AN9121/AN9090/AN3468/AN3423/AN3422/AN3413/AN3224/AN3152/AN3102/AN3067/AN2996/AN2995/AN2965/AN2944/AN2911/AN2852/AN2761/AN2742/AN5752/AN5747/AN5740/AN5719/AN5676/AN5660/AN5651/AN5351
TRUE	TRUE	4	GO:0048523	negative regulation of cellular process	96	96/2199	AN5028/AN4987/AN4969/AN10610/AN4935/AN10614/AN4501/AN4500/AN4483/AN4360/AN4322/AN4295/AN8797/AN9504/AN8039/AN8129/AN8168/AN8211/AN8251/AN8262/AN4182/AN4034/AN3941/AN3919/AN3735/AN3730/AN3675/AN3607/AN3587/AN3506/AN7303/AN6982/AN7468/AN7513/AN7563/AN6243/AN6195/AN6082/AN6070/AN6067/AN5981/AN10763/AN5973/AN5893/AN5822/AN5803/AN6505/AN6733/AN1358/AN10171/AN1272/AN1227/AN1226/AN1052/AN1017/AN0988/AN0641/AN0410/AN0363/AN0241/AN10019/AN0082/AN0065/AN10191/AN1761/AN1800/AN1950/AN1984/AN2067/AN2126/AN2141/AN2290/AN2302/AN2430/AN2500/AN2555/AN9121/AN9113/AN3468/AN3423/AN3071/AN3067/AN2995/AN2965/AN2911/AN2742/AN2731/AN5129/AN5156/AN5170/AN5755/AN5747/AN5740/AN5676/AN5351/AN5341
TRUE	TRUE	4	GO:0048869	cellular developmental process	124	124/2199	AN5028/AN5021/AN5020/AN4987/AN10610/AN4935/AN4897/AN4871/AN4695/AN4674/AN4615/AN4566/AN4563/AN11910/AN4501/AN4419/AN4390/AN4332/AN8842/AN8741/AN9504/AN8605/AN8129/AN8262/AN4214/AN10515/AN4189/AN4169/AN3719/AN3688/AN3607/AN7250/AN7185/AN7030/AN7513/AN7542/AN7572/AN7576/AN7657/AN7757/AN6318/AN6317/AN6243/AN6230/AN6150/AN5893/AN5836/AN6505/AN6542/AN6566/AN6685/AN6731/AN9339/AN9380/AN1339/AN1334/AN1189/AN1052/AN1037/AN1017/AN0988/AN11891/AN0863/AN0807/AN0787/AN0733/AN0651/AN0641/AN0640/AN0410/AN0363/AN0279/AN0241/AN10030/AN0186/AN0134/AN0098/AN0082/AN0078/AN8945/AN1475/AN10193/AN1536/AN1539/AN1555/AN1632/AN1848/AN2009/AN2059/AN2067/AN2071/AN2130/AN2269/AN2421/AN10306/AN2505/AN2523/AN9121/AN3470/AN3422/AN3416/AN3152/AN3148/AN3113/AN2936/AN2919/AN2911/AN2742/AN2740/AN5119/AN5129/AN5131/AN5156/AN5170/AN5195/AN5759/AN5757/AN5755/AN5740/AN5660/AN5626/AN5579/AN5523/AN5296
TRUE	TRUE	4	GO:0050794	regulation of cellular process	352	352/2199	AN5028/AN5020/AN4987/AN4985/AN4984/AN4976/AN4969/AN10610/AN4935/AN4915/AN10614/AN4900/AN4896/AN4745/AN4744/AN4741/AN4733/AN4702/AN4668/AN4667/AN4563/AN4558/AN11910/AN4501/AN4500/AN4483/AN4479/AN4447/AN4443/AN4419/AN4369/AN4361/AN4360/AN10548/AN4335/AN10550/AN4329/AN10541/AN4324/AN4322/AN4315/AN4295/AN8842/AN8831/AN8797/AN8777/AN11112/AN8741/AN9504/AN8694/AN9500/AN8667/AN8655/AN8643/AN8636/AN8605/AN11099/AN11098/AN8590/AN7872/AN8039/AN8079/AN8125/AN8129/AN8164/AN8168/AN8170/AN8186/AN8211/AN8234/AN8251/AN8262/AN8269/AN4247/AN4214/AN4210/AN10515/AN4189/AN4182/AN4171/AN4113/AN4080/AN4034/AN3941/AN3919/AN3911/AN3835/AN3785/AN10467/AN10442/AN3739/AN3735/AN3730/AN3729/AN3719/AN3688/AN3684/AN3675/AN3607/AN3587/AN3581/AN3506/AN7332/AN7303/AN7297/AN7252/AN9492/AN10912/AN7190/AN7185/AN7103/AN7077/AN7050/AN7030/AN7012/AN6982/AN7468/AN7475/AN7507/AN7513/AN11753/AN7542/AN7563/AN7567/AN7572/AN7576/AN7610/AN7661/AN7700/AN7729/AN7742/AN6430/AN6392/AN6359/AN6330/AN6249/AN6243/AN6230/AN6210/AN6195/AN6129/AN6082/AN6070/AN12017/AN6067/AN6062/AN6010/AN5981/AN10763/AN5973/AN5955/AN5924/AN5898/AN5893/AN5870/AN5859/AN5849/AN5836/AN5832/AN5822/AN5803/AN6487/AN6505/AN6508/AN6540/AN6542/AN6566/AN6570/AN6684/AN6685/AN6733/AN6790/AN6837/AN6849/AN6858/AN9397/AN1402/AN1358/AN1339/AN1334/AN1303/AN10171/AN1283/AN1272/AN1227/AN1226/AN1217/AN1183/AN1126/AN1096/AN1094/AN1060/AN1052/AN1017/AN0988/AN11891/AN0928/AN0902/AN10128/AN0863/AN0807/AN10120/AN0766/AN0742/AN0733/AN0689/AN0680/AN0664/AN0655/AN0651/AN0641/AN0554/AN0449/AN0411/AN0410/AN0394/AN0364/AN0363/AN0279/AN0263/AN0241/AN0239/AN0186/AN0176/AN0170/AN0162/AN0148/AN0134/AN0127/AN10019/AN0098/AN0096/AN0082/AN0065/AN0056/AN9025/AN9008/AN8978/AN8945/AN8885/AN1414/AN1416/AN1425/AN10191/AN1475/AN10193/AN1518/AN1536/AN1652/AN1678/AN10227/AN1761/AN1800/AN1812/AN1848/AN1893/AN1924/AN1927/AN1950/AN1984/AN1989/AN2001/AN2005/AN2009/AN2011/AN2016/AN2020/AN2036/AN2059/AN2062/AN2067/AN2072/AN2126/AN2130/AN2141/AN2269/AN2290/AN2302/AN2375/AN2421/AN2430/AN11344/AN2500/AN11961/AN2555/AN2581/AN2597/AN9121/AN9113/AN11165/AN9095/AN9090/AN3468/AN3433/AN3423/AN3422/AN3413/AN3255/AN3250/AN3224/AN3214/AN10378/AN3152/AN3102/AN3075/AN3071/AN3067/AN11704/AN3048/AN2996/AN2995/AN2984/AN2965/AN2944/AN2911/AN2902/AN2855/AN2852/AN2846/AN2761/AN2742/AN2740/AN2731/AN8298/AN8414/AN8535/AN5119/AN5129/AN5131/AN5156/AN5170/AN5195/AN5218/AN5775/AN5768/AN5757/AN5755/AN5752/AN5747/AN5746/AN5740/AN5719/AN5677/AN5676/AN5660/AN5651/AN5607/AN5351/AN5349/AN5341/AN5296/AN5279
TRUE	TRUE	4	GO:0051301	cell division	27	27/2199	AN4667/AN4566/AN4501/AN4496/AN8831/AN9504/AN4182/AN3735/AN3729/AN7077/AN7576/AN6150/AN5934/AN5822/AN6542/AN6685/AN6688/AN0988/AN0655/AN0410/AN10061/AN0135/AN1713/AN2067/AN2126/AN5195/AN5740
TRUE	TRUE	4	GO:0051651	maintenance of location in cell	8	8/2199	AN4528/AN4501/AN7185/AN7757/AN5829/AN0607/AN5682/AN5579
TRUE	TRUE	4	GO:0051716	cellular response to stimulus	288	288/2199	AN5020/AN4987/AN4935/AN4915/AN10614/AN4897/AN4758/AN4745/AN4733/AN4707/AN4702/AN4695/AN4674/AN4668/AN4667/AN4615/AN4614/AN4587/AN4563/AN4558/AN4552/AN4501/AN4483/AN4479/AN4467/AN4462/AN4447/AN4439/AN4419/AN4390/AN4389/AN4376/AN4369/AN4365/AN4322/AN4310/AN4301/AN8863/AN8842/AN8837/AN8831/AN8805/AN9504/AN8692/AN8690/AN8643/AN7895/AN8168/AN8170/AN8234/AN8251/AN8262/AN8269/AN4283/AN4255/AN4189/AN4182/AN4171/AN4169/AN4159/AN4113/AN4080/AN4042/AN3954/AN3941/AN3829/AN3817/AN3793/AN3787/AN10442/AN3735/AN3729/AN3719/AN3688/AN3675/AN3644/AN3642/AN3607/AN3587/AN3581/AN10420/AN3506/AN7388/AN7303/AN7252/AN9492/AN7170/AN7146/AN7103/AN7030/AN6982/AN7468/AN7485/AN7513/AN7563/AN7567/AN7572/AN7576/AN10949/AN7657/AN7661/AN7729/AN7799/AN6400/AN6330/AN6318/AN6249/AN6243/AN6210/AN6207/AN12054/AN6195/AN6129/AN6118/AN6089/AN6070/AN12017/AN6064/AN6010/AN5999/AN5991/AN5985/AN5975/AN10763/AN5973/AN5918/AN5908/AN5893/AN5888/AN5886/AN5860/AN5832/AN5822/AN5803/AN6487/AN6505/AN6506/AN6542/AN6543/AN6566/AN6570/AN6696/AN6730/AN6731/AN6849/AN9339/AN9340/AN9397/AN9408/AN1396/AN1358/AN1339/AN1334/AN10171/AN1283/AN1274/AN1272/AN1189/AN1126/AN1085/AN1052/AN1037/AN1017/AN0988/AN0927/AN0858/AN0827/AN0797/AN0771/AN0766/AN0733/AN0664/AN0655/AN0651/AN0641/AN0607/AN0595/AN0582/AN0554/AN0451/AN0449/AN0411/AN0410/AN0408/AN0363/AN0351/AN0279/AN0241/AN0240/AN10030/AN0228/AN0179/AN0170/AN0158/AN0134/AN9008/AN1416/AN1428/AN1518/AN1519/AN1539/AN1547/AN1555/AN1624/AN10220/AN1632/AN1652/AN10227/AN1697/AN1769/AN1800/AN1812/AN1984/AN1989/AN2005/AN2011/AN2062/AN2067/AN2072/AN2099/AN2130/AN12476/AN2269/AN2300/AN2332/AN2430/AN2435/AN2503/AN2530/AN11961/AN2555/AN2581/AN11932/AN9090/AN3468/AN3422/AN3368/AN3214/AN3150/AN3113/AN3102/AN11705/AN3085/AN3067/AN2997/AN11694/AN2968/AN2962/AN2944/AN2919/AN2911/AN2903/AN2855/AN2846/AN2761/AN2742/AN2740/AN2731/AN8414/AN8489/AN8502/AN5119/AN5129/AN5131/AN5195/AN5200/AN5210/AN10709/AN5768/AN5757/AN5755/AN5747/AN5746/AN5740/AN5712/AN5677/AN5660/AN5604/AN5564/AN5563/AN5523/AN5493/AN5447/AN5404/AN5378/AN5341/AN5296/AN5278
TRUE	TRUE	4	GO:0061919	process utilizing autophagic mechanism	24	24/2199	AN4915/AN4666/AN4419/AN4189/AN3675/AN7572/AN6360/AN12017/AN1339/AN1334/AN10171/AN1126/AN1017/AN10030/AN0127/AN1632/AN1760/AN2076/AN9086/AN3470/AN2903/AN5131/AN10637/AN5442
TRUE	TRUE	4	GO:0071554	cell wall organization or biogenesis	60	60/2199	AN5076/AN4615/AN4566/AN4515/AN4501/AN4419/AN4390/AN10550/AN8842/AN8117/AN4234/AN4189/AN4169/AN3914/AN3730/AN3729/AN3719/AN7511/AN7533/AN7576/AN7610/AN7657/AN7700/AN6405/AN6318/AN6317/AN10763/AN6487/AN6542/AN6566/AN6664/AN6733/AN9380/AN1358/AN1189/AN1069/AN1017/AN0933/AN0241/AN11152/AN1555/AN1950/AN2062/AN2067/AN2269/AN2303/AN10311/AN2582/AN3422/AN3368/AN3294/AN3152/AN3148/AN3113/AN2984/AN11694/AN10709/AN5746/AN5740/AN5660
TRUE	TRUE	4	GO:0071804	cellular potassium ion transport	3	3/2199	AN8029/AN7250/AN1628
TRUE	TRUE	4	GO:0140029	exocytic process	1	1/2199	AN6210
TRUE	TRUE	4	GO:1990748	cellular detoxification	8	8/2199	AN4301/AN3581/AN7729/AN5918/AN0408/AN12476/AN3150/AN2846
TRUE	TRUE	4	GO:0043609	regulation of carbon utilization	3	3/2199	AN10550/AN7610/AN6195
TRUE	TRUE	4	GO:0006808	regulation of nitrogen utilization	8	8/2199	AN8667/AN8168/AN3675/AN1339/AN10019/AN0098/AN3255/AN2944
TRUE	TRUE	4	GO:0019676	ammonia assimilation cycle	3	3/2199	AN4376/AN4159/AN5134
TRUE	TRUE	4	GO:0045848	positive regulation of nitrogen utilization	1	1/2199	AN2944
TRUE	TRUE	4	GO:0000742	karyogamy involved in conjugation with cellular fusion	3	3/2199	AN1333/AN0651/AN2062
TRUE	TRUE	4	GO:0000743	nuclear migration involved in conjugation with cellular fusion	2	2/2199	AN0651/AN1475
TRUE	TRUE	4	GO:0003006	developmental process involved in reproduction	95	95/2199	AN5028/AN10610/AN4935/AN4878/AN4702/AN4667/AN4615/AN4566/AN4563/AN4501/AN4483/AN4479/AN4419/AN4390/AN8741/AN9504/AN8605/AN8262/AN10515/AN4189/AN4169/AN3813/AN3719/AN3607/AN7252/AN7185/AN7030/AN7513/AN7572/AN7657/AN7661/AN6243/AN6150/AN5836/AN6505/AN6542/AN6688/AN9380/AN9408/AN1402/AN1339/AN1189/AN1052/AN1017/AN0988/AN11891/AN0928/AN0863/AN0807/AN0733/AN0689/AN0651/AN0641/AN0640/AN0410/AN0363/AN9450/AN0279/AN0098/AN0082/AN0078/AN9008/AN10193/AN1536/AN1539/AN1555/AN1800/AN1848/AN2009/AN2059/AN2071/AN2269/AN2290/AN10306/AN2505/AN9121/AN3422/AN3416/AN3152/AN3148/AN3113/AN3036/AN2919/AN2742/AN2701/AN8547/AN5156/AN5170/AN5195/AN5759/AN5660/AN5651/AN5579/AN5523/AN5457
