hasPeak.An_sntB_20h_HA_1	hasPeak.An_sntB_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
FALSE	TRUE	2	GO:0051051	negative regulation of transport	1	1/1191	AN4279
FALSE	TRUE	2	GO:1903665	negative regulation of asexual reproduction	3	3/1191	AN4263/AN3913/AN3435
FALSE	TRUE	2	GO:1903828	negative regulation of cellular protein localization	2	2/1191	AN4279/AN5631
FALSE	TRUE	2	GO:1904950	negative regulation of establishment of protein localization	1	1/1191	AN4279
FALSE	TRUE	2	GO:0030155	regulation of cell adhesion	1	1/1191	AN2489
FALSE	TRUE	2	GO:0032879	regulation of localization	13	13/1191	AN4279/AN6978/AN7487/AN6341/AN6305/AN5824/AN6553/AN6578/AN1324/AN1089/AN0931/AN0295/AN5631
FALSE	TRUE	2	GO:0042752	regulation of circadian rhythm	6	6/1191	AN4279/AN6305/AN1485/AN1491/AN2129/AN3435
FALSE	TRUE	2	GO:0043900	regulation of multi-organism process	18	18/1191	AN4998/AN8044/AN8071/AN4263/AN3913/AN3583/AN7487/AN7743/AN6312/AN6305/AN5824/AN6578/AN10059/AN1661/AN2520/AN3441/AN3435/AN5791
FALSE	TRUE	2	GO:0044087	regulation of cellular component biogenesis	14	14/1191	AN4743/AN8282/AN6978/AN7487/AN10956/AN6305/AN1324/AN0106/AN1408/AN1558/AN2516/AN11175/AN5217/AN5686
FALSE	TRUE	2	GO:0048518	positive regulation of biological process	66	66/1191	AN4998/AN4936/AN4743/AN4546/AN4465/AN11131/AN8865/AN8847/AN8044/AN8182/AN8282/AN4263/AN3913/AN12478/AN3583/AN7104/AN6978/AN6975/AN7423/AN7487/AN10956/AN7602/AN7743/AN6312/AN6305/AN6293/AN5824/AN6553/AN6578/AN10854/AN6889/AN9315/AN10184/AN1324/AN1089/AN1039/AN0931/AN0914/AN0891/AN0808/AN0576/AN0388/AN0295/AN0106/AN9424/AN12473/AN1485/AN1546/AN1558/AN1661/AN11793/AN1922/AN1937/AN2213/AN2246/AN2489/AN2520/AN11175/AN3435/AN3369/AN2854/AN2755/AN5791/AN5722/AN5686/AN5529
FALSE	TRUE	2	GO:0048519	negative regulation of biological process	52	52/1191	AN10621/AN11773/AN4998/AN4997/AN4936/AN4546/AN4465/AN8282/AN8286/AN4279/AN4263/AN3913/AN3879/AN3725/AN10929/AN7007/AN6978/AN6975/AN10956/AN7545/AN7748/AN6305/AN6293/AN6221/AN6578/AN11250/AN1377/AN1191/AN1179/AN1170/AN1132/AN1039/AN1019/AN10059/AN0295/AN0253/AN0106/AN1485/AN1491/AN1546/AN2128/AN2143/AN2246/AN2426/AN2489/AN3441/AN3435/AN2854/AN5217/AN5686/AN5643/AN5631
FALSE	TRUE	2	GO:0048583	regulation of response to stimulus	25	25/1191	AN4998/AN4953/AN4546/AN3913/AN12478/AN3583/AN7028/AN6975/AN7487/AN7602/AN6305/AN6120/AN5824/AN1377/AN1170/AN0931/AN0891/AN0113/AN0112/AN12473/AN1661/AN11793/AN2246/AN2520/AN3438
FALSE	TRUE	2	GO:1903664	regulation of asexual reproduction	8	8/1191	AN4263/AN3913/AN6305/AN6578/AN10184/AN1661/AN1937/AN3435
FALSE	TRUE	2	GO:0006950	response to stress	75	75/1191	AN10621/AN4685/AN4678/AN8862/AN8713/AN8044/AN4279/AN4272/AN4271/AN3973/AN3913/AN3890/AN3879/AN12478/AN3725/AN3666/AN10434/AN3636/AN3592/AN3583/AN7104/AN7029/AN6975/AN7423/AN10956/AN6305/AN6293/AN6246/AN6496/AN6517/AN10854/AN9374/AN1232/AN1191/AN1131/AN1039/AN0931/AN0914/AN0757/AN0609/AN0432/AN0423/AN0295/AN0163/AN0138/AN0118/AN12473/AN1491/AN1546/AN1558/AN1731/AN1733/AN1932/AN2163/AN2212/AN2240/AN2246/AN2516/AN10415/AN3448/AN3441/AN3101/AN2798/AN10336/AN8540/AN5114/AN5159/AN5217/AN5635/AN5627/AN5574/AN5569/AN5529/AN5342/AN5324
FALSE	TRUE	2	GO:0009605	response to external stimulus	30	30/1191	AN4685/AN8044/AN3913/AN12478/AN10434/AN3636/AN3592/AN3583/AN7104/AN6305/AN6293/AN6221/AN6496/AN10854/AN1131/AN0609/AN0163/AN0118/AN12473/AN1491/AN1546/AN1731/AN1733/AN11793/AN2129/AN2246/AN2489/AN3441/AN8540/AN5635
FALSE	TRUE	2	GO:0009607	response to biotic stimulus	23	23/1191	AN4685/AN12465/AN8044/AN3913/AN12478/AN10434/AN3636/AN3583/AN7487/AN6305/AN6293/AN6496/AN10854/AN12408/AN1131/AN0891/AN0163/AN0118/AN12473/AN1418/AN1546/AN11793/AN2516
FALSE	TRUE	2	GO:0009628	response to abiotic stimulus	29	29/1191	AN4685/AN8862/AN8713/AN3913/AN3725/AN3592/AN3583/AN7104/AN6975/AN6293/AN6246/AN6517/AN1191/AN1039/AN0931/AN0423/AN1485/AN1491/AN1546/AN1558/AN2129/AN2246/AN3441/AN3435/AN5217/AN5635/AN5529/AN5342/AN5324
FALSE	TRUE	2	GO:0009719	response to endogenous stimulus	1	1/1191	AN6221
FALSE	TRUE	2	GO:0042221	response to chemical	61	61/1191	AN11773/AN4894/AN4478/AN4477/AN8847/AN8793/AN8078/AN11071/AN8273/AN4277/AN3973/AN3913/AN12478/AN3745/AN3725/AN3696/AN3598/AN7029/AN7487/AN7590/AN7743/AN6305/AN6293/AN6246/AN6221/AN5824/AN6923/AN1170/AN1131/AN0931/AN0914/AN0757/AN0687/AN0609/AN0432/AN0423/AN0316/AN0295/AN0137/AN1743/AN1932/AN10251/AN2047/AN10266/AN2210/AN2212/AN2240/AN2489/AN2520/AN3441/AN3435/AN3101/AN2854/AN5159/AN5791/AN5722/AN5643/AN5635/AN5632/AN5450/AN5324
FALSE	TRUE	2	GO:0031503	protein-containing complex localization	12	12/1191	AN3745/AN7182/AN6978/AN7487/AN11250/AN1245/AN1190/AN0843/AN0462/AN12473/AN2210/AN2213
FALSE	TRUE	2	GO:0033036	macromolecule localization	67	67/1191	AN11773/AN10622/AN4997/AN4951/AN4743/AN4685/AN4547/AN4416/AN8862/AN9460/AN8282/AN8286/AN11072/AN4279/AN4278/AN3745/AN10925/AN7182/AN7047/AN7029/AN6978/AN6975/AN7487/AN7602/AN6305/AN6258/AN5972/AN5915/AN5879/AN5824/AN5812/AN6553/AN11250/AN9396/AN1324/AN1245/AN1190/AN1179/AN1170/AN1089/AN1059/AN1014/AN0931/AN0906/AN0843/AN0576/AN0462/AN0295/AN0112/AN12473/AN10215/AN1892/AN2047/AN2143/AN2210/AN2477/AN3003/AN5100/AN5192/AN5217/AN5717/AN5632/AN5631/AN5588/AN5529/AN5519/AN5491
FALSE	TRUE	2	GO:0036214	contractile ring localization	1	1/1191	AN4278
FALSE	TRUE	2	GO:0051234	establishment of localization	161	161/1191	AN10622/AN4997/AN4951/AN4904/AN4890/AN4743/AN4706/AN4590/AN4547/AN4481/AN4478/AN4477/AN4417/AN4416/AN8862/AN8848/AN8828/AN8814/AN8791/AN7967/AN7972/AN8150/AN9460/AN8282/AN8286/AN4279/AN4277/AN4019/AN3915/AN3836/AN3745/AN3696/AN3579/AN10925/AN7286/AN7182/AN7167/AN7047/AN7029/AN7027/AN12060/AN6986/AN6978/AN7437/AN7487/AN7510/AN7545/AN7602/AN7603/AN7648/AN10982/AN10812/AN6443/AN6387/AN6344/AN6341/AN6340/AN6305/AN10804/AN6277/AN6258/AN11500/AN6107/AN6088/AN5972/AN5915/AN5879/AN10743/AN5824/AN6578/AN10845/AN6757/AN6782/AN6783/AN11250/AN6923/AN6960/AN11209/AN9342/AN9396/AN10178/AN1245/AN1190/AN1179/AN1174/AN1170/AN10155/AN1110/AN1109/AN1089/AN1073/AN1059/AN1014/AN0982/AN10135/AN0931/AN0906/AN0843/AN0576/AN0462/AN10075/AN0316/AN0295/AN0253/AN0252/AN0218/AN0118/AN0112/AN8955/AN8912/AN8889/AN8877/AN8874/AN12473/AN10215/AN1523/AN1558/AN1865/AN1875/AN1892/AN2043/AN2047/AN2128/AN10267/AN2210/AN2289/AN2465/AN2475/AN2477/AN2516/AN2518/AN9173/AN9107/AN3341/AN3304/AN3270/AN3254/AN3210/AN3105/AN3003/AN2977/AN9456/AN2814/AN8467/AN8540/AN5100/AN5140/AN5192/AN5217/AN5763/AN5742/AN5734/AN5717/AN5632/AN5627/AN5596/AN5588/AN5519/AN10662/AN5323/AN5302
FALSE	TRUE	2	GO:0051235	maintenance of location	8	8/1191	AN4951/AN4685/AN11072/AN4279/AN4278/AN5915/AN0576/AN5529
FALSE	TRUE	2	GO:0051641	cellular localization	80	80/1191	AN11773/AN4997/AN4951/AN4743/AN4706/AN4685/AN4547/AN4417/AN4416/AN8862/AN8828/AN9460/AN8282/AN8286/AN4279/AN4278/AN3745/AN10925/AN7182/AN7047/AN7029/AN6978/AN6975/AN7487/AN7545/AN7602/AN6340/AN6305/AN10804/AN6258/AN11500/AN5972/AN5915/AN5879/AN5824/AN5812/AN6553/AN11250/AN9396/AN1245/AN1190/AN1179/AN1170/AN1089/AN1059/AN10135/AN0931/AN0906/AN0843/AN0576/AN0462/AN0316/AN0295/AN0253/AN0118/AN0112/AN8874/AN12473/AN10215/AN1558/AN1875/AN1892/AN2047/AN2128/AN2143/AN2210/AN2516/AN2518/AN3003/AN5100/AN5217/AN5717/AN5686/AN5632/AN5631/AN5627/AN5588/AN5529/AN5519/AN5491
FALSE	TRUE	2	GO:0061842	microtubule organizing center localization	1	1/1191	AN4417
FALSE	TRUE	2	GO:0051707	response to other organism	6	6/1191	AN3913/AN12478/AN3583/AN1131/AN12473/AN11793
FALSE	TRUE	2	GO:0044419	interspecies interaction between organisms	21	21/1191	AN4685/AN3913/AN12478/AN3583/AN7487/AN6305/AN6293/AN6496/AN10184/AN1131/AN0912/AN0609/AN0576/AN0253/AN12473/AN1418/AN1502/AN11793/AN2516/AN3441/AN5519
FALSE	TRUE	2	GO:0051703	intraspecies interaction between organisms	3	3/1191	AN3913/AN6305/AN12437
FALSE	TRUE	2	GO:0098630	aggregation of unicellular organisms	1	1/1191	AN3441
FALSE	TRUE	2	GO:0050789	regulation of biological process	183	183/1191	AN10621/AN11773/AN4998/AN4997/AN4972/AN4953/AN4936/AN4837/AN4795/AN4743/AN4685/AN12465/AN4546/AN4521/AN4465/AN11131/AN8865/AN8862/AN8847/AN8827/AN7951/AN8035/AN8044/AN8071/AN8111/AN8182/AN8273/AN8282/AN8286/AN4279/AN4263/AN4175/AN10504/AN3973/AN3913/AN3879/AN3863/AN3840/AN12478/AN3769/AN3768/AN10444/AN3725/AN3683/AN10436/AN3637/AN3598/AN3583/AN10929/AN10911/AN7118/AN7104/AN7028/AN7007/AN6978/AN6975/AN7423/AN7438/AN7487/AN10956/AN7545/AN7602/AN7743/AN7748/AN7819/AN6396/AN6341/AN6312/AN6305/AN6293/AN6258/AN6221/AN6120/AN6091/AN5824/AN6553/AN6578/AN6820/AN6832/AN10854/AN6889/AN11250/AN9293/AN9315/AN9373/AN9395/AN10184/AN1377/AN1324/AN1232/AN1191/AN1179/AN1170/AN1132/AN1089/AN1039/AN1019/AN0931/AN0914/AN0891/AN0808/AN0748/AN0576/AN0440/AN0388/AN10059/AN0316/AN0295/AN0253/AN0197/AN0163/AN0138/AN0118/AN0113/AN0112/AN0106/AN8930/AN8902/AN8894/AN9424/AN12473/AN1406/AN1408/AN1485/AN1491/AN1546/AN1558/AN1661/AN11793/AN1867/AN1922/AN1937/AN2025/AN2047/AN2128/AN2129/AN2143/AN2213/AN2229/AN2246/AN12120/AN2422/AN2426/AN2489/AN2516/AN2520/AN9141/AN11175/AN9096/AN3449/AN3448/AN3441/AN3438/AN3435/AN3369/AN3356/AN3269/AN3101/AN2947/AN2905/AN2901/AN2854/AN2850/AN2848/AN10336/AN2755/AN8426/AN8473/AN5133/AN5217/AN5797/AN5791/AN5722/AN5717/AN5691/AN5686/AN5643/AN5631/AN5627/AN5588/AN5569/AN5529/AN5342
FALSE	TRUE	2	GO:0065008	regulation of biological quality	49	49/1191	AN10622/AN4953/AN4951/AN4743/AN4685/AN12465/AN4546/AN4478/AN8862/AN8791/AN8078/AN8286/AN11072/AN4279/AN4278/AN3973/AN3913/AN10444/AN7182/AN6975/AN7423/AN7487/AN7666/AN6305/AN6293/AN10804/AN6268/AN6107/AN5915/AN10855/AN6923/AN1324/AN1198/AN1191/AN0576/AN0316/AN0106/AN12473/AN1485/AN1558/AN1661/AN2477/AN2489/AN2516/AN3435/AN2977/AN5100/AN5686/AN5529
FALSE	TRUE	2	GO:0065009	regulation of molecular function	19	19/1191	AN4998/AN4953/AN4465/AN8828/AN8182/AN3725/AN11500/AN6553/AN0931/AN0295/AN9424/AN1485/AN2143/AN2246/AN2520/AN5125/AN5217/AN5722/AN5686
FALSE	TRUE	2	GO:0044085	cellular component biogenesis	85	85/1191	AN11773/AN10622/AN4997/AN4894/AN4743/AN4706/AN11975/AN4601/AN4417/AN4298/AN8870/AN8862/AN8848/AN8182/AN8282/AN8286/AN11072/AN8293/AN3745/AN3696/AN6978/AN7487/AN10956/AN7526/AN7545/AN7561/AN7748/AN6374/AN6340/AN10800/AN6305/AN6297/AN6202/AN11500/AN6561/AN6585/AN11250/AN1324/AN10178/AN1245/AN1175/AN0843/AN0816/AN0685/AN0465/AN0462/AN0447/AN0316/AN0118/AN0113/AN0106/AN0092/AN8874/AN12473/AN1407/AN1408/AN1469/AN1486/AN1558/AN1798/AN1875/AN1937/AN2047/AN10261/AN2128/AN2155/AN2210/AN2213/AN2426/AN2516/AN2520/AN11175/AN9062/AN3313/AN3112/AN2886/AN2759/AN5217/AN5702/AN5686/AN5643/AN5619/AN5529/AN5518/AN5491
FALSE	TRUE	2	GO:0009407	toxin catabolic process	1	1/1191	AN8078
TRUE	FALSE	3	GO:0019953	sexual reproduction	22	22/732	AN4570/AN4407/AN8825/AN8672/AN11055/AN4238/AN4052/AN7169/AN10902/AN6892/AN1267/AN1222/AN0721/AN0182/AN0055/AN10223/AN2412/AN2419/AN3387/AN3090/AN2862/AN5614
TRUE	FALSE	3	GO:0019954	asexual reproduction	16	16/732	AN4723/AN4570/AN8825/AN4270/AN4238/AN7464/AN7687/AN6920/AN1267/AN10148/AN0721/AN0182/AN0055/AN2412/AN3129/AN2687
TRUE	FALSE	3	GO:0022414	reproductive process	33	33/732	AN4570/AN4407/AN8825/AN8672/AN11055/AN4238/AN4096/AN4052/AN3946/AN7169/AN10902/AN7464/AN7698/AN6892/AN1267/AN1222/AN10148/AN0721/AN0182/AN0126/AN0091/AN0055/AN10223/AN1797/AN1844/AN2172/AN2412/AN2419/AN3387/AN3090/AN2862/AN2667/AN5614
TRUE	FALSE	3	GO:0032505	reproduction of a single-celled organism	10	10/732	AN4407/AN11055/AN4270/AN10902/AN1267/AN0182/AN2412/AN2419/AN3090/AN5614
TRUE	FALSE	3	GO:0055114	oxidation-reduction process	67	67/732	AN4888/AN4792/AN4774/AN4770/AN4755/AN4723/AN4592/AN4569/AN8815/AN7922/AN8041/AN8199/AN8206/AN11055/AN8283/AN10527/AN4135/AN4050/AN3958/AN3638/AN7399/AN7169/AN6973/AN7632/AN7708/AN11008/AN7832/AN6407/AN6390/AN6386/AN10793/AN6045/AN6023/AN5846/AN6787/AN1301/AN1007/AN1006/AN1003/AN0818/AN0773/AN0628/AN8979/AN8907/AN1510/AN1541/AN1676/AN10223/AN1794/AN1901/AN1915/AN2286/AN10290/AN10296/AN2414/AN2506/AN11347/AN2583/AN9066/AN3394/AN3208/AN2704/AN2648/AN8346/AN8406/AN5148/AN5257
TRUE	FALSE	3	GO:0006807	nitrogen compound metabolic process	197	197/732	AN12280/AN5011/AN4889/AN4888/AN4818/AN4785/AN4775/AN4774/AN10593/AN4770/AN4731/AN4730/AN4727/AN4723/AN4592/AN4591/AN4583/AN4571/AN4570/AN10557/AN4452/AN4407/AN4401/AN4384/AN8858/AN8825/AN8815/AN8794/AN11124/AN8691/AN7896/AN7923/AN8019/AN8041/AN8192/AN8199/AN8205/AN8226/AN11055/AN8241/AN4250/AN10535/AN4238/AN10527/AN4215/AN4134/AN4096/AN4093/AN4035/AN3986/AN3957/AN3947/AN3946/AN3928/AN10491/AN10475/AN3868/AN3867/AN3832/AN3756/AN3755/AN3753/AN3708/AN3663/AN11722/AN10451/AN3603/AN7358/AN10914/AN7189/AN7159/AN10880/AN7035/AN7436/AN7459/AN7465/AN7508/AN10963/AN7632/AN10991/AN7722/AN7723/AN7752/AN7753/AN6390/AN6115/AN6083/AN9470/AN10761/AN5906/AN5867/AN5823/AN5820/AN6568/AN6569/AN6644/AN6645/AN6846/AN6892/AN6893/AN6920/AN6921/AN11222/AN1348/AN9516/AN1266/AN1265/AN1255/AN1222/AN1162/AN10164/AN1007/AN1006/AN0885/AN0871/AN0818/AN0817/AN0814/AN0670/AN0667/AN0533/AN10083/AN10080/AN0235/AN0224/AN0202/AN0182/AN0126/AN0094/AN0091/AN9024/AN8979/AN8918/AN8883/AN1554/AN1675/AN1720/AN1722/AN1745/AN1844/AN1859/AN1915/AN1923/AN1992/AN2046/AN2119/AN2136/AN2172/AN2270/AN2276/AN2285/AN2286/AN10290/AN10294/AN10299/AN2412/AN2415/AN2437/AN2440/AN2506/AN2509/AN11347/AN2549/AN2583/AN11185/AN11169/AN9065/AN3450/AN3321/AN3280/AN3216/AN3181/AN10367/AN3144/AN3129/AN3116/AN3090/AN3050/AN10351/AN2910/AN2764/AN2763/AN12316/AN2667/AN8345/AN8346/AN12256/AN5220/AN10718/AN10708/AN5732/AN5731/AN5694/AN5668/AN5586/AN5444/AN5299
TRUE	FALSE	3	GO:0009056	catabolic process	48	48/732	AN12280/AN4785/AN4775/AN4731/AN4723/AN4591/AN8755/AN8691/AN7950/AN8041/AN11055/AN8241/AN4238/AN4035/AN3957/AN3756/AN11722/AN10880/AN7436/AN7459/AN7464/AN7632/AN7708/AN6390/AN6115/AN9470/AN6893/AN6920/AN10164/AN0814/AN0494/AN0235/AN0182/AN0034/AN8979/AN1675/AN1923/AN2270/AN2437/AN2509/AN2583/AN9066/AN3450/AN2910/AN2764/AN10708/AN5694/AN5668
TRUE	FALSE	3	GO:0009058	biosynthetic process	154	154/732	AN5011/AN4923/AN4888/AN4818/AN4785/AN4774/AN10593/AN4770/AN4757/AN4730/AN4727/AN4723/AN4592/AN4591/AN4571/AN4570/AN4569/AN10557/AN4452/AN4407/AN4401/AN4384/AN8858/AN8825/AN7896/AN7900/AN7923/AN8041/AN8199/AN8226/AN8283/AN4250/AN10535/AN4238/AN10527/AN4135/AN4134/AN4096/AN4035/AN3986/AN3957/AN3928/AN10491/AN10475/AN3868/AN3832/AN3753/AN3663/AN11722/AN3639/AN3638/AN7358/AN10914/AN7189/AN7169/AN6973/AN7459/AN7508/AN7625/AN7632/AN10991/AN7722/AN7723/AN11008/AN7752/AN7753/AN6083/AN10761/AN5867/AN5823/AN5820/AN5818/AN6568/AN6569/AN6644/AN6645/AN6846/AN6921/AN11222/AN1348/AN9516/AN1265/AN1255/AN1222/AN1162/AN1036/AN0913/AN0885/AN0871/AN0817/AN0670/AN0667/AN0533/AN10083/AN10080/AN0231/AN0202/AN0182/AN0094/AN0091/AN8979/AN8918/AN8907/AN8883/AN1554/AN1720/AN1722/AN1745/AN1844/AN1859/AN1860/AN1901/AN1915/AN1923/AN1999/AN2046/AN2136/AN2172/AN2270/AN2276/AN2285/AN2286/AN10290/AN10294/AN2415/AN2509/AN2549/AN2583/AN11185/AN11169/AN9065/AN3450/AN3307/AN3280/AN3216/AN10367/AN3116/AN3050/AN2955/AN2764/AN2763/AN12316/AN2667/AN8345/AN8346/AN8369/AN5220/AN10718/AN5731/AN5591/AN5586/AN10682/AN5444/AN5299
TRUE	FALSE	3	GO:0009892	negative regulation of metabolic process	20	20/732	AN4571/AN4570/AN4407/AN8858/AN8691/AN11722/AN7723/AN7753/AN6892/AN6893/AN1255/AN10164/AN0235/AN0091/AN1859/AN2172/AN2285/AN2437/AN3450/AN5694
TRUE	FALSE	3	GO:0009893	positive regulation of metabolic process	19	19/732	AN4785/AN4570/AN8858/AN7896/AN4238/AN6569/AN6893/AN6921/AN1265/AN0817/AN0202/AN0182/AN1844/AN2172/AN2285/AN9065/AN3116/AN3090/AN10682
TRUE	FALSE	3	GO:0019222	regulation of metabolic process	75	75/732	AN4818/AN4785/AN4571/AN4570/AN4407/AN8858/AN8825/AN8691/AN7896/AN7923/AN4238/AN4134/AN4096/AN4035/AN3986/AN10491/AN3868/AN3755/AN11722/AN7189/AN7459/AN7508/AN7723/AN7753/AN6115/AN10761/AN6568/AN6569/AN6846/AN6892/AN6893/AN6921/AN11222/AN9516/AN1265/AN1255/AN1162/AN10164/AN0885/AN0817/AN0533/AN10083/AN0235/AN0202/AN0182/AN0091/AN8918/AN1720/AN1844/AN1859/AN2046/AN2136/AN2172/AN2270/AN2276/AN2285/AN10294/AN2437/AN11185/AN11169/AN9065/AN3450/AN3280/AN3216/AN3116/AN3090/AN3050/AN2763/AN2667/AN8345/AN8346/AN5220/AN5694/AN10682/AN5299
TRUE	FALSE	3	GO:0019748	secondary metabolic process	16	16/732	AN4888/AN4570/AN7896/AN7900/AN8199/AN7169/AN5823/AN5820/AN1036/AN10080/AN0231/AN1844/AN2549/AN3394/AN3307/AN8346
TRUE	FALSE	3	GO:0032259	methylation	7	7/732	AN4570/AN8825/AN10451/AN3603/AN7723/AN1255/AN0091
TRUE	FALSE	3	GO:0042440	pigment metabolic process	8	8/732	AN4774/AN4250/AN3663/AN7752/AN0231/AN1722/AN1915/AN3307
TRUE	FALSE	3	GO:0044237	cellular metabolic process	233	233/732	AN12280/AN5011/AN4923/AN4889/AN4888/AN4818/AN4785/AN4775/AN4774/AN10593/AN4770/AN4757/AN4755/AN4731/AN4730/AN4727/AN4723/AN4592/AN4591/AN4583/AN4571/AN4570/AN4569/AN10557/AN4452/AN4407/AN4401/AN4384/AN8858/AN8825/AN8815/AN8794/AN8755/AN11124/AN8691/AN7896/AN7923/AN8019/AN8041/AN8192/AN8199/AN8205/AN8226/AN11055/AN8233/AN8241/AN8283/AN4250/AN10535/AN4238/AN10527/AN4215/AN4135/AN4134/AN4096/AN4093/AN4052/AN4035/AN3986/AN3957/AN3947/AN3946/AN3928/AN10491/AN10475/AN3868/AN3867/AN3832/AN3756/AN3755/AN3753/AN3708/AN3663/AN11722/AN10451/AN3639/AN3638/AN3603/AN3524/AN7358/AN10914/AN7189/AN7169/AN10880/AN6973/AN7436/AN7459/AN7464/AN7465/AN7508/AN10963/AN7625/AN7632/AN10991/AN7722/AN7723/AN11008/AN7752/AN7753/AN6390/AN6255/AN6115/AN6083/AN6045/AN9470/AN10761/AN5906/AN5867/AN5823/AN5820/AN5818/AN6568/AN6569/AN6644/AN6645/AN6846/AN6892/AN6893/AN6920/AN6921/AN10864/AN11222/AN9297/AN1348/AN9516/AN1301/AN1266/AN1265/AN1255/AN1222/AN1162/AN10164/AN1036/AN1007/AN1006/AN1003/AN0913/AN0885/AN0871/AN0818/AN0817/AN0814/AN0670/AN0667/AN0533/AN10083/AN0494/AN10080/AN0254/AN0235/AN0231/AN0202/AN0182/AN0126/AN0094/AN0091/AN0034/AN9024/AN8979/AN8918/AN8907/AN8883/AN1554/AN1612/AN1675/AN1720/AN1722/AN1745/AN1844/AN1859/AN1860/AN1901/AN1915/AN1923/AN1992/AN1999/AN2046/AN2119/AN2136/AN2172/AN2270/AN2276/AN2285/AN2286/AN10290/AN10294/AN10299/AN2412/AN2414/AN2415/AN2437/AN2440/AN2506/AN2509/AN11347/AN2549/AN2583/AN11185/AN11169/AN9066/AN9065/AN3450/AN3307/AN3280/AN3216/AN3181/AN10367/AN3144/AN3129/AN3116/AN3090/AN3050/AN2951/AN2910/AN2764/AN2763/AN12316/AN2667/AN8345/AN8346/AN12256/AN5148/AN5220/AN10718/AN10708/AN5732/AN5731/AN5694/AN5668/AN5586/AN10682/AN5444/AN5299
TRUE	FALSE	3	GO:0044238	primary metabolic process	207	207/732	AN5011/AN4923/AN4889/AN4888/AN4818/AN4785/AN4775/AN4774/AN10593/AN4770/AN4731/AN4730/AN4727/AN4723/AN4592/AN4591/AN4583/AN4571/AN4570/AN10557/AN4452/AN4407/AN4401/AN8858/AN8825/AN8815/AN8794/AN8755/AN11124/AN8691/AN7896/AN7923/AN7950/AN8019/AN8041/AN8192/AN8205/AN8226/AN11055/AN8233/AN8241/AN8283/AN10535/AN4238/AN4135/AN4134/AN4096/AN4093/AN4052/AN4035/AN3986/AN3957/AN3947/AN3946/AN10491/AN10475/AN3868/AN3867/AN3832/AN3756/AN3755/AN3753/AN3708/AN11722/AN10451/AN3638/AN3603/AN3524/AN7358/AN7189/AN7159/AN10880/AN7035/AN6973/AN7436/AN7459/AN7465/AN7508/AN10963/AN7625/AN7632/AN7708/AN7722/AN7723/AN11008/AN7753/AN6407/AN6390/AN6128/AN6083/AN5976/AN9470/AN10761/AN5906/AN5867/AN5823/AN5820/AN5818/AN6568/AN6569/AN6787/AN6846/AN6892/AN6893/AN6920/AN6921/AN9241/AN11222/AN9297/AN1348/AN9516/AN1266/AN1265/AN1255/AN1222/AN1162/AN10164/AN1003/AN0913/AN0885/AN0871/AN0818/AN0817/AN0814/AN0667/AN0533/AN10083/AN0494/AN0235/AN0224/AN0202/AN0182/AN0126/AN0094/AN0091/AN0034/AN9024/AN8979/AN8918/AN8907/AN8883/AN1554/AN1675/AN1720/AN1745/AN1794/AN1844/AN1859/AN1901/AN1923/AN1992/AN2046/AN2119/AN2136/AN2172/AN2270/AN2276/AN2285/AN2286/AN10294/AN10299/AN2412/AN2415/AN2437/AN2440/AN2506/AN2509/AN11347/AN2549/AN2583/AN11185/AN11169/AN9065/AN3450/AN3321/AN3318/AN3309/AN3307/AN3280/AN3216/AN3181/AN10367/AN3144/AN3129/AN3116/AN3090/AN3050/AN10351/AN2951/AN2910/AN2764/AN2763/AN12316/AN2667/AN8345/AN12256/AN5220/AN10708/AN5732/AN5731/AN5694/AN5668/AN5586/AN10682/AN5444/AN5414/AN5299
TRUE	FALSE	3	GO:0044281	small molecule metabolic process	82	82/732	AN4923/AN4888/AN4785/AN4774/AN10593/AN4770/AN4757/AN4727/AN4592/AN4591/AN4569/AN4401/AN4384/AN8815/AN8755/AN11124/AN8019/AN8041/AN8283/AN4135/AN3957/AN3928/AN10475/AN3708/AN3638/AN3524/AN7358/AN6973/AN7436/AN7459/AN7625/AN7632/AN10991/AN7708/AN7722/AN11008/AN6390/AN6115/AN9470/AN5867/AN5823/AN5820/AN6644/AN6645/AN9297/AN1222/AN1036/AN1007/AN1006/AN1003/AN0670/AN0667/AN0235/AN0202/AN0182/AN0034/AN8979/AN8907/AN1612/AN1745/AN1844/AN1860/AN1901/AN1923/AN1999/AN2286/AN10290/AN10299/AN2440/AN2506/AN2509/AN11347/AN2583/AN9066/AN2951/AN2910/AN12316/AN12256/AN10718/AN5731/AN5586/AN5444
TRUE	FALSE	3	GO:0070085	glycosylation	5	5/732	AN4727/AN8226/AN0667/AN10367/AN5586
