hasPeak.An_kdmB_20h_HA_1	hasPeak.An_kdmB_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	FALSE	3	GO:0006807	nitrogen compound metabolic process	243	243/841	AN5014/AN4940/AN4889/AN4888/AN4887/AN4793/AN4785/AN4775/AN4774/AN10586/AN4736/AN4731/AN4730/AN4727/AN4592/AN4591/AN4525/AN11910/AN4489/AN4464/AN4447/AN4430/AN4399/AN4394/AN4377/AN4367/AN11131/AN8861/AN8858/AN8844/AN11124/AN8754/AN8691/AN7923/AN7994/AN8019/AN8041/AN8073/AN8205/AN8241/AN8276/AN8285/AN4258/AN10527/AN4215/AN4160/AN12101/AN4134/AN4118/AN4093/AN4086/AN4015/AN3957/AN3954/AN3947/AN3946/AN10491/AN3879/AN10472/AN10475/AN11419/AN3832/AN3830/AN11411/AN3708/AN3686/AN10436/AN10434/AN3603/AN3581/AN3499/AN12246/AN7278/AN7274/AN9492/AN10910/AN10914/AN7189/AN10880/AN7003/AN7422/AN7423/AN7436/AN7459/AN10956/AN7542/AN7632/AN7681/AN7683/AN7704/AN7752/AN7753/AN6430/AN6368/AN6283/AN6276/AN6231/AN6119/AN6092/AN5996/AN5994/AN9470/AN5960/AN5959/AN5953/AN5952/AN5875/AN5868/AN5861/AN5859/AN5820/AN5806/AN6500/AN6505/AN6542/AN6594/AN6644/AN6645/AN6758/AN6790/AN6898/AN9395/AN1376/AN1368/AN1367/AN9516/AN1272/AN1266/AN1246/AN1227/AN1226/AN1222/AN1162/AN1071/AN1007/AN1006/AN0893/AN0885/AN0840/AN0839/AN0818/AN0814/AN0809/AN0808/AN0745/AN0713/AN0662/AN0433/AN0357/AN0304/AN10063/AN0271/AN0235/AN0134/AN0133/AN0111/AN0094/AN0092/AN9047/AN9420/AN9424/AN12473/AN10193/AN1488/AN1523/AN1722/AN1802/AN1824/AN1832/AN1915/AN1964/AN1967/AN10237/AN1986/AN2119/AN2147/AN2148/AN2172/AN2286/AN2298/AN2301/AN2304/AN2306/AN10290/AN2316/AN10294/AN2437/AN2440/AN2450/AN2451/AN2481/AN11347/AN2549/AN2555/AN2615/AN9236/AN11185/AN11169/AN9065/AN3464/AN3462/AN10415/AN3450/AN10393/AN3321/AN3280/AN3278/AN3156/AN10367/AN3118/AN3116/AN3101/AN3059/AN11704/AN3058/AN3050/AN2967/AN2873/AN2848/AN2761/AN10334/AN2667/AN2666/AN8346/AN8431/AN8491/AN5105/AN5114/AN5211/AN5220/AN5758/AN5732/AN5731/AN5726/AN5694/AN5688/AN5643/AN5613/AN5586/AN5529/AN5497/AN5442/AN5299
TRUE	FALSE	3	GO:0009056	catabolic process	64	64/841	AN4785/AN4775/AN4731/AN4591/AN4336/AN8861/AN8844/AN8755/AN8691/AN11045/AN8041/AN8241/AN8276/AN4014/AN3957/AN3954/AN3879/AN3830/AN7278/AN10880/AN7422/AN7436/AN7459/AN10956/AN7632/AN7704/AN7708/AN6360/AN6211/AN6093/AN9470/AN5952/AN6898/AN1246/AN1226/AN1148/AN1126/AN0814/AN0271/AN0235/AN11143/AN8874/AN10190/AN1488/AN10213/AN2148/AN2304/AN2437/AN2481/AN2555/AN9066/AN3450/AN3441/AN3388/AN3118/AN3059/AN2761/AN2666/AN5105/AN10637/AN5694/AN5613/AN5491/AN5442
TRUE	FALSE	3	GO:0009058	biosynthetic process	187	187/841	AN5014/AN4888/AN4887/AN4793/AN4785/AN4774/AN4757/AN10586/AN4730/AN4727/AN4592/AN4591/AN11910/AN4489/AN4464/AN4447/AN4430/AN4394/AN4377/AN4367/AN11131/AN8861/AN8858/AN8754/AN7923/AN7994/AN8041/AN8276/AN8283/AN8285/AN4258/AN10527/AN4160/AN12101/AN4135/AN4134/AN4118/AN4086/AN4015/AN3957/AN3954/AN10491/AN3879/AN10472/AN10475/AN11419/AN3832/AN3830/AN11411/AN10436/AN3639/AN3638/AN12246/AN7274/AN9492/AN10910/AN10914/AN7189/AN7003/AN7423/AN7459/AN10956/AN7542/AN7632/AN7681/AN7683/AN11008/AN7752/AN7753/AN6443/AN6430/AN6429/AN6368/AN6283/AN6276/AN6231/AN10779/AN5996/AN5960/AN5959/AN5953/AN5952/AN5868/AN5861/AN5859/AN5820/AN5818/AN5806/AN6500/AN6505/AN6506/AN6542/AN6594/AN6644/AN6645/AN6790/AN6874/AN9249/AN9395/AN9407/AN1376/AN1368/AN9516/AN1272/AN1246/AN1227/AN1226/AN1222/AN1162/AN0893/AN0885/AN0840/AN0839/AN0809/AN0713/AN0662/AN0433/AN0304/AN10063/AN0271/AN0231/AN0094/AN9047/AN8907/AN12473/AN1488/AN12452/AN10213/AN1523/AN1722/AN1824/AN1901/AN1915/AN1964/AN1967/AN2148/AN2172/AN2286/AN2301/AN10290/AN2314/AN10294/AN2481/AN2549/AN2615/AN9236/AN11185/AN11169/AN9065/AN3462/AN3450/AN3441/AN10393/AN3307/AN3280/AN3278/AN3156/AN10367/AN3116/AN3101/AN3059/AN11704/AN3058/AN3050/AN2955/AN2873/AN2761/AN10334/AN2667/AN8346/AN8369/AN8431/AN5105/AN5114/AN5193/AN5220/AN5758/AN5731/AN5726/AN5688/AN5643/AN5600/AN5586/AN10682/AN5497/AN5442/AN5299
TRUE	FALSE	3	GO:0009892	negative regulation of metabolic process	24	24/841	AN8858/AN8691/AN7994/AN8276/AN3879/AN10956/AN7681/AN7683/AN7753/AN6505/AN1272/AN1227/AN1226/AN10063/AN0235/AN1488/AN1832/AN2172/AN2304/AN2437/AN3450/AN5758/AN5694/AN5643
TRUE	FALSE	3	GO:0009893	positive regulation of metabolic process	23	23/841	AN4785/AN11910/AN11131/AN8858/AN7994/AN8285/AN4118/AN4015/AN4014/AN7423/AN10956/AN5996/AN6505/AN6594/AN1227/AN9424/AN10190/AN2172/AN9065/AN3116/AN2761/AN5726/AN10682
TRUE	FALSE	3	GO:0019222	regulation of metabolic process	86	86/841	AN4887/AN4785/AN11910/AN4489/AN4447/AN4394/AN4377/AN11131/AN8858/AN8691/AN7923/AN7994/AN8276/AN8285/AN4160/AN4134/AN4118/AN4015/AN4014/AN10491/AN3879/AN10436/AN9492/AN10910/AN7189/AN7423/AN7459/AN10956/AN7542/AN7681/AN7683/AN7753/AN6430/AN6283/AN5996/AN5859/AN5806/AN6505/AN6542/AN6594/AN6790/AN9395/AN1368/AN9516/AN1272/AN1227/AN1226/AN1162/AN0885/AN10063/AN0235/AN9047/AN9424/AN10190/AN1488/AN1824/AN1832/AN2172/AN2304/AN10294/AN2437/AN2481/AN2615/AN11185/AN11169/AN9065/AN3450/AN3280/AN3118/AN3116/AN3101/AN11704/AN3050/AN2848/AN2761/AN10334/AN2667/AN8346/AN8431/AN5220/AN5758/AN5726/AN5694/AN5643/AN10682/AN5299
TRUE	FALSE	3	GO:0019748	secondary metabolic process	21	21/841	AN4888/AN4887/AN12101/AN4118/AN7274/AN10956/AN6443/AN6429/AN5820/AN6505/AN9249/AN1226/AN0231/AN1598/AN1967/AN2549/AN3394/AN3307/AN3278/AN8346/AN5442
TRUE	FALSE	3	GO:0032259	methylation	6	6/841	AN3603/AN0808/AN0745/AN0134/AN0092/AN2848
TRUE	FALSE	3	GO:0042440	pigment metabolic process	8	8/841	AN4887/AN4774/AN7752/AN0839/AN0231/AN1722/AN1915/AN3307
TRUE	FALSE	3	GO:0044237	cellular metabolic process	300	300/841	AN5014/AN4940/AN4889/AN4888/AN4887/AN4793/AN4785/AN4775/AN4774/AN4757/AN10586/AN4755/AN10585/AN4736/AN4731/AN4730/AN4727/AN4592/AN4591/AN4525/AN11910/AN4489/AN4464/AN4447/AN4430/AN4399/AN4394/AN4377/AN4367/AN4336/AN11131/AN8861/AN8858/AN8844/AN8755/AN11124/AN8754/AN8691/AN7923/AN7994/AN8019/AN11045/AN8041/AN8073/AN8205/AN8233/AN8241/AN8276/AN8283/AN8285/AN4258/AN10527/AN4215/AN4160/AN12101/AN4135/AN4134/AN4118/AN4093/AN4086/AN4052/AN4015/AN4014/AN3957/AN3954/AN3947/AN3946/AN10491/AN3879/AN10472/AN10475/AN11419/AN3832/AN3830/AN3813/AN11411/AN3708/AN10436/AN10434/AN3639/AN3638/AN3632/AN3603/AN3581/AN7314/AN12246/AN7278/AN10921/AN7274/AN9492/AN10910/AN10914/AN7189/AN10880/AN7003/AN7422/AN7423/AN7436/AN7459/AN10956/AN7500/AN7505/AN7542/AN7632/AN7681/AN7683/AN7704/AN11008/AN7752/AN7753/AN6430/AN6368/AN6367/AN6360/AN6283/AN6276/AN6255/AN6231/AN6215/AN6211/AN10779/AN6168/AN6093/AN6092/AN6064/AN5996/AN5994/AN9470/AN5960/AN5959/AN5953/AN5952/AN5875/AN5868/AN5861/AN5859/AN5843/AN5820/AN5818/AN5806/AN6500/AN6505/AN6506/AN6542/AN6594/AN6644/AN6645/AN6758/AN6790/AN6874/AN6898/AN9297/AN9395/AN9407/AN1376/AN1368/AN1367/AN9516/AN1301/AN1272/AN1266/AN1246/AN1227/AN1226/AN1222/AN1162/AN1148/AN1126/AN1071/AN1007/AN1006/AN0893/AN0885/AN0840/AN0839/AN0818/AN0814/AN0809/AN0808/AN0745/AN0713/AN0662/AN0433/AN0357/AN0304/AN10063/AN0271/AN0235/AN0231/AN10034/AN0134/AN0133/AN0111/AN0094/AN0092/AN9047/AN8907/AN8874/AN9420/AN9424/AN12473/AN10190/AN10193/AN1488/AN12452/AN10213/AN1523/AN1542/AN1607/AN1612/AN1722/AN1802/AN1824/AN1832/AN1901/AN1915/AN1964/AN1967/AN10237/AN1986/AN2119/AN2147/AN2148/AN2172/AN2286/AN2298/AN2301/AN2304/AN2306/AN10290/AN2314/AN2316/AN10294/AN2437/AN2440/AN2450/AN2451/AN2481/AN11347/AN2549/AN2555/AN2615/AN9236/AN11185/AN11169/AN9066/AN9065/AN3464/AN3462/AN10415/AN3450/AN3441/AN3388/AN10393/AN3307/AN3280/AN3278/AN3156/AN10367/AN3118/AN3116/AN3101/AN3059/AN11704/AN3058/AN3050/AN2968/AN2967/AN2951/AN2873/AN2848/AN2761/AN10334/AN2667/AN2666/AN8346/AN8431/AN8491/AN5105/AN5114/AN10637/AN5211/AN5220/AN5758/AN5732/AN5731/AN5726/AN5698/AN5694/AN5688/AN5643/AN5613/AN5600/AN5586/AN5529/AN10682/AN5497/AN5491/AN5442/AN5299
TRUE	FALSE	3	GO:0044238	primary metabolic process	264	264/841	AN5014/AN4940/AN4889/AN4888/AN4887/AN4793/AN4785/AN4775/AN4774/AN4736/AN4731/AN4730/AN4727/AN4592/AN4591/AN4525/AN11910/AN4489/AN4464/AN4447/AN4430/AN4399/AN4394/AN4377/AN4336/AN11131/AN8861/AN8858/AN8844/AN8755/AN11124/AN8754/AN8691/AN7923/AN7994/AN8019/AN8041/AN8068/AN8073/AN8205/AN8233/AN8241/AN8276/AN8283/AN8285/AN4258/AN4160/AN12101/AN4135/AN4134/AN4118/AN4093/AN4086/AN4052/AN4015/AN3957/AN3954/AN3947/AN3946/AN10491/AN3879/AN10475/AN11419/AN3832/AN3830/AN11411/AN3708/AN3686/AN10436/AN10434/AN3638/AN3603/AN3581/AN7314/AN12246/AN7278/AN10921/AN9492/AN10910/AN7189/AN10880/AN7003/AN7422/AN7423/AN7436/AN7459/AN10956/AN7505/AN7542/AN7632/AN7681/AN7683/AN7704/AN7708/AN11008/AN7753/AN6430/AN6368/AN6367/AN6283/AN6231/AN6215/AN6211/AN10779/AN6119/AN6093/AN6092/AN5996/AN5994/AN9470/AN5960/AN5959/AN5953/AN5952/AN5875/AN5868/AN5861/AN5859/AN5820/AN5818/AN5806/AN6500/AN6505/AN6506/AN6542/AN6594/AN6758/AN6790/AN6874/AN6898/AN9241/AN9297/AN9395/AN9407/AN1376/AN1368/AN1367/AN9516/AN1272/AN1266/AN1246/AN1227/AN1226/AN1222/AN1162/AN1071/AN0893/AN0885/AN0840/AN0839/AN0818/AN0814/AN0809/AN0808/AN0745/AN0662/AN0551/AN0433/AN0357/AN0304/AN10063/AN0271/AN0235/AN10034/AN0134/AN0133/AN0111/AN0094/AN0092/AN9047/AN8947/AN8907/AN11143/AN9420/AN9424/AN12473/AN10193/AN1488/AN12452/AN10213/AN1523/AN1542/AN1607/AN1802/AN1824/AN1832/AN1901/AN1963/AN1964/AN1967/AN10237/AN2119/AN2147/AN2148/AN2172/AN2286/AN2298/AN2301/AN2304/AN2306/AN2314/AN2316/AN10294/AN2437/AN2440/AN2450/AN2451/AN2481/AN11347/AN2549/AN2555/AN2615/AN9236/AN11185/AN11169/AN9065/AN3464/AN3462/AN10415/AN3450/AN3441/AN3388/AN10393/AN3321/AN3307/AN3280/AN3156/AN10367/AN3118/AN3116/AN3101/AN3059/AN11704/AN3058/AN3050/AN2967/AN2951/AN2873/AN2848/AN2761/AN10334/AN2667/AN2666/AN8431/AN8491/AN5105/AN5114/AN5211/AN5220/AN5758/AN5732/AN5731/AN5726/AN5698/AN5694/AN5688/AN5643/AN5613/AN5600/AN5586/AN5529/AN10682/AN5442/AN5299
TRUE	FALSE	3	GO:0044281	small molecule metabolic process	100	100/841	AN4888/AN4793/AN4785/AN4774/AN4757/AN10586/AN4727/AN4592/AN4591/AN4525/AN4464/AN4430/AN4336/AN8861/AN8755/AN11124/AN8754/AN8019/AN11045/AN8041/AN8283/AN4258/AN4135/AN4118/AN4086/AN3957/AN3954/AN10472/AN10475/AN3830/AN3708/AN3638/AN7278/AN7436/AN7459/AN7632/AN7708/AN11008/AN6368/AN6276/AN6231/AN6215/AN6168/AN6064/AN5994/AN9470/AN5959/AN5953/AN5952/AN5861/AN5843/AN5820/AN6505/AN6506/AN6542/AN6644/AN6645/AN9297/AN9407/AN1246/AN1226/AN1222/AN1148/AN1071/AN1007/AN1006/AN0893/AN0840/AN0662/AN0551/AN0357/AN0271/AN0235/AN10034/AN0092/AN8907/AN1523/AN1612/AN1901/AN1967/AN2286/AN2306/AN10290/AN2316/AN2440/AN11347/AN9066/AN10393/AN3059/AN3058/AN2951/AN2873/AN2666/AN10637/AN5731/AN5698/AN5613/AN5600/AN5586/AN5497
TRUE	FALSE	3	GO:0070085	glycosylation	6	6/841	AN4727/AN1607/AN10367/AN2761/AN5105/AN5586
TRUE	FALSE	3	GO:0071704	organic substance metabolic process	300	300/841	AN5014/AN4940/AN4889/AN4888/AN4887/AN4793/AN4785/AN4775/AN4774/AN4757/AN10586/AN4736/AN4731/AN4730/AN4727/AN4592/AN4591/AN4525/AN11910/AN4489/AN4464/AN4447/AN4430/AN4399/AN4394/AN4377/AN4367/AN4336/AN11131/AN8861/AN8858/AN8844/AN8755/AN11124/AN8754/AN8691/AN7923/AN7994/AN8019/AN11045/AN8041/AN8068/AN8073/AN8205/AN8233/AN8241/AN8276/AN8283/AN8285/AN4258/AN10527/AN4215/AN4160/AN12101/AN4135/AN4134/AN4118/AN4093/AN4086/AN4052/AN4015/AN3957/AN3954/AN3947/AN3946/AN10491/AN3879/AN10472/AN10475/AN11419/AN3832/AN3830/AN11411/AN3708/AN3686/AN10436/AN10434/AN3639/AN3638/AN3603/AN3581/AN3499/AN7314/AN12246/AN7278/AN10921/AN7274/AN9492/AN10910/AN10914/AN7189/AN10880/AN7003/AN6978/AN7422/AN7423/AN7436/AN7459/AN10956/AN7505/AN7542/AN7632/AN7681/AN7683/AN7704/AN7708/AN11008/AN7752/AN7753/AN6430/AN6368/AN6367/AN6283/AN6276/AN6231/AN6215/AN6211/AN10779/AN6168/AN6119/AN6093/AN6092/AN6064/AN5996/AN5994/AN9470/AN5960/AN5959/AN5953/AN5952/AN5875/AN5868/AN5861/AN5859/AN5843/AN5820/AN5818/AN5806/AN6500/AN6505/AN6506/AN6542/AN6594/AN6644/AN6645/AN6758/AN6790/AN6874/AN6898/AN9241/AN9249/AN9297/AN9395/AN9407/AN1376/AN1368/AN1367/AN9516/AN1272/AN1266/AN1246/AN1227/AN1226/AN1222/AN1162/AN1148/AN1071/AN1007/AN1006/AN0893/AN0885/AN0840/AN0839/AN0818/AN0814/AN0809/AN0808/AN0745/AN0713/AN0662/AN0551/AN0433/AN0357/AN0304/AN10063/AN0271/AN0235/AN0231/AN10034/AN0134/AN0133/AN0111/AN0094/AN0092/AN9047/AN8947/AN8907/AN11143/AN9420/AN9424/AN12473/AN10193/AN1488/AN12452/AN10213/AN1523/AN1542/AN1607/AN1612/AN1722/AN1802/AN1824/AN1832/AN1901/AN1915/AN1963/AN1964/AN1967/AN10237/AN1986/AN2119/AN2147/AN2148/AN2172/AN2286/AN2298/AN2301/AN2304/AN2306/AN10290/AN2314/AN2316/AN10294/AN2437/AN2440/AN2450/AN2451/AN2481/AN11347/AN2549/AN2555/AN2615/AN9236/AN11185/AN11169/AN9066/AN9065/AN3464/AN3462/AN10415/AN3450/AN3441/AN3388/AN10393/AN3321/AN3307/AN3280/AN3278/AN3156/AN10367/AN3118/AN3116/AN3101/AN3059/AN11704/AN3058/AN3050/AN2967/AN2951/AN2873/AN2848/AN2761/AN10334/AN2667/AN2666/AN8346/AN8431/AN8491/AN5105/AN5114/AN10637/AN5211/AN5220/AN5758/AN5732/AN5731/AN5726/AN5698/AN5694/AN5688/AN5643/AN5613/AN5600/AN5586/AN5529/AN10682/AN5497/AN5482/AN5442/AN5299
TRUE	FALSE	3	GO:0002252	immune effector process	1	1/841	AN1832
TRUE	FALSE	3	GO:0002253	activation of immune response	1	1/841	AN1832
TRUE	FALSE	3	GO:0002682	regulation of immune system process	1	1/841	AN1832
TRUE	FALSE	3	GO:0002683	negative regulation of immune system process	1	1/841	AN1832
TRUE	FALSE	3	GO:0002684	positive regulation of immune system process	1	1/841	AN1832
TRUE	FALSE	3	GO:0006955	immune response	1	1/841	AN1832
TRUE	FALSE	3	GO:0016049	cell growth	3	3/841	AN2871/AN8374/AN5726
TRUE	FALSE	3	GO:0030447	filamentous growth	32	32/841	AN4887/AN4632/AN4399/AN8071/AN4014/AN3813/AN10434/AN9492/AN7189/AN7077/AN10956/AN11008/AN6341/AN6064/AN6046/AN6505/AN6506/AN6542/AN1226/AN1181/AN1126/AN8874/AN12473/AN1612/AN1661/AN1795/AN3441/AN5105/AN5220/AN5774/AN5688/AN5529
TRUE	FALSE	3	GO:0040008	regulation of growth	7	7/841	AN7189/AN11008/AN6505/AN1226/AN2306/AN8374/AN5220
TRUE	FALSE	3	GO:0044110	growth involved in symbiotic interaction	1	1/841	AN3307
TRUE	FALSE	3	GO:0045926	negative regulation of growth	3	3/841	AN6505/AN1226/AN5220
TRUE	FALSE	3	GO:0045927	positive regulation of growth	1	1/841	AN8374
TRUE	FALSE	3	GO:0048589	developmental growth	2	2/841	AN8374/AN5726
TRUE	FALSE	3	GO:0007059	chromosome segregation	12	12/841	AN4775/AN4399/AN3946/AN6978/AN6340/AN1223/AN0814/AN11344/AN3451/AN3363/AN3118/AN2761
TRUE	FALSE	3	GO:0007017	microtubule-based process	14	14/841	AN5082/AN4706/AN4399/AN6978/AN6340/AN6197/AN6875/AN10111/AN8874/AN1475/AN2101/AN11344/AN3363/AN2687
TRUE	FALSE	3	GO:0000075	cell cycle checkpoint	4	4/841	AN3946/AN3450/AN3156/AN3118
TRUE	FALSE	3	GO:0000920	septum digestion after cytokinesis	1	1/841	AN10061
TRUE	FALSE	3	GO:0006457	protein folding	8	8/841	AN10507/AN7436/AN9420/AN12473/AN1510/AN2051/AN2238/AN5602
TRUE	FALSE	3	GO:0007165	signal transduction	23	23/841	AN4887/AN4447/AN4134/AN4085/AN3946/AN6978/AN7506/AN11994/AN6210/AN6120/AN1377/AN1126/AN0235/AN1612/AN1661/AN2555/AN3450/AN3101/AN2761/AN2687/AN5105/AN5211/AN5482
TRUE	FALSE	3	GO:0006928	movement of cell or subcellular component	7	7/841	AN4706/AN6340/AN6197/AN6875/AN8874/AN1475/AN3363
TRUE	FALSE	3	GO:0006949	syncytium formation	3	3/841	AN4887/AN4632/AN8071
TRUE	FALSE	3	GO:0007049	cell cycle	49	49/841	AN4963/AN4940/AN4887/AN4775/AN4706/AN4632/AN4399/AN8844/AN7993/AN7994/AN8071/AN4085/AN3946/AN7077/AN6978/AN7423/AN10956/AN6340/AN6197/AN5820/AN6505/AN6542/AN6594/AN6617/AN1267/AN1223/AN1222/AN0814/AN0808/AN10111/AN10063/AN0055/AN9424/AN10193/AN1661/AN1967/AN2101/AN2148/AN2172/AN2419/AN11344/AN3451/AN3450/AN3363/AN3156/AN3118/AN2761/AN2687/AN5482
TRUE	FALSE	3	GO:0007154	cell communication	35	35/841	AN4887/AN4785/AN4447/AN4134/AN4085/AN4014/AN3946/AN10434/AN9492/AN6978/AN7506/AN11994/AN11008/AN6400/AN6210/AN6120/AN6064/AN6505/AN1377/AN1126/AN0235/AN12473/AN1612/AN1661/AN2172/AN2555/AN3450/AN3441/AN3101/AN2761/AN2687/AN5105/AN5211/AN5774/AN5482
TRUE	FALSE	3	GO:0007163	establishment or maintenance of cell polarity	13	13/841	AN4963/AN8672/AN8233/AN4085/AN6340/AN6542/AN0821/AN0235/AN0134/AN1475/AN2968/AN5105/AN5529
TRUE	FALSE	3	GO:0008219	cell death	3	3/841	AN8041/AN8241/AN12101
TRUE	FALSE	3	GO:0016043	cellular component organization	103	103/841	AN5082/AN4963/AN4940/AN4860/AN4775/AN4740/AN10585/AN4731/AN4706/AN4633/AN4632/AN4592/AN11910/AN4399/AN11131/AN8672/AN7993/AN7994/AN8071/AN8205/AN10527/AN4085/AN4052/AN4015/AN3946/AN3879/AN3758/AN3632/AN7149/AN7077/AN6978/AN7423/AN10956/AN7571/AN7683/AN7753/AN6341/AN6340/AN6255/AN6210/AN10779/AN5960/AN5953/AN5868/AN5866/AN6505/AN6542/AN6593/AN6594/AN6897/AN6898/AN10178/AN1266/AN1227/AN1226/AN1223/AN1162/AN0821/AN0814/AN0808/AN0745/AN10111/AN11278/AN0643/AN0462/AN10063/AN0235/AN0134/AN0133/AN8874/AN1475/AN10193/AN10237/AN1986/AN2101/AN2172/AN2418/AN2419/AN11344/AN9062/AN3462/AN3451/AN3441/AN3363/AN3156/AN10367/AN3118/AN3116/AN11694/AN2761/AN2687/AN8374/AN8491/AN5105/AN10637/AN5774/AN5758/AN5726/AN5643/AN5529/AN5491/AN5482/AN5443
TRUE	FALSE	3	GO:0016458	gene silencing	8	8/841	AN7994/AN3879/AN10956/AN7753/AN6505/AN1226/AN5758/AN5643
TRUE	FALSE	3	GO:0019725	cellular homeostasis	19	19/841	AN7993/AN8080/AN4215/AN4014/AN3581/AN7436/AN7459/AN7571/AN7632/AN7801/AN1795/AN1832/AN1833/AN1986/AN10367/AN3117/AN8346/AN8374/AN5529
TRUE	FALSE	3	GO:0022402	cell cycle process	46	46/841	AN4963/AN4940/AN4887/AN4775/AN4706/AN4632/AN4399/AN8844/AN7993/AN7994/AN8071/AN4085/AN3946/AN7077/AN6978/AN7423/AN6340/AN6197/AN5820/AN6505/AN6542/AN6617/AN1267/AN1223/AN1222/AN0814/AN0808/AN10111/AN10063/AN0055/AN9424/AN10193/AN1661/AN1967/AN2101/AN2148/AN2419/AN11344/AN3451/AN3450/AN3363/AN3156/AN3118/AN2761/AN2687/AN5482
TRUE	FALSE	3	GO:0022406	membrane docking	6	6/841	AN6210/AN6493/AN0821/AN0462/AN10061/AN2418
TRUE	FALSE	3	GO:0030029	actin filament-based process	10	10/841	AN4963/AN4706/AN4085/AN4014/AN7683/AN6341/AN6542/AN1162/AN2687/AN5529
TRUE	FALSE	3	GO:0032940	secretion by cell	8	8/841	AN8233/AN7683/AN6210/AN6493/AN6542/AN0462/AN10061/AN2418
TRUE	FALSE	3	GO:0036166	phenotypic switching	2	2/841	AN6505/AN1226
TRUE	FALSE	3	GO:0044764	multi-organism cellular process	9	9/841	AN8672/AN4052/AN6340/AN6505/AN1475/AN2555/AN10367/AN5105/AN5211
TRUE	FALSE	3	GO:0048522	positive regulation of cellular process	40	40/841	AN4963/AN4785/AN4775/AN11910/AN4394/AN11131/AN8858/AN8672/AN7994/AN8285/AN4118/AN4085/AN4015/AN4014/AN7077/AN7423/AN10956/AN7542/AN5996/AN5820/AN6505/AN6594/AN1227/AN0808/AN9424/AN10190/AN1612/AN1661/AN1967/AN2172/AN11344/AN2555/AN9065/AN3116/AN2761/AN8374/AN5211/AN5726/AN5529/AN10682
TRUE	FALSE	3	GO:0048523	negative regulation of cellular process	30	30/841	AN8858/AN7994/AN4085/AN3946/AN3879/AN6978/AN10956/AN7506/AN7681/AN7683/AN7753/AN6505/AN6617/AN1377/AN1272/AN1227/AN1226/AN1162/AN10063/AN1488/AN1832/AN1967/AN2172/AN2555/AN3450/AN3156/AN3118/AN5758/AN5643/AN5482
TRUE	FALSE	3	GO:0048869	cellular developmental process	34	34/841	AN4887/AN4706/AN4674/AN4632/AN11910/AN4394/AN7993/AN8071/AN7459/AN7542/AN7683/AN6341/AN6197/AN6505/AN6542/AN6898/AN1267/AN1222/AN0134/AN0055/AN8874/AN1475/AN10193/AN1612/AN1661/AN1967/AN2306/AN2419/AN3441/AN2687/AN8374/AN5726/AN5586/AN5529
TRUE	FALSE	3	GO:0050794	regulation of cellular process	123	123/841	AN4963/AN4887/AN4785/AN4775/AN4632/AN11910/AN4489/AN4447/AN4394/AN4377/AN11131/AN8858/AN8672/AN7923/AN7994/AN8071/AN8080/AN8233/AN8285/AN4215/AN4160/AN4134/AN4118/AN4085/AN4015/AN4014/AN3946/AN10491/AN3879/AN10436/AN3581/AN9492/AN10910/AN7189/AN7149/AN7077/AN6978/AN7423/AN7436/AN7459/AN10956/AN7506/AN7542/AN7632/AN11994/AN7681/AN7683/AN7753/AN6430/AN6341/AN6283/AN6210/AN6120/AN5996/AN5859/AN5820/AN5806/AN6505/AN6542/AN6594/AN6617/AN6790/AN9395/AN1377/AN1368/AN9516/AN1272/AN1227/AN1226/AN1162/AN1126/AN0885/AN0808/AN10063/AN0235/AN0134/AN0055/AN9047/AN9424/AN10190/AN1475/AN10193/AN1488/AN1612/AN1661/AN1824/AN1832/AN1967/AN2172/AN10294/AN2481/AN11344/AN2555/AN2615/AN11185/AN11169/AN9065/AN3450/AN3280/AN3156/AN3118/AN3116/AN3101/AN11704/AN3050/AN2848/AN2761/AN10334/AN2687/AN2667/AN8346/AN8374/AN8431/AN5105/AN5211/AN5220/AN5758/AN5726/AN5643/AN5529/AN10682/AN5482/AN5299
TRUE	FALSE	3	GO:0051301	cell division	7	7/841	AN4963/AN4706/AN4085/AN7077/AN6542/AN10061/AN2687
TRUE	FALSE	3	GO:0051651	maintenance of location in cell	4	4/841	AN4963/AN4951/AN6898/AN5529
TRUE	FALSE	3	GO:0051716	cellular response to stimulus	99	99/841	AN4887/AN4785/AN4774/AN4747/AN4736/AN4731/AN4674/AN4447/AN8672/AN7994/AN8041/AN8080/AN8283/AN4215/AN4134/AN10507/AN4086/AN4085/AN4014/AN3954/AN3947/AN3946/AN3879/AN10434/AN3581/AN9492/AN7208/AN7189/AN10880/AN6978/AN7423/AN7436/AN7484/AN10956/AN7506/AN7632/AN11994/AN7708/AN11008/AN7753/AN6400/AN6231/AN6210/AN6120/AN6064/AN10767/AN6505/AN6506/AN6542/AN1377/AN1367/AN1272/AN1126/AN1061/AN0893/AN0469/AN0304/AN10063/AN0235/AN0158/AN0134/AN12473/AN1488/AN1503/AN1612/AN1661/AN10223/AN1697/AN1795/AN1901/AN1986/AN2172/AN2304/AN10296/AN2470/AN2530/AN2555/AN10415/AN3450/AN3441/AN3307/AN3156/AN3118/AN3101/AN11694/AN2968/AN2761/AN2687/AN8346/AN5105/AN5114/AN5193/AN5211/AN5774/AN5726/AN5643/AN5602/AN5529/AN5482
