hasPeak.An_kdmB_20h_HA_1	hasPeak.An_kdmB_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0006807	nitrogen compound metabolic process	626	626/2290	AN12280/AN12279/AN5068/AN5055/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4965/AN4956/AN4935/AN4925/AN10614/AN4900/AN4894/AN4871/AN4859/AN10599/AN4818/AN4794/AN4778/AN10593/AN4770/AN4769/AN4760/AN4744/AN4742/AN4741/AN4716/AN4702/AN4668/AN4667/AN4655/AN4603/AN4581/AN4570/AN4566/AN4563/AN4558/AN4544/AN4521/AN4515/AN4501/AN4500/AN4483/AN4479/AN4471/AN4462/AN4460/AN4443/AN4439/AN4422/AN4419/AN4401/AN4389/AN4388/AN4384/AN4376/AN4365/AN4361/AN10548/AN4335/AN10550/AN10541/AN4324/AN4323/AN4322/AN4315/AN4295/AN8866/AN8859/AN8856/AN8837/AN11125/AN8834/AN8832/AN8830/AN8825/AN8824/AN8815/AN8794/AN8785/AN8777/AN11112/AN8753/AN8741/AN9504/AN8694/AN8689/AN9500/AN8667/AN8666/AN8655/AN8643/AN8636/AN11099/AN11098/AN8590/AN7872/AN7878/AN7896/AN7971/AN8009/AN8039/AN8040/AN8060/AN8075/AN8078/AN8102/AN8117/AN8118/AN8121/AN8129/AN8168/AN8169/AN11052/AN8186/AN8188/AN8190/AN9461/AN8211/AN8226/AN8231/AN8234/AN8251/AN8269/AN8277/AN8282/AN4289/AN4255/AN4251/AN4247/AN4234/AN4222/AN4219/AN4218/AN4210/AN4196/AN4189/AN10513/AN4159/AN4113/AN4081/AN4080/AN4071/AN4034/AN3943/AN3941/AN3919/AN3918/AN3911/AN3894/AN3881/AN3835/AN3793/AN3787/AN3785/AN10467/AN3755/AN3753/AN3748/AN3747/AN3730/AN3725/AN3719/AN3690/AN10459/AN3688/AN3675/AN3663/AN3649/AN3644/AN3641/AN3637/AN11406/AN3626/AN3607/AN3587/AN3547/AN3506/AN7387/AN7342/AN7332/AN7331/AN7303/AN7297/AN7269/AN10912/AN10906/AN10911/AN7190/AN7159/AN7103/AN7030/AN7028/AN7014/AN7012/AN7007/AN10872/AN6982/AN7451/AN7468/AN7469/AN7475/AN7507/AN7513/AN7537/AN11753/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7610/AN7659/AN10981/AN7661/AN7709/AN7729/AN7742/AN6405/AN6392/AN6359/AN6347/AN6338/AN6330/AN6318/AN6317/AN6280/AN6279/AN6250/AN6243/AN6236/AN6209/AN6195/AN6160/AN6149/AN6129/AN6091/AN6070/AN6067/AN6062/AN6060/AN6048/AN6032/AN6013/AN6010/AN5999/AN5992/AN10763/AN5973/AN5956/AN5955/AN5939/AN5934/AN5924/AN5918/AN5898/AN5897/AN5893/AN5888/AN5886/AN5871/AN5870/AN5849/AN5836/AN10745/AN5823/AN5822/AN6508/AN6534/AN6540/AN6541/AN6558/AN6567/AN6570/AN6577/AN6610/AN6643/AN6679/AN6684/AN6694/AN6733/AN6741/AN6824/AN6828/AN6837/AN6849/AN10854/AN6857/AN6858/AN6920/AN6921/AN6933/AN9339/AN9397/AN1402/AN1358/AN1342/AN1339/AN1319/AN1303/AN1265/AN1232/AN1217/AN1198/AN1183/AN1170/AN1102/AN1097/AN1096/AN1069/AN1060/AN1052/AN1017/AN11891/AN0936/AN0931/AN0929/AN0928/AN0927/AN0919/AN0918/AN0914/AN0902/AN0891/AN0889/AN10128/AN0863/AN0858/AN0817/AN10127/AN0807/AN0787/AN0780/AN10120/AN0767/AN0766/AN0742/AN0734/AN0733/AN0689/AN0688/AN0680/AN0667/AN0660/AN0651/AN0640/AN0609/AN0608/AN0607/AN0593/AN0582/AN0565/AN0554/AN0533/AN0495/AN10081/AN10080/AN0440/AN0410/AN10059/AN0369/AN0364/AN0351/AN10066/AN0333/AN0314/AN0299/AN0298/AN0295/AN0285/AN0279/AN0270/AN0263/AN0260/AN0259/AN0241/AN10030/AN0232/AN0228/AN0226/AN0224/AN0210/AN0182/AN0176/AN0170/AN0162/AN0148/AN0129/AN0128/AN0122/AN0121/AN0105/AN0098/AN0096/AN0086/AN0067/AN0065/AN0057/AN0056/AN9025/AN9008/AN8978/AN9426/AN8886/AN8885/AN1414/AN1416/AN1425/AN1429/AN10191/AN11252/AN1518/AN1519/AN1536/AN1538/AN1539/AN1555/AN1573/AN1624/AN1632/AN1675/AN1678/AN1720/AN1761/AN1778/AN1780/AN1800/AN1812/AN1844/AN1848/AN1874/AN1879/AN1893/AN1895/AN1918/AN1923/AN1924/AN1948/AN1950/AN1984/AN1989/AN1990/AN1993/AN2001/AN2002/AN2009/AN2016/AN2020/AN10256/AN2036/AN2062/AN2067/AN2071/AN2072/AN2135/AN2136/AN2157/AN2237/AN2240/AN2248/AN12476/AN2265/AN2270/AN2276/AN2284/AN2290/AN2302/AN2303/AN2315/AN2335/AN10299/AN2366/AN2375/AN2412/AN2421/AN2489/AN2493/AN2500/AN2506/AN2508/AN2509/AN2523/AN2526/AN11961/AN2532/AN2572/AN2581/AN2597/AN9221/AN9148/AN11932/AN9141/AN9102/AN9095/AN9090/AN9083/AN9064/AN3468/AN3456/AN3433/AN3431/AN3423/AN3422/AN3413/AN3369/AN3250/AN3224/AN3223/AN3222/AN3214/AN10378/AN3188/AN3181/AN3176/AN3169/AN3153/AN3152/AN3150/AN3149/AN3102/AN3075/AN3071/AN3067/AN3048/AN3031/AN3001/AN2998/AN2997/AN2996/AN2984/AN2980/AN10351/AN2965/AN2944/AN2943/AN2932/AN2927/AN2919/AN2914/AN2911/AN2903/AN2902/AN2900/AN2885/AN2875/AN2855/AN2852/AN2846/AN2810/AN2793/AN2742/AN2740/AN2731/AN2670/AN10329/AN8298/AN8388/AN8414/AN8457/AN11080/AN8524/AN8553/AN8565/AN8576/AN5119/AN5129/AN5130/AN5133/AN5134/AN5156/AN5170/AN5199/AN5200/AN5203/AN5210/AN5217/AN5218/AN5237/AN10709/AN5775/AN5759/AN5757/AN5752/AN5751/AN5747/AN5746/AN5740/AN5728/AN5725/AN5716/AN5715/AN5712/AN5682/AN5681/AN5674/AN5668/AN5660/AN5651/AN5626/AN5607/AN5604/AN5588/AN5566/AN5558/AN5517/AN5492/AN5452/AN5451/AN5447/AN5444/AN5441/AN5415/AN5406/AN5351/AN5349/AN10663/AN5296/AN5279/AN5278
TRUE	TRUE	4	GO:0009056	catabolic process	175	175/2290	AN12280/AN12279/AN5076/AN5068/AN11778/AN10610/AN4965/AN4957/AN4915/AN4871/AN4843/AN10599/AN4700/AN4691/AN4666/AN4603/AN4532/AN4462/AN4439/AN4419/AN4416/AN10550/AN4323/AN8777/AN8689/AN8667/AN7950/AN8039/AN8078/AN11052/AN4189/AN10512/AN4154/AN4102/AN4081/AN4071/AN10495/AN3919/AN3918/AN3787/AN3675/AN3641/AN3587/AN10420/AN3515/AN7193/AN7111/AN7008/AN10872/AN7428/AN7533/AN7564/AN7572/AN7610/AN6405/AN6359/AN6338/AN6279/AN6250/AN6239/AN12017/AN5985/AN5939/AN5918/AN5893/AN6525/AN6540/AN10841/AN6650/AN6664/AN6697/AN6840/AN6920/AN9339/AN9340/AN1339/AN1334/AN1303/AN10171/AN1277/AN1274/AN1198/AN1017/AN1015/AN0927/AN0914/AN0891/AN0787/AN0780/AN0767/AN0689/AN0660/AN0593/AN0565/AN0554/AN0494/AN10081/AN0351/AN0299/AN0295/AN10030/AN0232/AN0226/AN0182/AN0170/AN0034/AN8978/AN1418/AN1425/AN1428/AN1429/AN1551/AN1632/AN1675/AN1713/AN1760/AN1761/AN1799/AN1879/AN1895/AN1918/AN1923/AN2017/AN2062/AN2071/AN2072/AN2076/AN2240/AN2248/AN2270/AN2302/AN2385/AN2489/AN2509/AN2582/AN11932/AN9090/AN9086/AN9064/AN3369/AN3368/AN3308/AN3294/AN3223/AN3044/AN2965/AN2944/AN2903/AN2875/AN2846/AN2731/AN8347/AN5129/AN5131/AN5133/AN5159/AN5210/AN5226/AN5747/AN5746/AN5712/AN5672/AN5669/AN5668/AN5651/AN5634/AN5626/AN5607/AN5604/AN5588/AN5558/AN5517/AN5451/AN5447/AN10663
TRUE	TRUE	4	GO:0009058	biosynthetic process	492	492/2290	AN5028/AN11776/AN4991/AN4987/AN4985/AN4976/AN10610/AN4956/AN4935/AN4923/AN10614/AN4900/AN4878/AN4859/AN4818/AN4794/AN4778/AN10593/AN4770/AN4744/AN4742/AN4741/AN4716/AN4691/AN4570/AN4569/AN4566/AN4558/AN4521/AN4501/AN4481/AN4479/AN4462/AN4443/AN4439/AN4401/AN4389/AN4384/AN4376/AN4361/AN4353/AN10548/AN4335/AN10550/AN4329/AN10541/AN4324/AN4323/AN4315/AN4295/AN8866/AN8859/AN8856/AN8837/AN11125/AN8832/AN8825/AN8797/AN8785/AN8777/AN11112/AN8753/AN8741/AN8694/AN8689/AN8677/AN8667/AN8666/AN8655/AN8643/AN8639/AN8636/AN11099/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN7896/AN7898/AN7899/AN7900/AN7971/AN8009/AN8010/AN8039/AN8075/AN8078/AN8117/AN8121/AN8129/AN8168/AN8186/AN8188/AN8211/AN8226/AN8231/AN8251/AN8277/AN8282/AN10533/AN4251/AN4247/AN4243/AN4234/AN4222/AN4219/AN4218/AN4210/AN4189/AN4159/AN4113/AN4080/AN4071/AN4042/AN4034/AN3941/AN3919/AN3911/AN3894/AN3869/AN3835/AN3785/AN10467/AN3753/AN3748/AN3738/AN3730/AN3729/AN3719/AN10459/AN3688/AN3675/AN3663/AN3649/AN3641/AN3637/AN11406/AN3626/AN3607/AN3587/AN3586/AN3506/AN7387/AN7375/AN7342/AN7332/AN7303/AN7297/AN7269/AN12400/AN7265/AN10912/AN10906/AN10911/AN7190/AN7169/AN7146/AN7103/AN7028/AN7012/AN7007/AN6982/AN6973/AN7468/AN7469/AN7475/AN7507/AN7513/AN11753/AN7564/AN7572/AN7576/AN7592/AN7600/AN7610/AN7657/AN7659/AN10981/AN7661/AN7742/AN6392/AN6359/AN6338/AN6330/AN6318/AN6317/AN6243/AN6236/AN6209/AN6195/AN6129/AN6126/AN6091/AN6070/AN12017/AN6067/AN6062/AN6048/AN6032/AN5992/AN5975/AN10763/AN5955/AN5939/AN5924/AN5918/AN5898/AN5897/AN5893/AN5888/AN5886/AN5870/AN5849/AN5836/AN10745/AN5823/AN6534/AN6541/AN6555/AN6558/AN6610/AN6643/AN6650/AN6679/AN6684/AN6694/AN6731/AN6733/AN6791/AN6824/AN6828/AN6837/AN6849/AN10854/AN6857/AN6858/AN6921/AN9397/AN9408/AN1402/AN1357/AN1342/AN1339/AN1334/AN1303/AN1265/AN1232/AN1217/AN1183/AN1170/AN10156/AN1102/AN1069/AN1060/AN1052/AN1037/AN1036/AN1017/AN11891/AN0936/AN0929/AN0928/AN0919/AN0918/AN0913/AN0902/AN0891/AN0889/AN10128/AN0863/AN0817/AN0807/AN0802/AN0787/AN0780/AN10120/AN0766/AN0742/AN0734/AN0733/AN0716/AN0689/AN0680/AN0667/AN0654/AN0651/AN0640/AN0609/AN0608/AN0607/AN0582/AN0565/AN0554/AN0533/AN0495/AN10081/AN10080/AN0440/AN0410/AN10059/AN0364/AN0363/AN0351/AN0333/AN0314/AN0295/AN0279/AN0270/AN0263/AN0260/AN0259/AN0241/AN0228/AN0210/AN0186/AN0182/AN0176/AN0170/AN0162/AN0148/AN0128/AN0121/AN0105/AN0098/AN0096/AN0086/AN0082/AN0067/AN0065/AN0057/AN9025/AN9008/AN8978/AN8945/AN8886/AN8885/AN1414/AN1416/AN1425/AN10191/AN10197/AN11252/AN1518/AN1536/AN1538/AN1555/AN1624/AN1678/AN1720/AN1761/AN1778/AN1800/AN1812/AN1844/AN1848/AN1893/AN1895/AN1918/AN1923/AN1924/AN1950/AN1984/AN1990/AN1993/AN1999/AN2001/AN2009/AN2016/AN2020/AN10256/AN2036/AN2062/AN2069/AN2072/AN2135/AN2136/AN2240/AN12476/AN2270/AN2276/AN2284/AN2290/AN2302/AN2303/AN2311/AN2315/AN2375/AN2421/AN2489/AN2493/AN2500/AN2509/AN2523/AN2526/AN11961/AN2581/AN2597/AN9221/AN9148/AN9141/AN9102/AN9095/AN9083/AN9064/AN3468/AN3433/AN3431/AN3423/AN3422/AN3413/AN3396/AN3369/AN3250/AN3224/AN3223/AN3222/AN3214/AN10378/AN3188/AN3177/AN3169/AN3152/AN3150/AN3113/AN3102/AN3075/AN3071/AN3067/AN3048/AN3031/AN2998/AN2997/AN2996/AN2984/AN2980/AN2944/AN2932/AN2919/AN2914/AN2911/AN2902/AN2900/AN2885/AN2875/AN2855/AN2852/AN2846/AN2793/AN2742/AN2670/AN8298/AN8413/AN8414/AN11080/AN8553/AN8565/AN8576/AN5119/AN5129/AN5130/AN5134/AN5170/AN5200/AN5203/AN5210/AN5217/AN5218/AN10709/AN5775/AN5752/AN5747/AN5746/AN5740/AN5725/AN5715/AN5682/AN5651/AN5626/AN5604/AN5566/AN5523/AN5492/AN5444/AN5441/AN5415/AN5351/AN5349/AN10663/AN5296/AN5279
TRUE	TRUE	4	GO:0009892	negative regulation of metabolic process	61	61/2290	AN4987/AN10610/AN4965/AN4935/AN4570/AN4501/AN4500/AN4295/AN8797/AN8039/AN8168/AN11052/AN9461/AN8211/AN8251/AN8282/AN4034/AN3941/AN3919/AN3730/AN3725/AN3675/AN3587/AN3506/AN7303/AN7007/AN6982/AN7468/AN7513/AN6195/AN6070/AN6067/AN10763/AN6733/AN1358/AN1170/AN1052/AN0767/AN0410/AN10059/AN0295/AN0241/AN10191/AN1519/AN1761/AN1800/AN1984/AN2290/AN2302/AN2489/AN2500/AN9090/AN3468/AN3423/AN3071/AN3067/AN2911/AN5217/AN5747/AN5451/AN5351
TRUE	TRUE	4	GO:0009893	positive regulation of metabolic process	82	82/2290	AN4987/AN4667/AN4570/AN4563/AN4558/AN4419/AN10550/AN8741/AN7896/AN8282/AN4189/AN3919/AN3719/AN3688/AN3675/AN3607/AN3506/AN7468/AN7567/AN7572/AN7610/AN7661/AN7742/AN6330/AN6243/AN6010/AN10763/AN5893/AN6540/AN6733/AN10854/AN6921/AN9397/AN1339/AN1303/AN10171/AN1265/AN1052/AN1017/AN0931/AN0914/AN0891/AN0817/AN0807/AN0689/AN0651/AN0554/AN0410/AN0363/AN0241/AN0186/AN0182/AN0148/AN0056/AN9008/AN8978/AN8945/AN1425/AN10191/AN1518/AN1844/AN2489/AN9090/AN3468/AN3423/AN3422/AN3413/AN3369/AN3224/AN3102/AN2996/AN2965/AN2944/AN2911/AN2852/AN2742/AN5752/AN5747/AN5740/AN5660/AN5651/AN5351
TRUE	TRUE	4	GO:0019222	regulation of metabolic process	280	280/2290	AN5028/AN4987/AN4985/AN4984/AN4976/AN10610/AN4965/AN4935/AN10614/AN4900/AN4818/AN4744/AN4741/AN4702/AN4667/AN4570/AN4563/AN4558/AN4521/AN4501/AN4500/AN4479/AN4443/AN4419/AN4361/AN10548/AN4335/AN10550/AN4329/AN10541/AN4324/AN4315/AN4295/AN8825/AN8797/AN8777/AN11112/AN8753/AN8741/AN8694/AN9500/AN8667/AN8666/AN8655/AN8643/AN8636/AN11099/AN11098/AN8590/AN7872/AN7896/AN8039/AN8129/AN8168/AN11052/AN8186/AN9461/AN8211/AN8234/AN8251/AN8282/AN4255/AN4247/AN4210/AN4189/AN4113/AN4034/AN3941/AN3919/AN3911/AN3835/AN3785/AN10467/AN3755/AN3730/AN3725/AN3719/AN3688/AN3675/AN3637/AN3607/AN3587/AN3506/AN7332/AN7303/AN7297/AN10912/AN10911/AN7190/AN7103/AN7030/AN7012/AN7007/AN6982/AN7468/AN7475/AN7507/AN7513/AN11753/AN7567/AN7572/AN7576/AN7592/AN7610/AN7661/AN7742/AN6392/AN6359/AN6330/AN6243/AN6195/AN6129/AN6091/AN6070/AN6067/AN6062/AN6010/AN10763/AN5955/AN5924/AN5898/AN5893/AN5870/AN5849/AN5836/AN5822/AN6540/AN6570/AN6684/AN6696/AN6733/AN6828/AN6837/AN6849/AN10854/AN6858/AN6921/AN9397/AN1402/AN1358/AN1339/AN1303/AN10171/AN1265/AN1232/AN1217/AN1183/AN1170/AN1096/AN1094/AN1060/AN1052/AN1017/AN11891/AN0931/AN0928/AN0914/AN0902/AN0891/AN10128/AN0863/AN0817/AN0807/AN10120/AN0767/AN0766/AN0742/AN0733/AN0689/AN0680/AN0651/AN0554/AN0533/AN0440/AN0410/AN10059/AN0364/AN0363/AN0295/AN0279/AN0263/AN0241/AN0186/AN0182/AN0176/AN0162/AN0148/AN0098/AN0096/AN0056/AN9025/AN9008/AN8978/AN8945/AN8885/AN1414/AN1416/AN1425/AN10191/AN1518/AN1519/AN1536/AN1678/AN1720/AN1761/AN1800/AN1812/AN1844/AN1848/AN1893/AN1924/AN1984/AN2001/AN2009/AN2016/AN2020/AN2036/AN2072/AN2136/AN2270/AN2276/AN2290/AN2302/AN2375/AN2421/AN2489/AN2500/AN11961/AN2581/AN2597/AN9221/AN9141/AN9095/AN9090/AN3468/AN3433/AN3423/AN3422/AN3413/AN3369/AN3250/AN3224/AN3214/AN10378/AN3152/AN3102/AN3075/AN3071/AN3067/AN3048/AN2996/AN2984/AN2965/AN2944/AN2911/AN2902/AN2855/AN2852/AN2742/AN8298/AN8414/AN5119/AN5131/AN5156/AN5170/AN5217/AN5218/AN5775/AN5757/AN5752/AN5747/AN5740/AN5660/AN5651/AN5607/AN5451/AN5351/AN5349/AN5296/AN5279
TRUE	TRUE	4	GO:0019748	secondary metabolic process	61	61/2290	AN5028/AN4570/AN4481/AN8797/AN8741/AN7896/AN7898/AN7899/AN7900/AN7913/AN7914/AN8078/AN8251/AN4189/AN3719/AN3675/AN3607/AN7269/AN12400/AN7265/AN7169/AN7513/AN7600/AN6243/AN6239/AN6236/AN5918/AN5893/AN5823/AN6650/AN6791/AN9244/AN1052/AN1036/AN0807/AN0651/AN0609/AN0608/AN0607/AN0554/AN10080/AN0363/AN0186/AN0148/AN0082/AN9008/AN8945/AN1844/AN2036/AN12476/AN2290/AN3422/AN3396/AN3150/AN2919/AN2855/AN2742/AN8413/AN11080/AN8553/AN5415
TRUE	TRUE	4	GO:0032259	methylation	16	16/2290	AN4570/AN4443/AN8825/AN8211/AN8282/AN6013/AN5871/AN1170/AN0733/AN0410/AN0128/AN0065/AN1948/AN2500/AN3423/AN5119
TRUE	TRUE	4	GO:0042440	pigment metabolic process	12	12/2290	AN4878/AN4443/AN4189/AN3663/AN6541/AN0241/AN0121/AN2284/AN9083/AN3361/AN2998/AN5130
TRUE	TRUE	4	GO:0042445	hormone metabolic process	1	1/2290	AN8078
TRUE	TRUE	4	GO:0044237	cellular metabolic process	752	752/2290	AN12280/AN12279/AN5076/AN5068/AN5028/AN11778/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4965/AN4957/AN4956/AN4935/AN4923/AN4920/AN4915/AN10614/AN4900/AN4894/AN4878/AN4871/AN4859/AN4843/AN4829/AN10599/AN4818/AN4794/AN4778/AN10593/AN4770/AN4769/AN4760/AN4744/AN4742/AN4741/AN4716/AN4702/AN4691/AN4668/AN4667/AN4666/AN4655/AN4603/AN4581/AN4570/AN4569/AN4566/AN4563/AN4558/AN4544/AN4532/AN4521/AN4515/AN4501/AN4500/AN4483/AN4479/AN4471/AN4462/AN4460/AN4443/AN4439/AN4419/AN4416/AN4401/AN4389/AN4388/AN4384/AN4376/AN4365/AN4361/AN4353/AN10548/AN4335/AN10550/AN4329/AN10541/AN4324/AN4323/AN4322/AN4315/AN4310/AN4295/AN8866/AN8859/AN8856/AN11126/AN8837/AN11125/AN8834/AN8832/AN8830/AN8825/AN8824/AN8815/AN8797/AN8794/AN8785/AN8777/AN8764/AN11112/AN8753/AN8741/AN9504/AN8707/AN8694/AN8689/AN9500/AN8667/AN8666/AN8655/AN8643/AN8639/AN8636/AN11099/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN7896/AN7971/AN8009/AN8010/AN8039/AN8060/AN8075/AN8078/AN8099/AN8117/AN8118/AN8121/AN8129/AN8168/AN8169/AN11052/AN8186/AN8188/AN8190/AN9461/AN8211/AN8226/AN8231/AN8234/AN8251/AN8269/AN8277/AN8282/AN4289/AN10533/AN4251/AN4247/AN4234/AN4222/AN4219/AN4218/AN4210/AN4208/AN4196/AN4189/AN10512/AN4159/AN4113/AN4102/AN4081/AN4080/AN4071/AN4064/AN4056/AN4042/AN4034/AN10495/AN3941/AN3919/AN3918/AN3911/AN3901/AN3894/AN3881/AN3869/AN3835/AN3793/AN3787/AN3785/AN10467/AN3755/AN3753/AN3748/AN3747/AN3738/AN3730/AN3729/AN3725/AN3719/AN3690/AN10459/AN3688/AN3675/AN3663/AN3649/AN3644/AN3641/AN3637/AN11406/AN3626/AN3607/AN3587/AN3586/AN3547/AN10420/AN3515/AN3506/AN7388/AN7387/AN7342/AN7332/AN7331/AN7303/AN7297/AN7269/AN12400/AN7265/AN10912/AN10906/AN10911/AN7193/AN7190/AN7169/AN7146/AN7111/AN7103/AN7030/AN7028/AN7014/AN7012/AN7008/AN7007/AN10872/AN6985/AN6982/AN6973/AN7428/AN7451/AN7468/AN7469/AN7475/AN7507/AN7513/AN7537/AN11753/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7610/AN7657/AN7659/AN10981/AN7661/AN7709/AN7711/AN7729/AN7742/AN6405/AN6392/AN6359/AN6347/AN6338/AN6330/AN6318/AN6317/AN6280/AN6279/AN6272/AN6250/AN6243/AN6239/AN6236/AN6209/AN6207/AN6195/AN6160/AN6159/AN6149/AN6129/AN6126/AN6091/AN6070/AN12017/AN6067/AN6062/AN6060/AN6048/AN6032/AN6014/AN6013/AN6010/AN5999/AN5992/AN5991/AN5985/AN5975/AN10763/AN5973/AN5956/AN5955/AN5939/AN5934/AN5924/AN5918/AN5898/AN5897/AN5893/AN5888/AN5886/AN5871/AN5870/AN5849/AN5836/AN10745/AN5823/AN5822/AN6499/AN6508/AN10824/AN6525/AN6534/AN6540/AN6541/AN6555/AN6558/AN6567/AN6570/AN6577/AN10841/AN6610/AN6642/AN6643/AN6650/AN6664/AN6679/AN6684/AN6694/AN6697/AN10844/AN6731/AN6733/AN6791/AN6824/AN6828/AN6837/AN6840/AN6849/AN10854/AN6857/AN6858/AN6920/AN6921/AN6933/AN9339/AN9340/AN9397/AN9408/AN1402/AN1396/AN1358/AN1357/AN1342/AN1339/AN1334/AN1319/AN1303/AN10171/AN1277/AN1265/AN1232/AN1217/AN1198/AN1189/AN1183/AN1170/AN10156/AN1102/AN1097/AN1096/AN1094/AN1069/AN1060/AN1052/AN1037/AN1036/AN1017/AN1015/AN11891/AN0936/AN0931/AN0929/AN0928/AN0927/AN0919/AN0918/AN0914/AN0913/AN0902/AN0891/AN0889/AN10128/AN0863/AN0817/AN10127/AN0807/AN0802/AN0787/AN0780/AN10120/AN0767/AN0766/AN0764/AN0742/AN0734/AN0733/AN0716/AN0689/AN0688/AN0680/AN0667/AN0664/AN0660/AN0654/AN0651/AN0640/AN0609/AN0608/AN0607/AN0593/AN0582/AN0565/AN0554/AN0533/AN0495/AN0494/AN10081/AN10080/AN0440/AN0410/AN0408/AN10059/AN0364/AN0363/AN0351/AN10066/AN0333/AN0314/AN0299/AN0298/AN0295/AN0285/AN0279/AN0270/AN0263/AN0260/AN0259/AN0254/AN0241/AN10030/AN0232/AN0228/AN0226/AN0210/AN0182/AN0176/AN0170/AN0162/AN0148/AN0129/AN0128/AN0121/AN0105/AN0098/AN0096/AN0086/AN0082/AN0067/AN0065/AN0057/AN0056/AN0034/AN9025/AN9008/AN8978/AN8953/AN9426/AN9425/AN8886/AN8885/AN1414/AN1416/AN1425/AN1429/AN10191/AN10197/AN11252/AN1518/AN1519/AN1536/AN1538/AN1539/AN1547/AN1555/AN1624/AN1628/AN1632/AN1675/AN1678/AN1713/AN1720/AN1752/AN1760/AN1761/AN1778/AN1800/AN1812/AN1844/AN1848/AN1874/AN1879/AN1893/AN1895/AN1918/AN1923/AN1924/AN1948/AN1950/AN1984/AN1989/AN1990/AN1993/AN1999/AN2001/AN2002/AN2009/AN2016/AN2017/AN2020/AN10256/AN2036/AN2062/AN2067/AN2069/AN2071/AN2072/AN2076/AN2099/AN2135/AN2136/AN2240/AN2248/AN12476/AN2265/AN2270/AN2276/AN2284/AN2290/AN2302/AN2303/AN2311/AN2315/AN2335/AN10299/AN2375/AN2412/AN2421/AN2435/AN2436/AN2463/AN2489/AN2493/AN2500/AN2506/AN2508/AN2509/AN2523/AN2526/AN11961/AN2581/AN2582/AN2597/AN9221/AN9148/AN11932/AN9141/AN9102/AN9095/AN9090/AN9086/AN9083/AN9064/AN3468/AN3456/AN3433/AN3431/AN3423/AN3422/AN3413/AN3412/AN3396/AN3369/AN3368/AN3294/AN3250/AN3224/AN3223/AN3222/AN3214/AN10378/AN3188/AN3181/AN3177/AN3176/AN3169/AN3153/AN3152/AN3150/AN3149/AN3113/AN3102/AN3075/AN3071/AN3068/AN3067/AN3048/AN3044/AN3031/AN3001/AN2998/AN2997/AN2996/AN2984/AN2980/AN2965/AN2944/AN2943/AN2932/AN2927/AN2919/AN2916/AN2914/AN2911/AN2903/AN2902/AN2900/AN2885/AN2875/AN2855/AN2852/AN2846/AN2815/AN2793/AN2742/AN2740/AN2731/AN2730/AN2670/AN10329/AN8298/AN8347/AN8388/AN8414/AN8457/AN11080/AN8485/AN8524/AN8553/AN8565/AN8566/AN8576/AN5119/AN5129/AN5130/AN5131/AN5133/AN5134/AN5144/AN5148/AN5156/AN5159/AN5170/AN5200/AN5203/AN5210/AN5217/AN5218/AN5226/AN5237/AN10709/AN5775/AN5759/AN5757/AN5752/AN5751/AN5747/AN5746/AN5740/AN5728/AN5725/AN5716/AN5715/AN5712/AN5682/AN5681/AN5674/AN5672/AN5669/AN5668/AN5660/AN5651/AN5634/AN5626/AN5607/AN5604/AN5599/AN5589/AN5588/AN5566/AN5563/AN5558/AN5525/AN5523/AN5517/AN5492/AN5457/AN5452/AN5447/AN5444/AN5441/AN5415/AN5406/AN5351/AN5349/AN10663/AN5296/AN5295/AN5279/AN5278
